Name           :	1mgmlAuDDT_O15	
User           :	Isaac	
Date           :	8/6/2014	

Probe1         :	Wilhelmy	
Perimeter      : 	39.240	

Probe2         :	Wilhelmy	
Perimeter      : 	39.240	

Trough         :	Extra Small	
Width          :	50.0	
Area           :	7035.0	
Symmetric comp :	True	

Subphase       :	Water	
Surface tension:	72.80	
pH             :	7.00	
Temperature    :	19.5	

Addition       :		
Concentration  :		
Unit           :	Unknown         	

Substance1     :	Au NP	
MW             :	197.0	
Concentration  :	1.000	
Unit           :	mg/ml           	
Volume         :	400.00	

Substance2     :		
MW             : 		
Concentration  : 		
Unit           :	Unknown         	
Volume         : 		

Substrate      :		
Height         : 		
Shape          : 	Rectangle       	
Width          :		
Thickness      :		


t[s]	Bpos	Bspd	A[cm²]	Mma[Å²]	P1[mN/m]	P2[mN/m]	T[°C]	SP[V]	pH	AD[V]
71.23	32.499	-11.070	37.85	0.31	14.278	11.155	-114.20		-0.87	0.000
71.51	32.442	-11.406	37.91	0.31	14.146	11.014	-132.21		-0.87	0.000
71.79	32.383	-11.731	37.97	0.31	14.009	10.866	-129.99		-0.87	0.000
72.06	32.346	-12.007	38.00	0.31	13.860	10.711	-119.23		-0.87	0.000
72.34	32.285	-12.260	38.07	0.31	13.724	10.550	-74.63		-0.87	0.000
72.62	32.223	-12.476	38.13	0.31	13.576	10.393	-57.56		-0.87	0.000
72.89	32.159	-12.668	38.19	0.31	13.425	10.236	-87.22		-0.87	0.000
73.17	32.117	-12.812	38.23	0.31	13.266	10.076	-123.27		-0.87	0.000
73.45	32.054	-12.933	38.30	0.31	13.108	9.911	-198.70		-0.87	0.000
73.73	31.987	-13.005	38.36	0.31	12.952	9.740	-219.09		-0.87	0.000
74.01	31.923	-13.053	38.43	0.31	12.876	9.573	-217.07		-0.87	0.000
74.28	31.881	-13.065	38.47	0.31	12.717	9.405	-205.61		-0.87	0.000
74.56	31.814	-13.029	38.54	0.32	12.557	9.238	-183.41		-0.87	0.000
74.84	31.750	-12.969	38.60	0.32	12.411	9.071	-182.07		-0.87	0.000
75.11	31.685	-12.873	38.67	0.32	12.235	8.989	-199.86		-0.87	0.000
75.39	31.642	-12.740	38.71	0.32	12.021	8.825	-209.45		-0.87	0.000
75.67	31.580	-12.572	38.77	0.32	11.817	8.642	-193.02		-0.87	0.000
75.95	31.517	-12.356	38.83	0.32	11.609	8.442	-133.39		-0.87	0.000
76.23	31.454	-12.115	38.90	0.32	11.411	8.245	-111.92		-0.87	0.000
76.50	31.395	-11.851	38.96	0.32	11.256	8.051	-83.46		-0.87	0.000
76.78	31.356	-11.550	38.99	0.32	11.095	7.875	-66.78		-0.87	0.000
77.06	31.299	-11.214	39.05	0.32	10.937	7.722	-35.82		-0.87	0.000
77.33	31.244	-10.853	39.11	0.32	10.819	7.579	-22.65		-0.87	0.000
77.60	31.210	-10.457	39.14	0.32	10.764	7.450	-4.79		-0.87	0.000
77.87	31.156	-10.036	39.19	0.32	10.647	7.343	4.03		-0.87	0.000
78.15	31.108	-9.591	39.24	0.32	10.554	7.244	29.44		-0.87	0.000
78.42	31.063	-9.135	39.29	0.32	10.472	7.152	37.96		-0.87	0.000
78.69	31.031	-8.642	39.32	0.32	10.377	7.111	50.72		-0.87	0.000
78.97	30.990	-8.125	39.36	0.32	10.308	7.032	58.98		-0.87	0.000
79.24	30.951	-7.584	39.40	0.32	10.257	6.955	78.13		-0.87	0.000
79.51	30.915	-7.031	39.43	0.32	10.196	6.891	92.95		-0.87	0.000
79.79	30.892	-6.454	39.46	0.32	10.149	6.833	107.63		-0.87	0.000
80.06	30.862	-5.853	39.49	0.32	10.142	6.785	108.80		-0.87	0.000
80.34	30.836	-5.240	39.51	0.32	10.095	6.745	106.55		-0.87	0.000
80.61	30.818	-4.627	39.53	0.32	10.073	6.712	108.36		-0.87	0.000
80.88	30.799	-3.978	39.55	0.32	10.055	6.686	102.04		-0.87	0.000
81.16	30.782	-3.341	39.57	0.32	10.036	6.670	91.53		-0.87	0.000
81.44	30.765	-2.680	39.58	0.32	10.015	6.653	54.55		-0.87	0.000
81.71	30.762	-2.007	39.59	0.32	10.013	6.647	34.73		-0.87	0.000
81.98	30.754	-1.334	39.60	0.32	10.006	6.638	45.87		-0.87	0.000
82.25	30.749	-0.673	39.60	0.32	10.009	6.634	64.03		-0.87	0.000
82.51	30.747	-0.012	39.60	0.32	10.008	6.633	81.90		-0.87	0.000
82.78	30.747	0.649	39.60	0.32	10.013	6.634	70.88		-0.87	0.000
83.05	30.747	1.310	39.60	0.32	10.015	6.638	22.89		-0.87	0.000
83.31	30.747	1.947	39.60	0.32	10.016	6.644	-9.58		-0.87	0.000
83.59	30.747	2.596	39.60	0.32	10.031	6.647	-84.67		-0.87	0.000
83.85	30.765	3.245	39.58	0.32	10.033	6.653	-125.84		-0.87	0.000
84.13	30.774	3.882	39.58	0.32	10.031	6.657	-209.65		-0.87	0.000
84.40	30.799	4.507	39.55	0.32	10.029	6.660	-250.32		-0.87	0.000
84.68	30.823	5.132	39.53	0.32	10.034	6.665	-340.34		-0.87	0.000
84.95	30.854	5.745	39.50	0.32	10.034	6.671	-389.74		-0.87	0.000
85.23	30.874	6.346	39.48	0.32	10.034	6.674	-481.18		-0.87	0.000
85.50	30.908	6.935	39.44	0.32	10.033	6.678	-501.26		-0.87	0.000
85.77	30.945	7.500	39.41	0.32	10.040	6.680	-484.53		-0.87	0.000
86.04	30.969	8.029	39.38	0.32	10.050	6.683	-456.08		-0.87	0.000
86.32	31.010	8.546	39.34	0.32	10.081	6.692	-409.87		-0.87	0.000
86.59	31.054	9.050	39.30	0.32	10.103	6.701	-382.33		-0.87	0.000
86.87	31.100	9.531	39.25	0.32	10.140	6.730	-331.43		-0.87	0.000
87.14	31.132	9.976	39.22	0.32	10.161	6.764	-296.87		-0.87	0.000
87.41	31.185	10.397	39.17	0.32	10.192	6.806	-207.33		-0.87	0.000
87.69	31.237	10.793	39.11	0.32	10.238	6.854	-153.37		-0.87	0.000
87.96	31.292	11.154	39.06	0.32	10.287	6.903	-48.38		-0.87	0.000
88.23	31.330	11.490	39.02	0.32	10.338	6.956	-14.67		-0.87	0.000
88.51	31.387	11.791	38.96	0.32	10.383	7.011	-29.93		-0.87	0.000
88.78	31.449	12.067	38.90	0.32	10.444	7.069	-86.77		-0.87	0.000
89.06	31.488	12.308	38.86	0.32	10.494	7.129	-107.09		-0.87	0.000
89.33	31.550	12.524	38.80	0.32	10.568	7.161	-134.65		-0.87	0.000
89.60	31.613	12.692	38.74	0.32	10.597	7.227	-136.61		-0.87	0.000
89.88	31.677	12.837	38.67	0.32	10.681	7.299	-161.38		-0.87	0.000
90.16	31.721	12.945	38.63	0.32	10.765	7.382	-177.42		-0.87	0.000
90.43	31.785	13.017	38.57	0.32	10.855	7.474	-213.04		-0.87	0.000
90.71	31.850	13.053	38.50	0.31	10.967	7.577	-234.15		-0.87	0.000
90.98	31.915	13.053	38.43	0.31	11.087	7.696	-284.22		-0.87	0.000
91.26	31.959	13.029	38.39	0.31	11.218	7.824	-295.58		-0.87	0.000
91.53	32.024	12.957	38.33	0.31	11.378	7.969	-270.31		-0.87	0.000
91.80	32.090	12.861	38.26	0.31	11.581	8.131	-237.29		-0.87	0.000
92.07	32.131	12.716	38.22	0.31	11.785	8.317	-152.12		-0.87	0.000
92.35	32.195	12.548	38.16	0.31	11.883	8.413	-106.09		-0.87	0.000
92.63	32.255	12.356	38.09	0.31	12.098	8.616	-18.84		-0.87	0.000
92.89	32.318	12.115	38.03	0.31	12.308	8.830	28.50		-0.87	0.000
93.16	32.359	11.839	37.99	0.31	12.523	9.038	104.09		-0.87	0.000
93.43	32.415	11.550	37.93	0.31	12.728	9.249	125.38		-0.87	0.000
93.71	32.474	11.226	37.88	0.31	12.942	9.459	152.32		-0.87	0.000
93.98	32.510	10.865	37.84	0.31	13.139	9.662	168.63		-0.87	0.000
94.26	32.563	10.481	37.79	0.31	13.304	9.854	173.52		-0.87	0.000
94.52	32.615	10.072	37.73	0.31	13.489	10.035	151.47		-0.87	0.000
94.80	32.663	9.615	37.69	0.31	13.580	10.209	68.23		-0.87	0.000
95.07	32.695	9.159	37.66	0.31	13.732	10.295	21.44		-0.87	0.000
95.34	32.738	8.666	37.61	0.31	13.892	10.456	-74.40		-0.87	0.000
95.62	32.781	8.161	37.57	0.31	14.045	10.604	-129.92		-0.87	0.000
95.90	32.808	7.620	37.54	0.31	14.170	10.749	-258.16		-0.87	0.000
96.17	32.844	7.067	37.51	0.31	14.282	10.886	-325.66		-0.87	0.000
96.45	32.878	6.466	37.47	0.31	14.406	11.006	-417.49		-0.87	0.000
96.71	32.908	5.877	37.44	0.31	14.509	11.115	-444.33		-0.87	0.000
96.99	32.926	5.264	37.42	0.31	14.589	11.216	-460.27		-0.87	0.000
97.27	32.950	4.651	37.40	0.31	14.669	11.306	-460.56		-0.87	0.000
97.54	32.972	4.014	37.38	0.31	14.693	11.383	-442.55		-0.87	0.000
97.81	32.988	3.353	37.36	0.31	14.753	11.447	-434.96		-0.87	0.000
98.08	32.997	2.704	37.35	0.31	14.826	11.476	-428.70		-0.87	0.000
98.35	33.006	2.043	37.34	0.31	14.839	11.523	-416.15		-0.87	0.000
98.62	33.015	1.382	37.33	0.31	14.853	11.561	-341.23		-0.87	0.000
98.89	33.018	0.721	37.33	0.31	14.856	11.583	-286.05		-0.87	0.000
99.16	33.020	0.060	37.33	0.31	14.873	11.594	-165.53		-0.87	0.000
99.43	33.020	-0.589	37.33	0.31	14.863	11.596	-108.88		-0.87	0.000
99.70	33.020	-1.250	37.33	0.31	14.854	11.591	-20.91		-0.87	0.000
99.97	33.020	-1.923	37.33	0.31	14.845	11.577	-1.72		-0.87	0.000
100.24	33.019	-2.572	37.33	0.31	14.834	11.569	32.33		-0.87	0.000
100.51	33.005	-3.209	37.34	0.31	14.821	11.556	48.53		-0.87	0.000
100.78	32.988	-3.846	37.36	0.31	14.795	11.540	102.87		-0.87	0.000
101.06	32.967	-4.483	37.38	0.31	14.758	11.522	113.81		-0.87	0.000
101.33	32.941	-5.108	37.41	0.31	14.715	11.501	89.33		-0.87	0.000
101.60	32.926	-5.721	37.42	0.31	14.662	11.474	58.27		-0.87	0.000
101.88	32.894	-6.322	37.46	0.31	14.633	11.430	-16.52		-0.87	0.000
102.15	32.859	-6.899	37.49	0.31	14.590	11.370	-47.58		-0.87	0.000
102.43	32.823	-7.464	37.53	0.31	14.564	11.309	-102.89		-0.87	0.000
102.71	32.797	-8.017	37.55	0.31	14.540	11.267	-149.50		-0.87	0.000
102.99	32.756	-8.546	37.59	0.31	14.529	11.236	-167.16		-0.87	0.000
103.27	32.710	-9.050	37.64	0.31	14.480	11.212	-205.44		-0.87	0.000
103.54	32.665	-9.531	37.68	0.31	14.393	11.197	-220.68		-0.87	0.000
103.82	32.631	-9.988	37.72	0.31	14.295	11.133	-229.40		-0.87	0.000
104.10	32.581	-10.409	37.77	0.31	14.175	11.039	-214.42		-0.87	0.000
104.37	32.529	-10.805	37.82	0.31	14.047	10.921	-157.22		-0.87	0.000
104.65	32.474	-11.178	37.88	0.31	13.915	10.782	-122.59		-0.87	0.000
104.92	32.436	-11.514	37.91	0.31	13.781	10.632	-70.12		-0.87	0.000
105.19	32.377	-11.815	37.97	0.31	13.699	10.476	-51.59		-0.87	0.000
105.47	32.317	-12.091	38.03	0.31	13.555	10.313	-24.79		-0.87	0.000
105.74	32.277	-12.332	38.07	0.31	13.410	10.150	-7.30		-0.87	0.000
106.01	32.215	-12.536	38.13	0.31	13.256	9.989	26.38		-0.87	0.000
106.29	32.151	-12.704	38.20	0.31	13.100	9.824	44.94		-0.87	0.000
106.56	32.088	-12.849	38.26	0.31	12.929	9.742	82.57		-0.87	0.000
106.83	32.046	-12.957	38.30	0.31	12.769	9.570	104.98		-0.87	0.000
107.11	31.979	-13.017	38.37	0.31	12.614	9.394	144.88		-0.87	0.000
107.39	31.915	-13.053	38.43	0.31	12.442	9.223	159.45		-0.87	0.000
107.66	31.850	-13.053	38.50	0.31	12.281	9.052	168.28		-0.87	0.000
107.94	31.805	-13.029	38.54	0.32	12.198	8.879	156.46		-0.87	0.000
108.21	31.742	-12.957	38.61	0.32	12.029	8.707	122.46		-0.87	0.000
108.48	31.677	-12.849	38.67	0.32	11.857	8.540	112.89		-0.87	0.000
108.76	31.633	-12.716	38.72	0.32	11.648	8.365	120.06		-0.87	0.000
109.04	31.572	-12.548	38.78	0.32	11.442	8.173	154.85		-0.87	0.000
109.31	31.509	-12.332	38.84	0.32	11.234	7.975	171.83		-0.87	0.000
109.59	31.449	-12.091	38.90	0.32	11.044	7.786	191.83		-0.87	0.000
109.87	31.390	-11.815	38.96	0.32	10.896	7.692	196.71		-0.87	0.000
110.14	31.347	-11.502	39.00	0.32	10.742	7.522	201.27		-0.87	0.000
110.42	31.291	-11.178	39.06	0.32	10.595	7.378	197.09		-0.87	0.000
110.70	31.238	-10.805	39.11	0.32	10.482	7.242	205.80		-0.87	0.000
110.97	31.185	-10.409	39.17	0.32	10.432	7.121	213.52		-0.87	0.000
111.24	31.150	-9.988	39.20	0.32	10.317	7.017	233.25		-0.87	0.000
111.52	31.101	-9.543	39.25	0.32	10.229	6.924	233.21		-0.87	0.000
111.79	31.054	-9.062	39.30	0.32	10.146	6.836	217.68		-0.87	0.000
112.07	31.026	-8.570	39.32	0.32	10.067	6.757	202.28		-0.88	0.000
112.34	30.983	-8.041	39.37	0.32	9.997	6.683	163.25		-0.88	0.000
112.61	30.945	-7.500	39.41	0.32	9.940	6.619	139.49		-0.88	0.000
112.88	30.912	-6.947	39.44	0.32	9.896	6.591	58.52		-0.88	0.000
113.15	30.889	-6.370	39.46	0.32	9.855	6.537	0.91		-0.88	0.000
113.43	30.858	-5.769	39.49	0.32	9.835	6.495	-108.10		-0.88	0.000
113.71	30.832	-5.168	39.52	0.32	9.801	6.456	-142.19		-0.88	0.000
113.98	30.814	-4.543	39.54	0.32	9.778	6.423	-172.55		-0.88	0.000
114.26	30.795	-3.894	39.56	0.32	9.764	6.399	-177.52		-0.88	0.000
114.54	30.778	-3.245	39.57	0.32	9.741	6.381	-191.45		-0.88	0.000
114.80	30.767	-2.572	39.58	0.32	9.736	6.367	-205.43		-0.88	0.000
115.08	30.758	-1.899	39.59	0.32	9.722	6.357	-226.81		-0.88	0.000
115.35	30.749	-1.250	39.60	0.32	9.739	6.350	-235.78		-0.88	0.000
115.62	30.747	-0.589	39.60	0.32	9.739	6.347	-226.95		-0.88	0.000
115.88	30.747	0.072	39.60	0.32	9.733	6.347	-196.77		-0.88	0.000
116.15	30.747	0.745	39.60	0.32	9.746	6.351	-101.01		-0.88	0.000
116.42	30.747	1.382	39.60	0.32	9.742	6.355	-42.30		-0.88	0.000
116.68	30.747	2.055	39.60	0.32	9.747	6.363	41.21		-0.88	0.000
116.94	30.749	2.692	39.60	0.32	9.748	6.369	68.38		-0.88	0.000
117.21	30.767	3.317	39.58	0.32	9.754	6.376	78.27		-0.88	0.000
117.48	30.781	3.942	39.57	0.32	9.756	6.381	77.83		-0.88	0.000
117.75	30.803	4.567	39.55	0.32	9.751	6.382	77.28		-0.88	0.000
118.02	30.827	5.180	39.52	0.32	9.752	6.383	67.53		-0.88	0.000
118.29	30.847	5.793	39.50	0.32	9.756	6.386	37.06		-0.88	0.000
118.56	30.877	6.382	39.47	0.32	9.758	6.388	12.59		-0.88	0.000
118.83	30.910	6.935	39.44	0.32	9.760	6.390	-46.03		-0.88	0.000
119.10	30.936	7.488	39.41	0.32	9.766	6.391	-70.04		-0.88	0.000
119.37	30.974	8.029	39.38	0.32	9.773	6.395	-106.50		-0.88	0.000
119.65	31.015	8.546	39.33	0.32	9.781	6.400	-117.33		-0.88	0.000
119.92	31.060	9.050	39.29	0.32	9.799	6.408	-121.86		-0.88	0.000
120.20	31.092	9.519	39.26	0.32	9.823	6.433	-120.52		-0.88	0.000
120.47	31.140	9.964	39.21	0.32	9.863	6.461	-146.63		-0.88	0.000
120.74	31.191	10.397	39.16	0.32	9.902	6.503	-160.57		-0.88	0.000
121.01	31.226	10.781	39.12	0.32	9.939	6.544	-159.06		-0.88	0.000
121.28	31.280	11.154	39.07	0.32	9.991	6.591	-152.33		-0.88	0.000
121.56	31.336	11.478	39.01	0.32	10.024	6.643	-127.18		-0.88	0.000
121.83	31.396	11.779	38.95	0.32	10.082	6.694	-124.25		-0.88	0.000
122.11	31.435	12.055	38.92	0.32	10.119	6.748	-129.68		-0.88	0.000
122.38	31.496	12.296	38.85	0.32	10.142	6.804	-133.32		-0.88	0.000
122.66	31.559	12.512	38.79	0.32	10.203	6.832	-159.08		-0.88	0.000
122.93	31.621	12.692	38.73	0.32	10.254	6.887	-179.14		-0.88	0.000
123.20	31.663	12.837	38.69	0.32	10.314	6.952	-177.85		-0.88	0.000
123.48	31.728	12.945	38.62	0.32	10.385	7.021	-169.21		-0.88	0.000
123.76	31.792	13.017	38.56	0.32	10.466	7.097	-140.51		-0.88	0.000
124.02	31.837	13.053	38.51	0.31	10.549	7.182	-132.07		-0.88	0.000
124.30	31.903	13.053	38.45	0.31	10.646	7.278	-122.04		-0.88	0.000
124.58	31.968	13.029	38.38	0.31	10.797	7.387	-120.38		-0.88	0.000
124.85	32.032	12.957	38.32	0.31	10.870	7.511	-124.69		-0.88	0.000
125.12	32.074	12.861	38.28	0.31	11.042	7.667	-141.47		-0.88	0.000
125.40	32.138	12.728	38.21	0.31	11.232	7.839	-179.64		-0.88	0.000
125.68	32.201	12.560	38.15	0.31	11.432	8.027	-227.49		-0.88	0.000
125.95	32.263	12.356	38.09	0.31	11.631	8.125	-240.37		-0.88	0.000
126.22	32.304	12.115	38.05	0.31	11.835	8.329	-228.40		-0.88	0.000
126.49	32.365	11.851	37.98	0.31	12.058	8.537	-209.64		-0.88	0.000
126.77	32.423	11.563	37.93	0.31	12.253	8.744	-160.01		-0.88	0.000
127.04	32.460	11.226	37.89	0.31	12.464	8.956	-132.68		-0.88	0.000
127.32	32.517	10.865	37.83	0.31	12.655	9.160	-124.04		-0.88	0.000
127.60	32.570	10.481	37.78	0.31	12.758	9.359	-130.43		-0.88	0.000
127.87	32.620	10.060	37.73	0.31	12.936	9.547	-144.53		-0.88	0.000
128.14	32.654	9.615	37.70	0.31	13.120	9.731	-157.58		-0.88	0.000
128.42	32.700	9.135	37.65	0.31	13.295	9.906	-175.87		-0.88	0.000
128.69	32.745	8.642	37.61	0.31	13.455	9.992	-186.83		-0.88	0.000
128.96	32.786	8.125	37.56	0.31	13.602	10.154	-225.13		-0.88	0.000
129.24	32.813	7.596	37.54	0.31	13.744	10.308	-244.64		-0.88	0.000
129.51	32.849	7.031	37.50	0.31	13.873	10.454	-282.89		-0.88	0.000
129.79	32.883	6.454	37.47	0.31	14.001	10.589	-313.93		-0.88	0.000
130.06	32.914	5.853	37.44	0.31	14.106	10.709	-360.37		-0.88	0.000
130.34	32.931	5.240	37.42	0.31	14.193	10.823	-375.58		-0.88	0.000
130.61	32.955	4.615	37.39	0.31	14.253	10.922	-394.69		-0.88	0.000
130.88	32.977	3.978	37.37	0.31	14.323	11.012	-405.16		-0.88	0.000
131.16	32.987	3.329	37.36	0.31	14.374	11.087	-418.34		-0.88	0.000
131.43	33.001	2.680	37.35	0.31	14.443	11.148	-406.78		-0.88	0.000
131.70	33.013	2.019	37.34	0.31	14.484	11.179	-350.24		-0.88	0.000
131.97	33.019	1.358	37.33	0.31	14.508	11.220	-332.88		-0.88	0.000
132.24	33.022	0.697	37.33	0.31	14.508	11.253	-317.80		-0.88	0.000
132.51	33.023	0.024	37.33	0.31	14.522	11.273	-319.55		-0.88	0.000
132.78	33.023	-0.637	37.33	0.31	14.518	11.280	-290.90		-0.88	0.000
133.06	33.023	-1.298	37.33	0.31	14.511	11.280	-268.69		-0.88	0.000
133.33	33.023	-1.959	37.33	0.31	14.514	11.276	-225.26		-0.88	0.000
133.60	33.022	-2.620	37.33	0.31	14.514	11.266	-209.66		-0.88	0.000
133.88	33.005	-3.281	37.34	0.31	14.499	11.255	-193.69		-0.88	0.000
134.16	32.991	-3.918	37.36	0.31	14.484	11.246	-198.74		-0.88	0.000
134.44	32.969	-4.567	37.38	0.31	14.447	11.231	-237.34		-0.88	0.000
134.72	32.942	-5.204	37.41	0.31	14.408	11.222	-272.25		-0.88	0.000
135.00	32.914	-5.841	37.44	0.31	14.363	11.200	-276.11		-0.88	0.000
135.27	32.896	-6.442	37.45	0.31	14.301	11.162	-274.06		-0.88	0.000
135.55	32.862	-7.031	37.49	0.31	14.276	11.103	-275.97		-0.88	0.000
135.83	32.823	-7.584	37.53	0.31	14.257	11.046	-273.31		-0.88	0.000
136.11	32.785	-8.149	37.57	0.31	14.253	11.005	-261.95		-0.88	0.000
136.39	32.756	-8.666	37.59	0.31	14.235	10.976	-208.45		-0.88	0.000
136.66	32.710	-9.171	37.64	0.31	14.189	10.952	-173.50		-0.88	0.000
136.94	32.663	-9.639	37.69	0.31	14.100	10.909	-98.87		-0.88	0.000
137.22	32.614	-10.084	37.74	0.31	13.996	10.828	-58.38		-0.88	0.000
137.49	32.579	-10.505	37.77	0.31	13.871	10.724	28.84		-0.88	0.000
137.76	32.526	-10.901	37.82	0.31	13.743	10.590	67.64		-0.88	0.000
138.04	32.472	-11.250	37.88	0.31	13.611	10.441	108.06		-0.88	0.000
138.31	32.414	-11.575	37.94	0.31	13.458	10.365	96.72		-0.88	0.000
138.59	32.376	-11.875	37.97	0.31	13.318	10.208	39.02		-0.88	0.000
138.86	32.315	-12.139	38.03	0.31	13.170	10.044	8.61		-0.88	0.000
139.13	32.254	-12.380	38.10	0.31	13.093	9.878	-40.44		-0.88	0.000
139.41	32.191	-12.572	38.16	0.31	12.939	9.710	-56.67		-0.88	0.000
139.69	32.149	-12.740	38.20	0.31	12.769	9.544	-81.88		-0.88	0.000
139.97	32.086	-12.873	38.26	0.31	12.607	9.373	-126.60		-0.88	0.000
140.25	32.021	-12.969	38.33	0.31	12.448	9.197	-158.47		-0.88	0.000
140.52	31.956	-13.029	38.39	0.31	12.285	9.018	-237.56		-0.88	0.000
140.80	31.913	-13.065	38.44	0.31	12.112	8.847	-273.24		-0.88	0.000
141.08	31.846	-13.053	38.50	0.31	11.953	8.676	-279.83		-0.88	0.000
141.35	31.781	-13.005	38.57	0.32	11.801	8.502	-259.60		-0.88	0.000
141.63	31.717	-12.921	38.63	0.32	11.640	8.332	-207.37		-0.88	0.000
141.91	31.673	-12.812	38.68	0.32	11.421	8.166	-179.00		-0.88	0.000
142.18	31.610	-12.656	38.74	0.32	11.219	8.079	-132.25		-0.88	0.000
