Name           :	1mgmlAuDDT_O16	
User           :	Isaac	
Date           :	8/6/2014	

Probe1         :	Wilhelmy	
Perimeter      : 	39.240	

Probe2         :	Wilhelmy	
Perimeter      : 	39.240	

Trough         :	Extra Small	
Width          :	50.0	
Area           :	7035.0	
Symmetric comp :	True	

Subphase       :	Water	
Surface tension:	72.80	
pH             :	7.00	
Temperature    :	19.5	

Addition       :		
Concentration  :		
Unit           :	Unknown         	

Substance1     :	Au NP	
MW             :	197.0	
Concentration  :	1.000	
Unit           :	mg/ml           	
Volume         :	400.00	

Substance2     :		
MW             : 		
Concentration  : 		
Unit           :	Unknown         	
Volume         : 		

Substrate      :		
Height         : 		
Shape          : 	Rectangle       	
Width          :		
Thickness      :		


t[s]	Bpos	Bspd	A[cm²]	Mma[Å²]	P1[mN/m]	P2[mN/m]	T[°C]	SP[V]	pH	AD[V]
61.48	38.527	-10.012	31.82	0.26	15.104	11.320	-29.89		-0.90	0.000
61.76	38.479	-9.808	31.87	0.26	14.939	11.162	-9.00		-0.90	0.000
62.03	38.431	-9.567	31.92	0.26	14.763	10.999	30.27		-0.90	0.000
62.30	38.383	-9.303	31.97	0.26	14.594	10.824	44.76		-0.90	0.000
62.58	38.354	-9.014	32.00	0.26	14.502	10.645	22.12		-0.90	0.000
62.85	38.309	-8.714	32.04	0.26	14.336	10.561	4.53		-0.90	0.000
63.12	38.266	-8.389	32.08	0.26	14.166	10.386	-16.38		-0.90	0.000
63.40	38.238	-8.029	32.11	0.26	14.009	10.217	-9.52		-0.90	0.000
63.67	38.200	-7.656	32.15	0.26	13.862	10.057	-4.44		-0.90	0.000
63.94	38.164	-7.260	32.19	0.26	13.724	9.907	-8.89		-0.90	0.000
64.22	38.128	-6.839	32.22	0.26	13.592	9.774	-30.71		-0.90	0.000
64.50	38.105	-6.418	32.25	0.26	13.489	9.650	-38.77		-0.90	0.000
64.77	38.073	-5.962	32.28	0.26	13.392	9.537	-48.49		-0.90	0.000
65.04	38.046	-5.493	32.30	0.26	13.345	9.434	-52.23		-0.90	0.000
65.32	38.020	-5.012	32.33	0.26	13.258	9.347	-73.35		-0.90	0.000
65.59	38.005	-4.519	32.35	0.26	13.172	9.265	-60.59		-0.90	0.000
65.87	37.986	-4.002	32.36	0.26	13.116	9.226	-12.49		-0.90	0.000
66.14	37.966	-3.486	32.38	0.26	13.053	9.161	17.97		-0.90	0.000
66.42	37.956	-2.945	32.39	0.26	13.006	9.101	68.42		-0.90	0.000
66.69	37.945	-2.416	32.41	0.26	12.951	9.052	81.88		-0.90	0.000
66.96	37.934	-1.875	32.42	0.27	12.923	9.008	95.30		-0.90	0.000
67.23	37.927	-1.334	32.42	0.27	12.907	8.971	91.28		-0.90	0.000
67.50	37.924	-0.781	32.43	0.27	12.893	8.940	65.25		-0.90	0.000
67.78	37.922	-0.252	32.43	0.27	12.880	8.923	45.49		-0.90	0.000
68.04	37.920	0.288	32.43	0.27	12.875	8.910	9.35		-0.90	0.000
68.30	37.920	0.841	32.43	0.27	12.868	8.906	3.12		-0.90	0.000
68.57	37.920	1.370	32.43	0.27	12.870	8.900	20.73		-0.90	0.000
68.84	37.920	1.899	32.43	0.27	12.865	8.898	36.91		-0.90	0.000
69.10	37.922	2.428	32.43	0.27	12.874	8.897	65.25		-0.90	0.000
69.37	37.937	2.945	32.41	0.27	12.868	8.895	82.99		-0.90	0.000
69.65	37.954	3.450	32.40	0.26	12.862	8.895	118.49		-0.90	0.000
69.91	37.966	3.954	32.38	0.26	12.873	8.890	134.25		-0.90	0.000
70.19	37.990	4.471	32.36	0.26	12.881	8.888	163.83		-0.90	0.000
70.46	38.014	4.952	32.34	0.26	12.910	8.888	178.63		-0.90	0.000
70.73	38.031	5.433	32.32	0.26	12.908	8.895	211.78		-0.90	0.000
71.00	38.059	5.901	32.29	0.26	12.920	8.903	231.21		-0.90	0.000
71.27	38.090	6.346	32.26	0.26	12.915	8.912	272.61		-0.90	0.000
71.54	38.123	6.779	32.23	0.26	12.918	8.917	285.54		-0.90	0.000
71.82	38.146	7.200	32.20	0.26	12.928	8.919	297.93		-0.90	0.000
72.09	38.183	7.584	32.17	0.26	12.942	8.922	284.41		-0.90	0.000
72.37	38.223	7.969	32.13	0.26	12.991	8.940	236.09		-0.90	0.000
72.64	38.251	8.329	32.10	0.26	13.035	8.977	212.81		-0.90	0.000
72.91	38.292	8.666	32.06	0.26	13.104	8.998	169.41		-0.90	0.000
73.18	38.337	8.978	32.01	0.26	13.185	9.056	148.00		-0.90	0.000
73.45	38.383	9.267	31.97	0.26	13.261	9.127	113.11		-0.90	0.000
73.73	38.413	9.519	31.94	0.26	13.356	9.209	103.58		-0.90	0.000
74.01	38.464	9.760	31.89	0.26	13.462	9.295	79.18		-0.90	0.000
74.27	38.511	9.976	31.84	0.26	13.515	9.398	56.22		-0.90	0.000
74.55	38.546	10.168	31.80	0.26	13.627	9.507	0.95		-0.90	0.000
74.82	38.596	10.313	31.75	0.26	13.754	9.629	-28.56		-0.90	0.000
75.09	38.648	10.445	31.70	0.26	13.879	9.762	-66.18		-0.90	0.000
75.36	38.700	10.553	31.65	0.26	14.012	9.902	-87.40		-0.90	0.000
75.64	38.736	10.625	31.61	0.26	14.166	9.971	-125.19		-0.90	0.000
75.91	38.789	10.673	31.56	0.26	14.304	10.120	-131.52		-0.90	0.000
76.18	38.842	10.697	31.51	0.26	14.447	10.280	-130.35		-0.90	0.000
76.46	38.879	10.685	31.47	0.26	14.520	10.442	-131.81		-0.90	0.000
76.73	38.933	10.649	31.42	0.26	14.661	10.607	-167.49		-0.90	0.000
77.01	38.984	10.589	31.37	0.26	14.811	10.773	-187.49		-0.90	0.000
77.28	39.038	10.493	31.31	0.26	14.955	10.938	-217.89		-0.90	0.000
77.55	39.073	10.373	31.28	0.26	15.107	11.102	-222.31		-0.90	0.000
77.83	39.123	10.216	31.23	0.26	15.269	11.265	-199.00		-0.90	0.000
78.11	39.175	10.036	31.17	0.25	15.440	11.428	-157.11		-0.90	0.000
78.38	39.223	9.832	31.13	0.25	15.628	11.596	-149.59		-0.90	0.000
78.66	39.256	9.603	31.09	0.25	15.845	11.686	-186.03		-0.90	0.000
78.93	39.302	9.351	31.05	0.25	16.029	11.878	-216.99		-0.90	0.000
79.21	39.348	9.062	31.00	0.25	16.221	12.081	-268.57		-0.90	0.000
79.48	39.380	8.762	30.97	0.25	16.322	12.279	-271.11		-0.90	0.000
79.76	39.423	8.425	30.93	0.25	16.489	12.476	-243.32		-0.90	0.000
80.03	39.461	8.077	30.89	0.25	16.655	12.662	-220.67		-0.90	0.000
80.30	39.501	7.704	30.85	0.25	16.817	12.833	-179.37		-0.90	0.000
80.57	39.528	7.308	30.82	0.25	16.960	12.997	-167.52		-0.90	0.000
80.85	39.564	6.899	30.79	0.25	17.091	13.149	-145.42		-0.90	0.000
81.12	39.596	6.478	30.75	0.25	17.217	13.293	-118.82		-0.91	0.000
81.40	39.627	6.022	30.72	0.25	17.332	13.422	-21.26		-0.91	0.000
81.67	39.646	5.553	30.70	0.25	17.443	13.483	18.58		-0.91	0.000
81.94	39.671	5.072	30.68	0.25	17.496	13.604	72.57		-0.91	0.000
82.21	39.696	4.591	30.65	0.25	17.578	13.712	85.00		-0.91	0.000
82.49	39.710	4.087	30.64	0.25	17.656	13.804	101.14		-0.91	0.000
82.76	39.725	3.570	30.62	0.25	17.723	13.885	107.91		-0.91	0.000
83.03	39.743	3.053	30.61	0.25	17.785	13.958	83.00		-0.91	0.000
83.30	39.751	2.524	30.60	0.25	17.841	14.018	51.33		-0.91	0.000
83.56	39.761	1.983	30.59	0.25	17.861	14.070	-30.15		-0.91	0.000
83.84	39.769	1.454	30.58	0.25	17.891	14.111	-68.57		-0.91	0.000
84.11	39.777	0.913	30.57	0.25	17.919	14.125	-150.82		-0.91	0.000
84.39	39.778	0.373	30.57	0.25	17.922	14.153	-183.05		-0.91	0.000
84.65	39.779	-0.168	30.57	0.25	17.929	14.173	-189.68		-0.91	0.000
84.92	39.779	-0.721	30.57	0.25	17.947	14.182	-179.61		-0.91	0.000
85.19	39.779	-1.262	30.57	0.25	17.946	14.183	-166.08		-0.91	0.000
85.46	39.779	-1.803	30.57	0.25	17.938	14.179	-177.80		-0.91	0.000
85.73	39.778	-2.332	30.57	0.25	17.940	14.174	-197.17		-0.91	0.000
86.01	39.768	-2.861	30.58	0.25	17.923	14.165	-194.28		-0.91	0.000
86.28	39.752	-3.389	30.60	0.25	17.908	14.159	-155.90		-0.91	0.000
86.56	39.732	-3.906	30.62	0.25	17.889	14.152	-131.75		-0.91	0.000
86.84	39.707	-4.411	30.64	0.25	17.866	14.139	-104.15		-0.91	0.000
87.11	39.692	-4.928	30.66	0.25	17.848	14.127	-106.80		-0.91	0.000
87.39	39.666	-5.409	30.68	0.25	17.836	14.110	-137.51		-0.91	0.000
87.66	39.638	-5.877	30.71	0.25	17.828	14.096	-159.23		-0.91	0.000
87.94	39.606	-6.334	30.74	0.25	17.812	14.083	-213.66		-0.91	0.000
88.21	39.584	-6.767	30.77	0.25	17.799	14.073	-231.96		-0.91	0.000
88.49	39.551	-7.200	30.80	0.25	17.771	14.059	-252.38		-0.91	0.000
88.77	39.513	-7.596	30.84	0.25	17.714	14.035	-248.78		-0.91	0.000
89.05	39.474	-7.981	30.88	0.25	17.640	13.988	-273.38		-0.91	0.000
89.33	39.446	-8.341	30.90	0.25	17.559	13.913	-333.64		-0.91	0.000
89.61	39.402	-8.678	30.95	0.25	17.470	13.819	-373.04		-0.91	0.000
89.88	39.360	-9.002	30.99	0.25	17.412	13.707	-436.52		-0.91	0.000
90.16	39.315	-9.291	31.03	0.25	17.301	13.586	-463.33		-0.91	0.000
90.44	39.282	-9.555	31.07	0.25	17.179	13.519	-499.35		-0.91	0.000
90.72	39.236	-9.796	31.11	0.25	17.048	13.377	-498.63		-0.91	0.000
90.99	39.183	-10.000	31.17	0.25	16.905	13.229	-485.00		-0.91	0.000
91.27	39.134	-10.192	31.22	0.26	16.762	13.070	-471.15		-0.91	0.000
91.54	39.100	-10.349	31.25	0.26	16.610	12.908	-461.57		-0.91	0.000
91.82	39.048	-10.469	31.30	0.26	16.447	12.740	-454.20		-0.91	0.000
92.09	38.995	-10.565	31.36	0.26	16.293	12.568	-418.78		-0.91	0.000
92.37	38.942	-10.637	31.41	0.26	16.129	12.394	-381.38		-0.91	0.000
92.64	38.907	-10.685	31.44	0.26	15.965	12.216	-283.16		-0.91	0.000
92.92	38.852	-10.697	31.50	0.26	15.890	12.038	-241.57		-0.91	0.000
93.19	38.801	-10.685	31.55	0.26	15.728	11.856	-196.36		-0.91	0.000
93.48	38.746	-10.637	31.60	0.26	15.574	11.685	-196.34		-0.91	0.000
93.76	38.693	-10.565	31.66	0.26	15.416	11.513	-215.93		-0.91	0.000
94.04	38.659	-10.457	31.69	0.26	15.258	11.342	-227.95		-0.91	0.000
94.31	38.606	-10.325	31.74	0.26	15.094	11.255	-226.06		-0.91	0.000
94.59	38.555	-10.168	31.80	0.26	14.934	11.082	-188.33		-0.91	0.000
94.87	38.505	-9.976	31.85	0.26	14.779	10.908	-165.28		-0.91	0.000
95.14	38.473	-9.760	31.88	0.26	14.610	10.733	-122.33		-0.91	0.000
95.42	38.424	-9.519	31.93	0.26	14.422	10.562	-110.28		-0.91	0.000
95.70	38.377	-9.255	31.97	0.26	14.237	10.384	-86.05		-0.91	0.000
95.97	38.332	-8.966	32.02	0.26	14.052	10.199	-59.09		-0.91	0.000
96.25	38.302	-8.642	32.05	0.26	13.869	10.013	7.23		-0.91	0.000
96.52	38.261	-8.305	32.09	0.26	13.780	9.833	34.46		-0.91	0.000
96.79	38.219	-7.945	32.13	0.26	13.623	9.663	62.76		-0.91	0.000
97.06	38.193	-7.572	32.16	0.26	13.480	9.505	63.73		-0.91	0.000
97.34	38.157	-7.163	32.19	0.26	13.354	9.366	59.92		-0.91	0.000
97.61	38.122	-6.755	32.23	0.26	13.225	9.302	58.48		-0.91	0.000
97.89	38.091	-6.310	32.26	0.26	13.124	9.184	50.15		-0.91	0.000
98.15	38.069	-5.865	32.28	0.26	13.018	9.075	44.86		-0.91	0.000
98.43	38.041	-5.397	32.31	0.26	12.935	8.979	35.22		-0.91	0.000
98.70	38.016	-4.916	32.33	0.26	12.862	8.891	30.69		-0.91	0.000
98.97	38.001	-4.411	32.35	0.26	12.816	8.814	26.40		-0.91	0.000
99.25	37.979	-3.918	32.37	0.26	12.754	8.745	35.24		-0.91	0.000
99.52	37.964	-3.389	32.39	0.26	12.704	8.681	49.84		-0.91	0.000
99.79	37.948	-2.873	32.40	0.26	12.654	8.631	44.03		-0.91	0.000
100.06	37.941	-2.332	32.41	0.26	12.607	8.608	34.24		-0.91	0.000
100.32	37.932	-1.803	32.42	0.27	12.594	8.568	30.69		-0.91	0.000
100.60	37.923	-1.274	32.43	0.27	12.562	8.536	20.97		-0.91	0.000
100.86	37.920	-0.733	32.43	0.27	12.560	8.513	18.64		-0.91	0.000
101.13	37.918	-0.180	32.43	0.27	12.545	8.494	11.67		-0.91	0.000
101.40	37.918	0.337	32.43	0.27	12.541	8.484	8.51		-0.91	0.000
101.66	37.918	0.877	32.43	0.27	12.538	8.478	-19.39		-0.91	0.000
101.93	37.918	1.418	32.43	0.27	12.542	8.476	-37.25		-0.91	0.000
102.20	37.918	1.935	32.43	0.27	12.537	8.475	-81.58		-0.91	0.000
102.47	37.924	2.464	32.43	0.27	12.539	8.474	-94.25		-0.91	0.000
102.74	37.934	2.993	32.42	0.27	12.538	8.472	-113.21		-0.91	0.000
103.01	37.956	3.522	32.39	0.26	12.531	8.469	-126.34		-0.91	0.000
103.28	37.965	4.026	32.38	0.26	12.539	8.466	-175.09		-0.91	0.000
103.56	37.990	4.531	32.36	0.26	12.547	8.462	-204.12		-0.91	0.000
103.83	38.014	5.024	32.34	0.26	12.541	8.460	-272.85		-0.91	0.000
104.10	38.040	5.505	32.31	0.26	12.543	8.460	-297.99		-0.91	0.000
104.38	38.059	5.962	32.29	0.26	12.552	8.460	-330.61		-0.91	0.000
104.65	38.092	6.418	32.26	0.26	12.549	8.460	-341.24		-0.91	0.000
104.92	38.125	6.851	32.22	0.26	12.553	8.460	-357.22		-0.91	0.000
105.20	38.148	7.260	32.20	0.26	12.572	8.460	-360.51		-0.91	0.000
105.48	38.184	7.656	32.17	0.26	12.594	8.468	-343.31		-0.91	0.000
105.75	38.224	8.029	32.13	0.26	12.624	8.492	-322.16		-0.91	0.000
106.03	38.266	8.401	32.08	0.26	12.664	8.522	-275.89		-0.91	0.000
106.30	38.296	8.726	32.05	0.26	12.716	8.565	-246.03		-0.91	0.000
106.57	38.339	9.038	32.01	0.26	12.772	8.619	-191.53		-0.91	0.000
106.85	38.386	9.315	31.96	0.26	12.854	8.679	-165.19		-0.91	0.000
107.12	38.433	9.579	31.92	0.26	12.932	8.750	-129.00		-0.91	0.000
107.40	38.464	9.808	31.89	0.26	13.015	8.829	-108.34		-0.91	0.000
107.67	38.515	10.012	31.83	0.26	13.112	8.873	-88.52		-0.91	0.000
107.94	38.565	10.192	31.78	0.26	13.219	8.962	-84.79		-0.91	0.000
108.22	38.600	10.349	31.75	0.26	13.279	9.068	-83.48		-0.91	0.000
108.50	38.651	10.481	31.70	0.26	13.397	9.185	-100.32		-0.91	0.000
108.77	38.704	10.577	31.65	0.26	13.525	9.311	-109.31		-0.91	0.000
109.04	38.757	10.649	31.59	0.26	13.662	9.446	-132.63		-0.91	0.000
109.31	38.793	10.685	31.56	0.26	13.798	9.594	-136.76		-0.91	0.000
109.59	38.846	10.697	31.50	0.26	13.950	9.755	-131.39		-0.91	0.000
109.87	38.900	10.685	31.45	0.26	14.090	9.919	-123.19		-0.91	0.000
110.14	38.954	10.637	31.40	0.26	14.252	10.087	-115.58		-0.91	0.000
110.42	38.987	10.565	31.36	0.26	14.410	10.254	-102.15		-0.91	0.000
110.69	39.041	10.457	31.31	0.26	14.586	10.341	-43.30		-0.91	0.000
110.96	39.093	10.325	31.26	0.26	14.662	10.510	-4.52		-0.91	0.000
111.24	39.143	10.180	31.21	0.26	14.834	10.678	68.43		-0.91	0.000
111.51	39.177	9.988	31.17	0.25	15.019	10.853	104.99		-0.91	0.000
111.79	39.225	9.772	31.12	0.25	15.223	11.033	172.73		-0.91	0.000
112.06	39.275	9.543	31.07	0.25	15.448	11.229	205.59		-0.91	0.000
112.34	39.305	9.279	31.05	0.25	15.644	11.439	230.03		-0.91	0.000
112.61	39.351	8.990	31.00	0.25	15.846	11.657	208.05		-0.91	0.000
112.89	39.395	8.678	30.96	0.25	16.043	11.866	124.59		-0.91	0.000
113.16	39.439	8.341	30.91	0.25	16.229	12.071	77.73		-0.91	0.000
113.43	39.464	7.981	30.89	0.25	16.319	12.270	-26.23		-0.91	0.000
113.70	39.504	7.608	30.85	0.25	16.489	12.362	-72.75		-0.91	0.000
113.98	39.541	7.212	30.81	0.25	16.634	12.544	-145.62		-0.91	0.000
114.25	39.577	6.803	30.77	0.25	16.785	12.711	-174.27		-0.91	0.000
114.53	39.596	6.358	30.75	0.25	16.920	12.869	-227.18		-0.91	0.000
114.80	39.629	5.901	30.72	0.25	17.052	13.014	-252.27		-0.91	0.000
115.08	39.656	5.433	30.69	0.25	17.153	13.149	-301.64		-0.91	0.000
115.34	39.673	4.952	30.68	0.25	17.256	13.273	-315.86		-0.91	0.000
115.62	39.695	4.447	30.66	0.25	17.343	13.384	-317.98		-0.91	0.000
115.89	39.716	3.954	30.63	0.25	17.415	13.483	-313.72		-0.91	0.000
116.17	39.734	3.425	30.62	0.25	17.468	13.566	-286.25		-0.91	0.000
116.44	39.743	2.909	30.61	0.25	17.523	13.640	-250.06		-0.91	0.000
116.71	39.754	2.368	30.60	0.25	17.579	13.676	-175.86		-0.91	0.000
116.99	39.768	1.827	30.58	0.25	17.615	13.734	-145.46		-0.91	0.000
117.26	39.769	1.286	30.58	0.25	17.649	13.778	-91.14		-0.91	0.000
117.53	39.777	0.745	30.57	0.25	17.678	13.817	-66.23		-0.91	0.000
117.80	39.777	0.192	30.57	0.25	17.686	13.847	-54.31		-0.91	0.000
118.06	39.777	-0.337	30.57	0.25	17.689	13.864	-63.56		-0.91	0.000
118.33	39.777	-0.877	30.57	0.25	17.690	13.871	-51.92		-0.91	0.000
118.60	39.777	-1.406	30.57	0.25	17.688	13.873	-23.90		-0.91	0.000
118.87	39.777	-1.947	30.57	0.25	17.688	13.873	54.79		-0.91	0.000
119.14	39.774	-2.476	30.58	0.25	17.689	13.866	89.66		-0.91	0.000
119.41	39.756	-3.005	30.59	0.25	17.672	13.863	123.18		-0.91	0.000
119.68	39.739	-3.510	30.61	0.25	17.654	13.856	125.82		-0.91	0.000
119.96	39.728	-4.026	30.62	0.25	17.643	13.852	105.87		-0.91	0.000
120.23	39.705	-4.531	30.65	0.25	17.608	13.842	82.16		-0.91	0.000
120.51	39.682	-5.024	30.67	0.25	17.600	13.828	28.69		-0.91	0.000
120.78	39.664	-5.517	30.69	0.25	17.596	13.815	23.32		-0.91	0.000
121.05	39.636	-5.974	30.71	0.25	17.586	13.805	32.85		-0.91	0.000
121.32	39.604	-6.430	30.75	0.25	17.578	13.793	39.77		-0.91	0.000
121.60	39.569	-6.863	30.78	0.25	17.558	13.788	52.76		-0.91	0.000
121.87	39.546	-7.272	30.80	0.25	17.532	13.778	63.57		-0.91	0.000
122.14	39.510	-7.668	30.84	0.25	17.475	13.756	81.63		-0.91	0.000
122.42	39.469	-8.041	30.88	0.25	17.400	13.714	70.31		-0.91	0.000
122.70	39.441	-8.389	30.91	0.25	17.320	13.642	-3.07		-0.91	0.000
122.97	39.400	-8.726	30.95	0.25	17.225	13.545	-79.88		-0.91	0.000
123.24	39.355	-9.038	31.00	0.25	17.164	13.436	-102.41		-0.91	0.000
123.52	39.310	-9.315	31.04	0.25	17.047	13.309	-129.63		-0.91	0.000
123.79	39.277	-9.579	31.07	0.25	16.924	13.170	-135.80		-0.91	0.000
124.07	39.230	-9.820	31.12	0.25	16.791	13.018	-158.82		-0.91	0.000
124.35	39.178	-10.024	31.17	0.25	16.644	12.860	-170.02		-0.91	0.000
124.63	39.129	-10.204	31.22	0.26	16.491	12.776	-215.68		-0.91	0.000
124.90	39.095	-10.361	31.26	0.26	16.332	12.606	-245.25		-0.91	0.000
125.18	39.043	-10.481	31.31	0.26	16.172	12.432	-291.64		-0.91	0.000
125.45	38.989	-10.577	31.36	0.26	16.011	12.252	-286.45		-0.91	0.000
125.73	38.937	-10.649	31.41	0.26	15.843	12.076	-225.61		-0.91	0.000
126.01	38.883	-10.685	31.47	0.26	15.667	11.894	-180.02		-0.91	0.000
126.29	38.850	-10.697	31.50	0.26	15.593	11.708	-95.14		-0.91	0.000
126.56	38.796	-10.673	31.55	0.26	15.431	11.526	-56.65		-0.91	0.000
126.84	38.741	-10.625	31.61	0.26	15.268	11.350	10.12		-0.91	0.000
127.11	38.707	-10.553	31.64	0.26	15.110	11.176	30.92		-0.91	0.000
127.38	38.654	-10.445	31.70	0.26	14.934	10.997	52.70		-0.91	0.000
127.66	38.602	-10.313	31.75	0.26	14.776	10.821	74.85		-0.91	0.000
