Name           :	1mgmlAuDDT_O12	
User           :	Isaac	
Date           :	8/6/2014	

Probe1         :	Wilhelmy	
Perimeter      : 	39.240	

Probe2         :	Wilhelmy	
Perimeter      : 	39.240	

Trough         :	Extra Small	
Width          :	50.0	
Area           :	7035.0	
Symmetric comp :	True	

Subphase       :	Water	
Surface tension:	72.80	
pH             :	7.00	
Temperature    :	19.5	

Addition       :		
Concentration  :		
Unit           :	Unknown         	

Substance1     :	Au NP	
MW             :	197.0	
Concentration  :	1.000	
Unit           :	mg/ml           	
Volume         :	400.00	

Substance2     :		
MW             : 		
Concentration  : 		
Unit           :	Unknown         	
Volume         : 		

Substrate      :		
Height         : 		
Shape          : 	Rectangle       	
Width          :		
Thickness      :		


t[s]	Bpos	Bspd	A[cm²]	Mma[Å²]	P1[mN/m]	P2[mN/m]	T[°C]	SP[V]	pH	AD[V]
31.41	19.217	-7.380	51.13	0.42	7.348	4.952	77.33		-0.74	0.000
31.68	19.179	-8.197	51.17	0.42	7.314	4.912	59.74		-0.74	0.000
31.95	19.135	-9.002	51.21	0.42	7.297	4.861	11.38		-0.74	0.000
32.22	19.103	-9.772	51.25	0.42	7.271	4.818	-11.95		-0.74	0.000
32.50	19.053	-10.529	51.30	0.42	7.260	4.792	-23.97		-0.74	0.000
32.77	18.998	-11.250	51.35	0.42	7.220	4.770	-28.31		-0.74	0.000
33.05	18.940	-11.947	51.41	0.42	7.148	4.741	-25.86		-0.74	0.000
33.32	18.898	-12.608	51.45	0.42	7.064	4.716	-17.93		-0.74	0.000
33.59	18.834	-13.257	51.52	0.42	6.983	4.651	2.37		-0.74	0.000
33.86	18.765	-13.858	51.59	0.42	6.878	4.575	19.69		-0.74	0.000
34.14	18.718	-14.423	51.63	0.42	6.788	4.483	56.61		-0.74	0.000
34.41	18.647	-14.940	51.70	0.42	6.747	4.394	116.45		-0.74	0.000
34.69	18.570	-15.421	51.78	0.42	6.637	4.300	156.00		-0.74	0.000
34.97	18.492	-15.865	51.86	0.42	6.549	4.212	225.41		-0.74	0.000
35.25	18.438	-16.274	51.91	0.42	6.446	4.125	250.07		-0.74	0.000
35.52	18.354	-16.635	52.00	0.43	6.357	4.038	253.53		-0.74	0.000
35.79	18.270	-16.959	52.08	0.43	6.260	3.958	235.20		-0.74	0.000
36.06	18.185	-17.224	52.16	0.43	6.163	3.880	173.03		-0.74	0.000
36.34	18.127	-17.440	52.22	0.43	6.077	3.805	132.32		-0.74	0.000
36.61	18.042	-17.608	52.31	0.43	5.927	3.764	53.25		-0.74	0.000
36.88	17.952	-17.740	52.40	0.43	5.801	3.683	18.17		-0.74	0.000
37.15	17.893	-17.825	52.46	0.43	5.739	3.586	-60.73		-0.74	0.000
37.43	17.802	-17.849	52.55	0.43	5.600	3.489	-101.86		-0.74	0.000
37.70	17.716	-17.837	52.63	0.43	5.491	3.397	-170.63		-0.74	0.000
37.98	17.625	-17.776	52.73	0.43	5.384	3.312	-195.27		-0.74	0.000
38.25	17.567	-17.668	52.78	0.43	5.284	3.235	-210.34		-0.74	0.000
38.52	17.478	-17.512	52.87	0.43	5.177	3.164	-191.27		-0.74	0.000
38.80	17.392	-17.308	52.96	0.43	5.091	3.100	-129.78		-0.74	0.000
39.08	17.304	-17.067	53.05	0.43	4.999	3.041	-93.48		-0.74	0.000
39.35	17.249	-16.767	53.10	0.43	4.923	3.016	-20.09		-0.74	0.000
39.62	17.166	-16.430	53.18	0.43	4.854	2.968	22.12		-0.74	0.000
39.89	17.085	-16.046	53.26	0.44	4.820	2.926	99.33		-0.74	0.000
40.17	17.031	-15.625	53.32	0.44	4.758	2.891	130.94		-0.74	0.000
40.44	16.956	-15.156	53.39	0.44	4.711	2.859	152.95		-0.74	0.000
40.72	16.881	-14.639	53.47	0.44	4.662	2.830	143.27		-0.74	0.000
41.00	16.808	-14.099	53.54	0.44	4.618	2.806	110.78		-0.74	0.000
41.27	16.762	-13.510	53.59	0.44	4.580	2.784	94.22		-0.74	0.000
41.54	16.698	-12.885	53.65	0.44	4.540	2.764	64.74		-0.74	0.000
41.81	16.635	-12.236	53.71	0.44	4.506	2.743	57.30		-0.74	0.000
42.08	16.595	-11.550	53.75	0.44	4.485	2.725	26.97		-0.74	0.000
42.35	16.538	-10.829	53.81	0.44	4.460	2.718	3.01		-0.74	0.000
42.62	16.485	-10.108	53.86	0.44	4.440	2.705	-73.55		-0.74	0.000
42.90	16.439	-9.339	53.91	0.44	4.415	2.695	-124.31		-0.74	0.000
43.17	16.408	-8.558	53.94	0.44	4.388	2.681	-199.12		-0.74	0.000
43.44	16.367	-7.728	53.98	0.44	4.370	2.670	-220.71		-0.74	0.000
43.72	16.331	-6.899	54.02	0.44	4.347	2.658	-228.21		-0.74	0.000
43.99	16.311	-6.046	54.04	0.44	4.331	2.651	-224.88		-0.74	0.000
44.26	16.284	-5.156	54.07	0.44	4.319	2.639	-226.79		-0.74	0.000
44.54	16.260	-4.279	54.09	0.44	4.306	2.630	-241.78		-0.74	0.000
44.81	16.244	-3.389	54.11	0.44	4.304	2.624	-298.46		-0.74	0.000
45.08	16.235	-2.476	54.11	0.44	4.294	2.622	-350.08		-0.74	0.000
45.35	16.226	-1.538	54.12	0.44	4.295	2.618	-365.29		-0.74	0.000
45.63	16.221	-0.637	54.13	0.44	4.289	2.613	-353.40		-0.74	0.000
45.89	16.221	0.264	54.13	0.44	4.279	2.612	-328.83		-0.74	0.000
46.16	16.221	1.178	54.13	0.44	4.281	2.609	-308.68		-0.74	0.000
46.43	16.221	2.067	54.13	0.44	4.281	2.608	-289.64		-0.74	0.000
46.69	16.221	2.957	54.13	0.44	4.277	2.609	-295.05		-0.74	0.000
46.97	16.242	3.846	54.11	0.44	4.277	2.610	-340.23		-0.74	0.000
47.24	16.263	4.724	54.09	0.44	4.273	2.610	-369.60		-0.74	0.000
47.52	16.278	5.601	54.07	0.44	4.272	2.608	-409.44		-0.74	0.000
47.79	16.308	6.454	54.04	0.44	4.276	2.608	-416.71		-0.74	0.000
48.06	16.343	7.320	54.01	0.44	4.280	2.610	-407.06		-0.74	0.000
48.33	16.384	8.137	53.97	0.44	4.276	2.611	-396.03		-0.74	0.000
48.60	16.411	8.942	53.94	0.44	4.282	2.611	-383.89		-0.74	0.000
48.88	16.460	9.724	53.89	0.44	4.276	2.612	-383.12		-0.74	0.000
49.15	16.508	10.481	53.84	0.44	4.276	2.612	-359.73		-0.74	0.000
49.43	16.545	11.226	53.80	0.44	4.294	2.615	-309.59		-0.74	0.000
49.71	16.602	11.923	53.75	0.44	4.293	2.618	-273.40		-0.74	0.000
49.98	16.663	12.596	53.69	0.44	4.304	2.621	-191.43		-0.74	0.000
50.25	16.728	13.233	53.62	0.44	4.310	2.627	-148.33		-0.74	0.000
50.52	16.772	13.834	53.58	0.44	4.327	2.633	-52.53		-0.74	0.000
50.80	16.844	14.399	53.51	0.44	4.340	2.641	-6.60		-0.74	0.000
51.07	16.917	14.916	53.43	0.44	4.349	2.648	70.18		-0.74	0.000
51.34	16.993	15.409	53.36	0.44	4.363	2.658	107.29		-0.74	0.000
51.61	17.045	15.853	53.30	0.44	4.378	2.667	175.15		-0.74	0.000
51.88	17.126	16.250	53.22	0.44	4.393	2.680	208.02		-0.74	0.000
52.15	17.210	16.599	53.14	0.43	4.402	2.690	268.66		-0.74	0.000
52.42	17.262	16.923	53.09	0.43	4.428	2.696	280.18		-0.74	0.000
52.69	17.351	17.188	53.00	0.43	4.441	2.712	270.63		-0.74	0.000
52.96	17.436	17.404	52.91	0.43	4.457	2.723	261.92		-0.74	0.000
53.23	17.493	17.596	52.86	0.43	4.503	2.741	256.25		-0.74	0.000
53.50	17.583	17.716	52.77	0.43	4.540	2.758	259.90		-0.74	0.000
53.78	17.671	17.813	52.68	0.43	4.562	2.786	272.30		-0.74	0.000
54.04	17.729	17.849	52.62	0.43	4.614	2.814	276.44		-0.74	0.000
54.31	17.819	17.849	52.53	0.43	4.666	2.848	280.48		-0.74	0.000
54.59	17.908	17.788	52.44	0.43	4.719	2.886	265.08		-0.74	0.000
54.86	17.998	17.692	52.35	0.43	4.784	2.904	214.22		-0.74	0.000
55.13	18.057	17.548	52.29	0.43	4.861	2.948	192.36		-0.74	0.000
55.40	18.144	17.356	52.21	0.43	4.940	2.998	195.29		-0.74	0.000
55.67	18.230	17.127	52.12	0.43	5.035	3.054	207.97		-0.74	0.000
55.94	18.286	16.851	52.06	0.43	5.083	3.121	202.59		-0.74	0.000
56.21	18.370	16.526	51.98	0.42	5.187	3.195	179.46		-0.74	0.000
56.49	18.452	16.154	51.90	0.42	5.297	3.280	99.93		-0.74	0.000
56.76	18.504	15.745	51.85	0.42	5.419	3.365	46.41		-0.74	0.000
57.02	18.581	15.288	51.77	0.42	5.531	3.456	-75.52		-0.74	0.000
57.30	18.657	14.796	51.69	0.42	5.661	3.501	-139.42		-0.74	0.000
57.57	18.730	14.279	51.62	0.42	5.791	3.590	-188.13		-0.74	0.000
57.85	18.775	13.690	51.58	0.42	5.918	3.682	-184.59		-0.74	0.000
58.12	18.843	13.089	51.51	0.42	6.049	3.772	-171.10		-0.74	0.000
58.39	18.906	12.452	51.44	0.42	6.105	3.869	-165.09		-0.74	0.000
58.66	18.947	11.779	51.40	0.42	6.222	3.963	-161.50		-0.74	0.000
58.94	19.004	11.070	51.35	0.42	6.345	4.054	-157.18		-0.74	0.000
59.21	19.057	10.337	51.29	0.42	6.449	4.142	-152.37		-0.74	0.000
59.49	19.107	9.567	51.24	0.42	6.557	4.222	-147.21		-0.74	0.000
59.76	19.139	8.774	51.21	0.42	6.646	4.296	-122.63		-0.74	0.000
60.03	19.179	7.969	51.17	0.42	6.735	4.333	-107.20		-0.74	0.000
60.31	19.216	7.139	51.13	0.42	6.821	4.394	-72.70		-0.74	0.000
60.58	19.239	6.286	51.11	0.42	6.877	4.454	-69.42		-0.74	0.000
60.85	19.268	5.409	51.08	0.42	6.909	4.507	-89.21		-0.74	0.000
61.12	19.293	4.531	51.06	0.42	6.961	4.552	-108.24		-0.74	0.000
61.39	19.309	3.630	51.04	0.42	7.003	4.589	-155.93		-0.74	0.000
61.67	19.321	2.728	51.03	0.42	7.035	4.617	-168.71		-0.74	0.000
61.94	19.330	1.827	51.02	0.42	7.055	4.639	-190.93		-0.74	0.000
62.21	19.339	0.913	51.01	0.42	7.062	4.653	-188.39		-0.74	0.000
62.47	19.339	0.012	51.01	0.42	7.061	4.658	-175.72		-0.74	0.000
62.74	19.339	-0.889	51.01	0.42	7.055	4.661	-173.88		-0.74	0.000
63.01	19.339	-1.779	51.01	0.42	7.050	4.656	-158.84		-0.74	0.000
63.28	19.339	-2.668	51.01	0.42	7.053	4.645	-161.31		-0.74	0.000
63.55	19.325	-3.570	51.03	0.42	7.040	4.634	-188.87		-0.74	0.000
63.82	19.303	-4.447	51.05	0.42	7.023	4.624	-215.15		-0.74	0.000
64.10	19.280	-5.337	51.07	0.42	7.007	4.614	-278.25		-0.74	0.000
64.37	19.258	-6.202	51.09	0.42	6.988	4.598	-307.43		-0.74	0.000
64.64	19.225	-7.055	51.13	0.42	6.943	4.577	-343.51		-0.74	0.000
64.92	19.188	-7.885	51.16	0.42	6.904	4.542	-340.30		-0.74	0.000
65.19	19.159	-8.714	51.19	0.42	6.901	4.520	-325.63		-0.74	0.000
65.46	19.115	-9.507	51.24	0.42	6.890	4.483	-303.64		-0.74	0.000
65.74	19.065	-10.276	51.29	0.42	6.884	4.458	-251.16		-0.74	0.000
66.02	19.011	-11.010	51.34	0.42	6.858	4.441	-227.79		-0.74	0.000
66.30	18.972	-11.719	51.38	0.42	6.789	4.421	-177.83		-0.74	0.000
66.57	18.912	-12.404	51.44	0.42	6.721	4.382	-146.94		-0.74	0.000
66.85	18.849	-13.065	51.50	0.42	6.642	4.321	-60.37		-0.74	0.000
67.11	18.783	-13.678	51.57	0.42	6.548	4.245	-12.21		-0.74	0.000
67.38	18.736	-14.255	51.61	0.42	6.467	4.161	74.64		-0.74	0.000
67.66	18.663	-14.784	51.69	0.42	6.374	4.078	100.76		-0.74	0.000
67.93	18.588	-15.264	51.76	0.42	6.273	4.030	112.41		-0.74	0.000
68.20	18.536	-15.721	51.81	0.42	6.229	3.943	108.34		-0.74	0.000
68.48	18.456	-16.142	51.89	0.42	6.134	3.857	96.77		-0.74	0.000
68.75	18.375	-16.502	51.98	0.42	6.044	3.771	96.89		-0.74	0.000
69.02	18.290	-16.839	52.06	0.43	5.959	3.690	113.00		-0.74	0.000
69.29	18.235	-17.115	52.11	0.43	5.872	3.612	129.37		-0.74	0.000
69.58	18.148	-17.356	52.20	0.43	5.790	3.536	143.97		-0.74	0.000
69.85	18.062	-17.548	52.29	0.43	5.660	3.461	137.16		-0.74	0.000
70.13	17.972	-17.704	52.38	0.43	5.528	3.381	115.97		-0.74	0.000
70.40	17.913	-17.800	52.44	0.43	5.391	3.287	115.04		-0.74	0.000
70.67	17.826	-17.849	52.52	0.43	5.276	3.196	146.91		-0.74	0.000
70.96	17.735	-17.849	52.61	0.43	5.229	3.110	187.70		-0.74	0.000
71.23	17.677	-17.800	52.67	0.43	5.116	3.073	204.98		-0.74	0.000
71.50	17.586	-17.704	52.76	0.43	5.015	3.003	205.17		-0.74	0.000
71.78	17.499	-17.560	52.85	0.43	4.926	2.938	198.84		-0.74	0.000
72.05	17.411	-17.380	52.94	0.43	4.828	2.879	167.23		-0.74	0.000
72.32	17.353	-17.139	53.00	0.43	4.747	2.827	147.07		-0.74	0.000
72.59	17.270	-16.863	53.08	0.43	4.684	2.780	127.88		-0.74	0.000
72.86	17.185	-16.538	53.16	0.43	4.620	2.738	124.33		-0.74	0.000
73.14	17.131	-16.178	53.22	0.44	4.568	2.701	110.78		-0.74	0.000
73.41	17.051	-15.769	53.30	0.44	4.546	2.672	96.20		-0.74	0.000
73.68	16.974	-15.312	53.38	0.44	4.501	2.647	32.69		-0.74	0.000
73.95	16.897	-14.820	53.45	0.44	4.465	2.636	-5.51		-0.74	0.000
74.23	16.849	-14.291	53.50	0.44	4.432	2.617	-58.07		-0.74	0.000
74.50	16.780	-13.726	53.57	0.44	4.400	2.597	-75.24		-0.74	0.000
74.77	16.713	-13.125	53.64	0.44	4.377	2.583	-94.78		-0.74	0.000
75.05	16.670	-12.476	53.68	0.44	4.352	2.569	-96.95		-0.74	0.000
75.32	16.608	-11.803	53.74	0.44	4.319	2.556	-97.19		-0.74	0.000
75.60	16.552	-11.094	53.80	0.44	4.300	2.545	-106.44		-0.74	0.000
75.87	16.498	-10.361	53.85	0.44	4.295	2.536	-131.13		-0.74	0.000
76.14	16.463	-9.591	53.89	0.44	4.279	2.530	-147.14		-0.74	0.000
76.42	16.419	-8.798	53.93	0.44	4.265	2.522	-168.56		-0.74	0.000
76.70	16.378	-7.993	53.97	0.44	4.248	2.512	-160.84		-0.74	0.000
76.97	16.339	-7.139	54.01	0.44	4.234	2.509	-152.09		-0.74	0.000
77.25	16.317	-6.286	54.03	0.44	4.224	2.505	-145.98		-0.74	0.000
77.52	16.289	-5.409	54.06	0.44	4.212	2.500	-129.59		-0.74	0.000
77.79	16.263	-4.519	54.09	0.44	4.208	2.494	-130.82		-0.74	0.000
78.06	16.244	-3.618	54.11	0.44	4.201	2.490	-142.17		-0.74	0.000
78.33	16.235	-2.728	54.11	0.44	4.192	2.488	-149.32		-0.74	0.000
78.61	16.224	-1.815	54.13	0.44	4.202	2.486	-113.82		-0.74	0.000
78.87	16.220	-0.925	54.13	0.44	4.187	2.484	-86.82		-0.74	0.000
79.14	16.220	0.000	54.13	0.44	4.191	2.482	-11.29		-0.74	0.000
79.40	16.220	0.889	54.13	0.44	4.191	2.482	20.23		-0.74	0.000
79.66	16.220	1.779	54.13	0.44	4.192	2.483	64.66		-0.74	0.000
79.93	16.229	2.644	54.12	0.44	4.191	2.484	82.01		-0.74	0.000
80.20	16.247	3.522	54.10	0.44	4.190	2.485	107.56		-0.74	0.000
80.47	16.256	4.399	54.09	0.44	4.189	2.486	119.27		-0.74	0.000
80.74	16.285	5.276	54.06	0.44	4.190	2.487	132.38		-0.74	0.000
81.01	16.316	6.130	54.03	0.44	4.195	2.488	127.56		-0.74	0.000
81.28	16.337	6.971	54.01	0.44	4.198	2.490	106.63		-0.74	0.000
81.55	16.372	7.800	53.98	0.44	4.184	2.492	94.61		-0.74	0.000
81.81	16.413	8.618	53.94	0.44	4.197	2.493	67.29		-0.74	0.000
82.08	16.458	9.399	53.89	0.44	4.192	2.495	40.69		-0.74	0.000
82.35	16.493	10.144	53.86	0.44	4.194	2.496	-13.73		-0.74	0.000
82.62	16.545	10.877	53.80	0.44	4.209	2.496	-38.80		-0.74	0.000
82.90	16.601	11.587	53.75	0.44	4.206	2.502	-96.35		-0.74	0.000
83.17	16.640	12.260	53.71	0.44	4.222	2.506	-130.34		-0.74	0.000
83.44	16.703	12.909	53.65	0.44	4.224	2.512	-201.72		-0.74	0.000
83.71	16.770	13.522	53.58	0.44	4.239	2.517	-222.72		-0.74	0.000
83.99	16.816	14.099	53.53	0.44	4.250	2.524	-238.16		-0.74	0.000
84.26	16.888	14.651	53.46	0.44	4.257	2.532	-248.29		-0.74	0.000
84.54	16.962	15.156	53.39	0.44	4.273	2.539	-298.88		-0.74	0.000
84.81	17.039	15.625	53.31	0.44	4.283	2.549	-331.31		-0.74	0.000
85.08	17.093	16.058	53.26	0.44	4.296	2.562	-382.61		-0.74	0.000
85.35	17.175	16.430	53.18	0.43	4.316	2.572	-405.71		-0.74	0.000
85.63	17.257	16.767	53.09	0.43	4.334	2.586	-402.60		-0.74	0.000
85.90	17.311	17.067	53.04	0.43	4.342	2.596	-378.72		-0.74	0.000
86.17	17.399	17.308	52.95	0.43	4.368	2.600	-312.98		-0.74	0.000
86.44	17.485	17.512	52.86	0.43	4.398	2.612	-276.71		-0.74	0.000
86.71	17.572	17.668	52.78	0.43	4.429	2.626	-208.07		-0.74	0.000
86.99	17.631	17.776	52.72	0.43	4.458	2.650	-170.56		-0.74	0.000
87.26	17.721	17.837	52.63	0.43	4.496	2.673	-85.87		-0.74	0.000
87.53	17.811	17.849	52.54	0.43	4.547	2.701	-58.44		-0.74	0.000
87.80	17.870	17.825	52.48	0.43	4.594	2.733	-15.94		-0.74	0.000
88.07	17.960	17.740	52.39	0.43	4.646	2.766	9.31		-0.74	0.000
88.34	18.047	17.620	52.30	0.43	4.709	2.803	57.73		-0.74	0.000
88.61	18.106	17.452	52.24	0.43	4.779	2.826	69.81		-0.74	0.000
88.88	18.192	17.236	52.16	0.43	4.853	2.871	77.41		-0.74	0.000
89.15	18.276	16.983	52.07	0.43	4.905	2.927	80.62		-0.74	0.000
89.42	18.362	16.671	51.99	0.43	4.993	2.985	89.45		-0.74	0.000
89.69	18.417	16.322	51.93	0.42	5.089	3.057	86.41		-0.74	0.000
89.96	18.498	15.937	51.85	0.42	5.205	3.133	57.96		-0.74	0.000
90.23	18.575	15.505	51.78	0.42	5.311	3.217	41.70		-0.74	0.000
90.50	18.626	15.036	51.72	0.42	5.422	3.301	65.43		-0.74	0.000
90.76	18.701	14.531	51.65	0.42	5.550	3.344	88.00		-0.74	0.000
91.04	18.771	13.990	51.58	0.42	5.610	3.434	136.01		-0.74	0.000
91.31	18.818	13.413	51.53	0.42	5.735	3.529	154.38		-0.74	0.000
91.58	18.884	12.788	51.47	0.42	5.865	3.625	182.81		-0.74	0.000
91.85	18.945	12.127	51.40	0.42	5.981	3.718	193.78		-0.74	0.000
92.13	18.984	11.442	51.37	0.42	6.100	3.810	186.18		-0.74	0.000
92.40	19.040	10.721	51.31	0.42	6.214	3.900	161.09		-0.74	0.000
92.67	19.093	9.976	51.26	0.42	6.323	3.987	123.08		-0.74	0.000
92.94	19.139	9.207	51.21	0.42	6.417	4.071	118.83		-0.74	0.000
93.21	19.167	8.425	51.18	0.42	6.502	4.108	115.18		-0.74	0.000
93.48	19.208	7.608	51.14	0.42	6.550	4.180	104.56		-0.74	0.000
93.75	19.245	6.779	51.10	0.42	6.619	4.243	52.58		-0.74	0.000
94.02	19.266	5.925	51.08	0.42	6.693	4.303	12.33		-0.74	0.000
94.29	19.293	5.072	51.06	0.42	6.752	4.356	-88.20		-0.74	0.000
94.56	19.309	4.183	51.04	0.42	6.804	4.404	-146.09		-0.74	0.000
94.83	19.324	3.293	51.03	0.42	6.829	4.443	-249.52		-0.74	0.000
95.10	19.339	2.392	51.01	0.42	6.858	4.471	-267.21		-0.74	0.000
95.37	19.347	1.478	51.00	0.42	6.865	4.492	-267.51		-0.74	0.000
95.63	19.349	0.577	51.00	0.42	6.875	4.501	-269.96		-0.74	0.000
95.90	19.351	-0.313	51.00	0.42	6.882	4.508	-283.73		-0.74	0.000
96.17	19.351	-1.202	51.00	0.42	6.873	4.512	-321.95		-0.74	0.000
96.44	19.351	-2.091	51.00	0.42	6.867	4.505	-325.05		-0.74	0.000
96.71	19.349	-2.993	51.00	0.42	6.857	4.497	-291.40		-0.74	0.000
96.98	19.327	-3.882	51.02	0.42	6.855	4.488	-255.65		-0.74	0.000
97.25	19.316	-4.772	51.03	0.42	6.844	4.479	-161.53		-0.74	0.000
97.52	19.288	-5.625	51.06	0.42	6.839	4.471	-110.00		-0.74	0.000
97.79	19.256	-6.502	51.09	0.42	6.827	4.464	-38.02		-0.74	0.000
98.06	19.220	-7.344	51.13	0.42	6.785	4.449	-32.03		-0.74	0.000
98.34	19.195	-8.161	51.15	0.42	6.754	4.418	-60.03		-0.74	0.000
98.61	19.152	-8.966	51.20	0.42	6.751	4.381	-65.08		-0.74	0.000
98.89	19.104	-9.760	51.25	0.42	6.747	4.352	-51.37		-0.74	0.000
99.16	19.070	-10.505	51.28	0.42	6.732	4.331	-40.10		-0.74	0.000
99.43	19.016	-11.238	51.33	0.42	6.679	4.316	-30.83		-0.74	0.000
99.70	18.957	-11.935	51.39	0.42	6.614	4.296	-42.76		-0.74	0.000
99.98	18.897	-12.608	51.45	0.42	6.581	4.246	-78.01		-0.74	0.000
100.26	18.854	-13.233	51.50	0.42	6.489	4.180	-128.57		-0.74	0.000
100.53	18.785	-13.834	51.56	0.42	6.401	4.138	-151.10		-0.74	0.000
100.81	18.715	-14.411	51.64	0.42	6.307	4.055	-159.25		-0.74	0.000
101.08	18.642	-14.940	51.71	0.42	6.223	3.969	-147.05		-0.74	0.000
101.36	18.593	-15.421	51.76	0.42	6.140	3.883	-111.69		-0.74	0.000
101.63	18.512	-15.865	51.84	0.42	6.047	3.798	-96.41		-0.74	0.000
101.91	18.433	-16.274	51.92	0.42	5.933	3.714	-68.67		-0.74	0.000
102.18	18.351	-16.635	52.00	0.43	5.867	3.631	-76.25		-0.74	0.000
102.46	18.293	-16.947	52.06	0.43	5.788	3.544	-117.36		-0.74	0.000
102.73	18.208	-17.212	52.14	0.43	5.713	3.466	-140.15		-0.74	0.000
103.00	18.121	-17.440	52.23	0.43	5.674	3.394	-188.75		-0.74	0.000
103.28	18.065	-17.608	52.29	0.43	5.502	3.314	-210.69		-0.74	0.000
103.55	17.975	-17.740	52.38	0.43	5.364	3.269	-265.33		-0.74	0.000
103.82	17.886	-17.825	52.46	0.43	5.246	3.172	-284.97		-0.74	0.000
104.10	17.795	-17.849	52.55	0.43	5.147	3.080	-340.95		-0.74	0.000
104.37	17.738	-17.837	52.61	0.43	4.995	2.998	-376.30		-0.74	0.000
104.65	17.647	-17.776	52.70	0.43	4.897	2.927	-470.17		-0.74	0.000
104.92	17.561	-17.668	52.79	0.43	4.816	2.858	-523.62		-0.74	0.000
105.20	17.472	-17.512	52.88	0.43	4.722	2.794	-587.99		-0.74	0.000
