Name           :	1mgmlAuDDT_O14	
User           :	Isaac	
Date           :	8/6/2014	

Probe1         :	Wilhelmy	
Perimeter      : 	39.240	

Probe2         :	Wilhelmy	
Perimeter      : 	39.240	

Trough         :	Extra Small	
Width          :	50.0	
Area           :	7035.0	
Symmetric comp :	True	

Subphase       :	Water	
Surface tension:	72.80	
pH             :	7.00	
Temperature    :	19.5	

Addition       :		
Concentration  :		
Unit           :	Unknown         	

Substance1     :	Au NP	
MW             :	197.0	
Concentration  :	1.000	
Unit           :	mg/ml           	
Volume         :	400.00	

Substance2     :		
MW             : 		
Concentration  : 		
Unit           :	Unknown         	
Volume         : 		

Substrate      :		
Height         : 		
Shape          : 	Rectangle       	
Width          :		
Thickness      :		


t[s]	Bpos	Bspd	A[cm²]	Mma[Å²]	P1[mN/m]	P2[mN/m]	T[°C]	SP[V]	pH	AD[V]
206.36	22.417	6.935	47.93	0.39	7.081	4.574	-206.97		-0.83	0.000
206.63	22.452	7.656	47.90	0.39	7.084	4.575	-224.20		-0.83	0.000
206.91	22.480	8.365	47.87	0.39	7.082	4.576	-276.09		-0.83	0.000
207.18	22.523	9.038	47.83	0.39	7.091	4.577	-300.67		-0.83	0.000
207.45	22.570	9.700	47.78	0.39	7.099	4.580	-344.44		-0.83	0.000
207.73	22.621	10.325	47.73	0.39	7.098	4.584	-376.89		-0.83	0.000
208.00	22.657	10.937	47.69	0.39	7.121	4.591	-430.19		-0.83	0.000
208.27	22.711	11.514	47.64	0.39	7.131	4.596	-443.87		-0.83	0.000
208.55	22.771	12.067	47.58	0.39	7.145	4.605	-424.37		-0.83	0.000
208.82	22.812	12.572	47.54	0.39	7.166	4.618	-398.69		-0.83	0.000
209.09	22.876	13.053	47.47	0.39	7.185	4.627	-325.65		-0.83	0.000
209.37	22.944	13.498	47.41	0.39	7.212	4.638	-237.28		-0.83	0.000
209.64	23.011	13.906	47.34	0.39	7.217	4.652	-201.23		-0.83	0.000
209.92	23.059	14.279	47.29	0.39	7.249	4.658	-163.91		-0.83	0.000
210.18	23.130	14.615	47.22	0.39	7.265	4.674	-172.77		-0.83	0.000
210.46	23.204	14.916	47.15	0.39	7.293	4.688	-205.04		-0.83	0.000
210.73	23.254	15.156	47.10	0.39	7.332	4.703	-223.43		-0.83	0.000
211.00	23.330	15.373	47.02	0.38	7.362	4.722	-249.07		-0.83	0.000
211.28	23.408	15.553	46.94	0.38	7.394	4.743	-266.51		-0.83	0.000
211.55	23.488	15.685	46.86	0.38	7.462	4.765	-282.29		-0.83	0.000
211.82	23.539	15.781	46.81	0.38	7.521	4.795	-278.46		-0.83	0.000
212.10	23.618	15.829	46.73	0.38	7.557	4.832	-260.95		-0.83	0.000
212.37	23.698	15.841	46.65	0.38	7.639	4.877	-258.42		-0.83	0.000
212.65	23.750	15.805	46.60	0.38	7.716	4.898	-258.08		-0.83	0.000
212.92	23.829	15.733	46.52	0.38	7.797	4.955	-252.07		-0.83	0.000
213.19	23.908	15.613	46.44	0.38	7.892	5.016	-216.82		-0.83	0.000
213.46	23.985	15.457	46.37	0.38	7.987	5.082	-193.52		-0.83	0.000
213.73	24.036	15.264	46.31	0.38	8.105	5.156	-165.13		-0.83	0.000
214.01	24.112	15.024	46.24	0.38	8.231	5.244	-156.64		-0.83	0.000
214.28	24.185	14.748	46.17	0.38	8.367	5.340	-159.91		-0.83	0.000
214.55	24.234	14.423	46.12	0.38	8.434	5.449	-166.49		-0.83	0.000
214.82	24.305	14.075	46.04	0.38	8.585	5.568	-187.56		-0.83	0.000
215.10	24.373	13.678	45.98	0.38	8.737	5.700	-188.77		-0.83	0.000
215.37	24.441	13.257	45.91	0.38	8.898	5.766	-156.08		-0.83	0.000
215.64	24.486	12.776	45.86	0.37	9.056	5.906	-129.37		-0.83	0.000
215.91	24.548	12.284	45.80	0.37	9.219	6.055	-83.61		-0.83	0.000
216.19	24.608	11.755	45.74	0.37	9.375	6.201	-63.65		-0.83	0.000
216.46	24.646	11.202	45.70	0.37	9.516	6.349	-27.66		-0.83	0.000
216.73	24.700	10.601	45.65	0.37	9.658	6.492	-16.72		-0.83	0.000
217.00	24.753	9.988	45.60	0.37	9.732	6.633	10.61		-0.83	0.000
217.27	24.785	9.339	45.57	0.37	9.870	6.770	31.21		-0.83	0.000
217.54	24.831	8.678	45.52	0.37	9.997	6.903	56.92		-0.83	0.000
217.82	24.871	8.005	45.48	0.37	10.126	6.965	64.82		-0.83	0.000
218.09	24.908	7.296	45.44	0.37	10.227	7.085	66.82		-0.83	0.000
218.36	24.934	6.550	45.42	0.37	10.327	7.197	64.90		-0.83	0.000
218.63	24.964	5.805	45.39	0.37	10.406	7.296	47.48		-0.83	0.000
218.90	24.989	5.048	45.36	0.37	10.486	7.388	26.28		-0.83	0.000
219.18	25.005	4.267	45.34	0.37	10.519	7.466	-21.78		-0.83	0.000
219.45	25.021	3.474	45.33	0.37	10.569	7.534	-34.38		-0.83	0.000
219.72	25.036	2.680	45.31	0.37	10.622	7.588	-44.51		-0.83	0.000
219.99	25.045	1.875	45.30	0.37	10.654	7.632	-42.11		-0.83	0.000
220.25	25.053	1.070	45.30	0.37	10.672	7.653	-37.09		-0.83	0.000
220.52	25.054	0.264	45.30	0.37	10.680	7.682	-37.67		-0.83	0.000
220.79	25.054	-0.517	45.30	0.37	10.693	7.701	-75.44		-0.83	0.000
221.06	25.054	-1.322	45.30	0.37	10.680	7.706	-109.07		-0.83	0.000
221.33	25.054	-2.127	45.30	0.37	10.683	7.707	-187.25		-0.83	0.000
221.61	25.046	-2.909	45.30	0.37	10.681	7.703	-220.88		-0.83	0.000
221.88	25.037	-3.702	45.31	0.37	10.670	7.698	-271.00		-0.83	0.000
222.15	25.018	-4.495	45.33	0.37	10.664	7.693	-286.90		-0.83	0.000
222.43	24.990	-5.264	45.36	0.37	10.657	7.689	-326.73		-0.83	0.000
222.71	24.962	-6.034	45.39	0.37	10.624	7.680	-349.63		-0.83	0.000
222.99	24.940	-6.791	45.41	0.37	10.584	7.674	-403.64		-0.83	0.000
223.26	24.903	-7.524	45.45	0.37	10.567	7.640	-422.83		-0.83	0.000
223.54	24.863	-8.257	45.49	0.37	10.551	7.602	-432.69		-0.83	0.000
223.82	24.820	-8.942	45.53	0.37	10.537	7.575	-421.80		-0.83	0.000
224.10	24.789	-9.627	45.56	0.37	10.520	7.554	-371.54		-0.83	0.000
224.37	24.739	-10.264	45.61	0.37	10.496	7.533	-342.63		-0.83	0.000
224.65	24.686	-10.889	45.66	0.37	10.408	7.496	-274.72		-0.83	0.000
224.93	24.629	-11.466	45.72	0.37	10.318	7.423	-193.96		-0.83	0.000
225.21	24.590	-12.031	45.76	0.37	10.205	7.325	-156.38		-0.83	0.000
225.49	24.530	-12.560	45.82	0.37	10.100	7.215	-103.86		-0.83	0.000
225.76	24.464	-13.041	45.89	0.38	9.981	7.094	-80.96		-0.83	0.000
226.04	24.398	-13.498	45.95	0.38	9.853	6.965	-35.69		-0.83	0.000
226.31	24.353	-13.906	46.00	0.38	9.723	6.831	-13.86		-0.83	0.000
226.58	24.282	-14.291	46.07	0.38	9.594	6.692	26.01		-0.83	0.000
226.86	24.209	-14.615	46.14	0.38	9.459	6.626	35.68		-0.83	0.000
227.13	24.136	-14.916	46.21	0.38	9.324	6.485	35.40		-0.83	0.000
227.40	24.087	-15.168	46.26	0.38	9.265	6.346	30.55		-0.83	0.000
227.67	24.011	-15.385	46.34	0.38	9.131	6.213	10.31		-0.83	0.000
227.94	23.934	-15.553	46.42	0.38	9.011	6.084	4.50		-0.83	0.000
228.21	23.880	-15.685	46.47	0.38	8.888	5.967	30.86		-0.83	0.000
228.48	23.802	-15.781	46.55	0.38	8.770	5.850	62.12		-0.83	0.000
228.76	23.723	-15.829	46.63	0.38	8.599	5.745	125.68		-0.83	0.000
229.04	23.643	-15.841	46.71	0.38	8.422	5.622	139.61		-0.83	0.000
229.31	23.590	-15.805	46.76	0.38	8.278	5.555	128.29		-0.83	0.000
229.58	23.512	-15.733	46.84	0.38	8.114	5.429	117.23		-0.83	0.000
229.86	23.434	-15.625	46.92	0.38	8.052	5.308	105.72		-0.83	0.000
230.12	23.382	-15.469	46.97	0.38	7.940	5.196	108.90		-0.83	0.000
230.40	23.304	-15.264	47.05	0.38	7.811	5.100	105.78		-0.83	0.000
230.67	23.229	-15.024	47.12	0.39	7.708	5.014	109.36		-0.83	0.000
230.95	23.154	-14.748	47.20	0.39	7.608	4.930	117.88		-0.83	0.000
231.22	23.107	-14.423	47.24	0.39	7.518	4.859	119.54		-0.83	0.000
231.49	23.034	-14.075	47.32	0.39	7.444	4.796	98.47		-0.83	0.000
231.76	22.966	-13.678	47.38	0.39	7.366	4.736	58.84		-0.83	0.000
232.04	22.920	-13.245	47.43	0.39	7.310	4.714	-27.94		-0.83	0.000
232.31	22.857	-12.788	47.49	0.39	7.290	4.669	-72.41		-0.83	0.000
232.59	22.793	-12.284	47.56	0.39	7.237	4.629	-150.59		-0.83	0.000
232.86	22.732	-11.755	47.62	0.39	7.204	4.603	-164.03		-0.83	0.000
233.14	22.695	-11.190	47.65	0.39	7.163	4.577	-160.61		-0.83	0.000
233.41	22.641	-10.601	47.71	0.39	7.136	4.558	-153.49		-0.83	0.000
233.68	22.588	-9.964	47.76	0.39	7.109	4.539	-164.52		-0.83	0.000
233.95	22.543	-9.327	47.81	0.39	7.091	4.526	-180.52		-0.83	0.000
234.23	22.512	-8.654	47.84	0.39	7.065	4.517	-238.99		-0.83	0.000
234.50	22.470	-7.957	47.88	0.39	7.049	4.510	-255.52		-0.83	0.000
234.78	22.432	-7.236	47.92	0.39	7.042	4.504	-257.77		-0.83	0.000
235.06	22.409	-6.502	47.94	0.39	7.026	4.499	-235.00		-0.83	0.000
235.33	22.380	-5.721	47.97	0.39	7.019	4.493	-225.72		-0.83	0.000
235.61	22.354	-4.964	48.00	0.39	7.006	4.488	-261.65		-0.83	0.000
235.88	22.334	-4.171	48.02	0.39	7.002	4.485	-300.39		-0.83	0.000
236.15	22.322	-3.365	48.03	0.39	7.002	4.484	-380.44		-0.83	0.000
236.43	22.307	-2.572	48.04	0.39	6.992	4.483	-405.31		-0.83	0.000
236.70	22.297	-1.755	48.05	0.39	7.001	4.483	-421.48		-0.83	0.000
236.97	22.291	-0.938	48.06	0.39	6.997	4.484	-412.88		-0.83	0.000
237.24	22.289	-0.144	48.06	0.39	6.998	4.487	-394.18		-0.83	0.000
237.51	22.289	0.673	48.06	0.39	7.011	4.489	-376.99		-0.83	0.000
237.78	22.289	1.466	48.06	0.39	7.003	4.491	-327.68		-0.83	0.000
238.05	22.289	2.272	48.06	0.39	7.012	4.496	-289.39		-0.83	0.000
238.32	22.297	3.065	48.05	0.39	7.020	4.499	-183.89		-0.83	0.000
238.59	22.314	3.858	48.04	0.39	7.013	4.502	-122.71		-0.83	0.000
238.86	22.329	4.627	48.02	0.39	7.014	4.504	-28.35		-0.83	0.000
239.13	22.357	5.397	47.99	0.39	7.020	4.505	-1.78		-0.83	0.000
239.40	22.385	6.154	47.96	0.39	7.018	4.507	9.47		-0.83	0.000
239.67	22.407	6.887	47.94	0.39	7.025	4.507	4.41		-0.83	0.000
239.94	22.445	7.596	47.90	0.39	7.029	4.510	-0.10		-0.83	0.000
240.21	22.482	8.305	47.87	0.39	7.023	4.512	8.02		-0.83	0.000
240.48	22.512	8.978	47.84	0.39	7.033	4.514	35.53		-0.83	0.000
240.74	22.559	9.627	47.79	0.39	7.031	4.516	46.25		-0.83	0.000
241.01	22.609	10.240	47.74	0.39	7.046	4.520	44.73		-0.83	0.000
241.29	22.643	10.841	47.71	0.39	7.064	4.526	16.15		-0.83	0.000
241.55	22.697	11.406	47.65	0.39	7.063	4.534	-12.95		-0.83	0.000
241.83	22.757	11.959	47.59	0.39	7.084	4.541	-43.30		-0.83	0.000
242.10	22.817	12.464	47.53	0.39	7.101	4.550	-43.62		-0.83	0.000
242.37	22.859	12.969	47.49	0.39	7.122	4.554	-43.36		-0.83	0.000
242.63	22.926	13.413	47.42	0.39	7.138	4.567	-43.21		-0.83	0.000
242.91	22.994	13.822	47.36	0.39	7.157	4.580	-69.08		-0.83	0.000
243.17	23.040	14.195	47.31	0.39	7.181	4.594	-93.91		-0.83	0.000
243.45	23.113	14.543	47.24	0.39	7.209	4.607	-158.50		-0.83	0.000
243.73	23.186	14.832	47.16	0.39	7.219	4.621	-199.66		-0.83	0.000
244.00	23.235	15.108	47.12	0.39	7.248	4.635	-245.82		-0.83	0.000
244.27	23.312	15.337	47.04	0.38	7.281	4.651	-254.03		-0.83	0.000
244.55	23.390	15.517	46.96	0.38	7.306	4.671	-234.95		-0.83	0.000
244.82	23.467	15.661	46.88	0.38	7.356	4.680	-234.69		-0.83	0.000
245.09	23.521	15.769	46.83	0.38	7.418	4.700	-237.03		-0.83	0.000
245.37	23.598	15.829	46.75	0.38	7.476	4.732	-253.50		-0.83	0.000
245.64	23.677	15.841	46.67	0.38	7.558	4.768	-259.30		-0.83	0.000
245.91	23.757	15.817	46.59	0.38	7.628	4.810	-284.93		-0.83	0.000
246.19	23.809	15.757	46.54	0.38	7.705	4.860	-304.81		-0.83	0.000
246.46	23.888	15.649	46.46	0.38	7.756	4.914	-341.11		-0.83	0.000
246.74	23.967	15.505	46.38	0.38	7.839	4.977	-368.72		-0.83	0.000
247.01	24.018	15.312	46.33	0.38	7.945	5.045	-436.71		-0.83	0.000
247.28	24.093	15.072	46.26	0.38	8.053	5.124	-468.39		-0.83	0.000
247.56	24.167	14.808	46.18	0.38	8.178	5.167	-499.15		-0.83	0.000
247.83	24.240	14.507	46.11	0.38	8.317	5.259	-494.51		-0.83	0.000
248.10	24.290	14.147	46.06	0.38	8.456	5.367	-460.36		-0.83	0.000
248.38	24.357	13.762	45.99	0.38	8.604	5.485	-432.37		-0.83	0.000
248.64	24.426	13.341	45.92	0.38	8.765	5.615	-373.91		-0.83	0.000
248.92	24.470	12.885	45.88	0.38	8.842	5.753	-336.93		-0.83	0.000
249.19	24.534	12.404	45.82	0.37	8.990	5.896	-241.61		-0.83	0.000
249.46	24.594	11.863	45.76	0.37	9.153	6.041	-181.92		-0.83	0.000
249.74	24.652	11.322	45.70	0.37	9.295	6.185	-47.36		-0.83	0.000
250.01	24.689	10.733	45.66	0.37	9.438	6.323	15.86		-0.83	0.000
250.28	24.741	10.108	45.61	0.37	9.579	6.394	107.30		-0.83	0.000
250.55	24.789	9.483	45.56	0.37	9.710	6.530	119.02		-0.83	0.000
250.82	24.821	8.822	45.53	0.37	9.846	6.665	99.58		-0.83	0.000
251.11	24.861	8.137	45.49	0.37	9.954	6.793	81.69		-0.83	0.000
251.38	24.900	7.428	45.45	0.37	10.016	6.914	54.72		-0.83	0.000
251.64	24.936	6.659	45.41	0.37	10.116	7.020	55.12		-0.83	0.000
251.92	24.957	5.925	45.39	0.37	10.205	7.121	78.84		-0.83	0.000
252.19	24.984	5.180	45.37	0.37	10.280	7.213	90.92		-0.83	0.000
252.46	25.008	4.399	45.34	0.37	10.348	7.296	88.18		-0.83	0.000
252.73	25.020	3.630	45.33	0.37	10.402	7.363	67.99		-0.83	0.000
253.00	25.035	2.825	45.32	0.37	10.448	7.393	15.62		-0.83	0.000
253.27	25.044	2.019	45.31	0.37	10.474	7.447	2.41		-0.83	0.000
253.54	25.052	1.214	45.30	0.37	10.496	7.483	-2.09		-0.83	0.000
253.81	25.054	0.421	45.30	0.37	10.502	7.515	-4.13		-0.83	0.000
254.08	25.054	-0.373	45.30	0.37	10.513	7.536	-36.07		-0.83	0.000
254.34	25.054	-1.166	45.30	0.37	10.514	7.541	-58.97		-0.83	0.000
254.61	25.054	-1.971	45.30	0.37	10.502	7.543	-102.75		-0.83	0.000
254.88	25.052	-2.752	45.30	0.37	10.498	7.538	-119.85		-0.83	0.000
255.16	25.035	-3.546	45.32	0.37	10.502	7.535	-136.30		-0.83	0.000
255.44	25.018	-4.339	45.33	0.37	10.486	7.531	-123.97		-0.83	0.000
255.72	24.995	-5.120	45.35	0.37	10.476	7.526	-77.67		-0.83	0.000
255.99	24.967	-5.901	45.38	0.37	10.465	7.519	-70.70		-0.83	0.000
256.27	24.934	-6.671	45.42	0.37	10.423	7.508	-77.41		-0.83	0.000
256.55	24.912	-7.404	45.44	0.37	10.397	7.476	-75.84		-0.83	0.000
256.82	24.871	-8.125	45.48	0.37	10.382	7.437	-25.26		-0.83	0.000
257.10	24.827	-8.834	45.52	0.37	10.376	7.412	15.55		-0.83	0.000
257.37	24.782	-9.495	45.57	0.37	10.354	7.393	102.56		-0.83	0.000
257.65	24.749	-10.132	45.60	0.37	10.311	7.371	137.54		-0.83	0.000
257.92	24.698	-10.757	45.65	0.37	10.225	7.333	179.25		-0.83	0.000
258.20	24.643	-11.346	45.71	0.37	10.132	7.262	184.02		-0.83	0.000
258.48	24.584	-11.911	45.77	0.37	10.025	7.168	176.35		-0.83	0.000
258.74	24.544	-12.440	45.81	0.37	9.914	7.114	169.04		-0.83	0.000
259.02	24.481	-12.933	45.87	0.38	9.851	6.996	197.07		-0.83	0.000
259.29	24.413	-13.377	45.94	0.38	9.729	6.868	204.14		-0.83	0.000
259.57	24.370	-13.798	45.98	0.38	9.604	6.738	182.93		-0.83	0.000
259.84	24.299	-14.183	46.05	0.38	9.474	6.603	154.05		-0.83	0.000
260.11	24.226	-14.519	46.12	0.38	9.341	6.466	99.27		-0.83	0.000
260.38	24.153	-14.832	46.20	0.38	9.212	6.330	77.96		-0.83	0.000
260.65	24.103	-15.096	46.25	0.38	9.080	6.193	26.28		-0.83	0.000
260.92	24.027	-15.325	46.32	0.38	8.957	6.063	-10.76		-0.83	0.000
261.19	23.950	-15.505	46.40	0.38	8.898	6.001	-95.97		-0.83	0.000
261.46	23.899	-15.649	46.45	0.38	8.778	5.880	-139.28		-0.83	0.000
261.74	23.821	-15.757	46.53	0.38	8.667	5.768	-225.45		-0.83	0.000
262.02	23.741	-15.817	46.61	0.38	8.515	5.661	-262.83		-0.83	0.000
262.28	23.663	-15.841	46.69	0.38	8.344	5.556	-291.44		-0.83	0.000
262.56	23.609	-15.829	46.74	0.38	8.199	5.430	-285.89		-0.83	0.000
262.84	23.531	-15.769	46.82	0.38	8.052	5.310	-262.59		-0.83	0.000
263.12	23.453	-15.661	46.90	0.38	7.918	5.195	-264.09		-0.83	0.000
263.39	23.399	-15.505	46.95	0.38	7.810	5.086	-268.34		-0.83	0.000
263.67	23.322	-15.325	47.03	0.38	7.698	4.995	-231.79		-0.83	0.000
263.95	23.248	-15.084	47.10	0.39	7.638	4.912	-193.03		-0.83	0.000
264.22	23.171	-14.820	47.18	0.39	7.550	4.836	-96.61		-0.83	0.000
264.50	23.123	-14.495	47.23	0.39	7.454	4.802	-45.76		-0.83	0.000
264.77	23.052	-14.147	47.30	0.39	7.375	4.736	45.94		-0.83	0.000
265.04	22.982	-13.762	47.37	0.39	7.308	4.680	89.82		-0.83	0.000
265.32	22.916	-13.341	47.43	0.39	7.257	4.632	152.86		-0.83	0.000
265.59	22.870	-12.885	47.48	0.39	7.205	4.589	171.21		-0.83	0.000
265.86	22.807	-12.392	47.54	0.39	7.153	4.554	163.54		-0.83	0.000
266.14	22.748	-11.875	47.60	0.39	7.127	4.531	140.14		-0.83	0.000
266.41	22.708	-11.322	47.64	0.39	7.088	4.508	59.89		-0.83	0.000
266.67	22.653	-10.721	47.70	0.39	7.072	4.492	3.45		-0.83	0.000
266.95	22.600	-10.108	47.75	0.39	7.047	4.477	-128.83		-0.83	0.000
267.22	22.553	-9.483	47.80	0.39	7.023	4.469	-199.78		-0.83	0.000
267.50	22.521	-8.822	47.83	0.39	7.007	4.461	-331.97		-0.83	0.000
267.77	22.480	-8.125	47.87	0.39	6.991	4.453	-377.24		-0.83	0.000
268.05	22.441	-7.416	47.91	0.39	6.978	4.446	-452.06		-0.83	0.000
268.32	22.407	-6.683	47.94	0.39	6.956	4.440	-489.02		-0.83	0.000
268.59	22.386	-5.913	47.96	0.39	6.955	4.434	-538.38		-0.83	0.000
268.86	22.358	-5.156	47.99	0.39	6.943	4.430	-540.65		-0.83	0.000
269.14	22.335	-4.375	48.01	0.39	6.939	4.427	-484.36		-0.83	0.000
269.41	22.325	-3.594	48.03	0.39	6.936	4.426	-439.99		-0.83	0.000
269.69	22.311	-2.788	48.04	0.39	6.933	4.425	-352.43		-0.83	0.000
269.96	22.299	-1.983	48.05	0.39	6.933	4.425	-316.58		-0.83	0.000
270.24	22.291	-1.166	48.06	0.39	6.932	4.425	-259.09		-0.83	0.000
270.50	22.289	-0.349	48.06	0.39	6.940	4.425	-232.95		-0.83	0.000
270.77	22.288	0.469	48.06	0.39	6.943	4.430	-191.86		-0.83	0.000
271.04	22.288	1.262	48.06	0.39	6.945	4.433	-164.63		-0.83	0.000
271.31	22.288	2.055	48.06	0.39	6.948	4.437	-101.74		-0.83	0.000
271.58	22.289	2.849	48.06	0.39	6.946	4.439	-72.53		-0.83	0.000
271.85	22.308	3.630	48.04	0.39	6.952	4.445	-42.86		-0.83	0.000
272.12	22.323	4.399	48.03	0.39	6.954	4.447	-51.99		-0.83	0.000
272.39	22.349	5.192	48.00	0.39	6.955	4.448	-103.68		-0.83	0.000
272.66	22.377	5.938	47.97	0.39	6.959	4.449	-132.44		-0.83	0.000
272.94	22.408	6.683	47.94	0.39	6.957	4.450	-187.20		-0.83	0.000
273.21	22.432	7.404	47.92	0.39	6.965	4.453	-211.00		-0.83	0.000
273.49	22.472	8.125	47.88	0.39	6.966	4.454	-239.85		-0.83	0.000
273.76	22.514	8.810	47.84	0.39	6.963	4.456	-258.88		-0.83	0.000
274.03	22.544	9.495	47.81	0.39	6.979	4.459	-294.77		-0.83	0.000
274.30	22.595	10.132	47.75	0.39	6.980	4.462	-320.66		-0.83	0.000
274.57	22.647	10.733	47.70	0.39	6.994	4.469	-352.02		-0.83	0.000
274.84	22.702	11.322	47.65	0.39	7.002	4.475	-360.37		-0.83	0.000
275.13	22.739	11.875	47.61	0.39	7.019	4.478	-339.43		-0.83	0.000
275.40	22.800	12.392	47.55	0.39	7.033	4.487	-313.25		-0.83	0.000
275.67	22.864	12.897	47.49	0.39	7.057	4.495	-241.50		-0.83	0.000
275.94	22.908	13.353	47.44	0.39	7.073	4.507	-202.56		-0.83	0.000
276.21	22.976	13.774	47.37	0.39	7.082	4.520	-155.28		-0.83	0.000
276.48	23.045	14.159	47.30	0.39	7.104	4.532	-152.13		-0.83	0.000
276.76	23.117	14.495	47.23	0.39	7.123	4.543	-180.88		-0.83	0.000
277.04	23.166	14.808	47.18	0.39	7.147	4.555	-219.64		-0.83	0.000
277.31	23.241	15.084	47.11	0.39	7.173	4.569	-230.10		-0.83	0.000
277.58	23.317	15.312	47.03	0.38	7.205	4.586	-243.01		-0.83	0.000
277.85	23.368	15.505	46.98	0.38	7.231	4.594	-245.37		-0.83	0.000
278.13	23.445	15.649	46.90	0.38	7.278	4.608	-241.32		-0.83	0.000
278.40	23.525	15.757	46.83	0.38	7.343	4.628	-228.53		-0.83	0.000
278.68	23.604	15.817	46.75	0.38	7.367	4.655	-187.81		-0.83	0.000
278.95	23.655	15.841	46.69	0.38	7.439	4.693	-160.43		-0.83	0.000
279.22	23.736	15.829	46.61	0.38	7.503	4.734	-93.84		-0.83	0.000
279.49	23.813	15.769	46.54	0.38	7.579	4.781	-51.00		-0.83	0.000
279.76	23.867	15.661	46.48	0.38	7.668	4.829	39.33		-0.83	0.000
280.03	23.944	15.517	46.41	0.38	7.741	4.883	72.51		-0.83	0.000
280.30	24.021	15.337	46.33	0.38	7.843	4.915	115.36		-0.83	0.000
280.57	24.072	15.120	46.28	0.38	7.950	4.981	125.98		-0.83	0.000
280.84	24.148	14.844	46.20	0.38	8.002	5.060	139.05		-0.83	0.000
281.12	24.220	14.543	46.13	0.38	8.137	5.146	126.90		-0.83	0.000
281.39	24.293	14.219	46.06	0.38	8.266	5.245	77.11		-0.83	0.000
281.66	24.340	13.834	46.01	0.38	8.415	5.357	50.99		-0.83	0.000
281.92	24.408	13.413	45.94	0.38	8.551	5.479	8.09		-0.83	0.000
282.20	24.473	12.969	45.88	0.38	8.710	5.611	-4.45		-0.83	0.000
282.47	24.517	12.500	45.83	0.37	8.857	5.746	-20.80		-0.83	0.000
282.74	24.576	11.983	45.77	0.37	9.005	5.815	-26.23		-0.83	0.000
283.01	24.636	11.430	45.71	0.37	9.077	5.958	-42.91		-0.83	0.000
283.28	24.673	10.865	45.68	0.37	9.216	6.096	-65.09		-0.83	0.000
283.55	24.726	10.252	45.62	0.37	9.358	6.237	-118.76		-0.83	0.000
283.83	24.776	9.627	45.57	0.37	9.489	6.369	-148.87		-0.83	0.000
284.10	24.822	8.978	45.53	0.37	9.617	6.499	-157.94		-0.83	0.000
284.38	24.850	8.281	45.50	0.37	9.741	6.628	-148.16		-0.83	0.000
284.65	24.890	7.584	45.46	0.37	9.846	6.748	-117.79		-0.83	0.000
284.92	24.925	6.839	45.43	0.37	9.951	6.859	-113.84		-0.83	0.000
285.19	24.948	6.106	45.40	0.37	10.037	6.959	-131.20		-0.83	0.000
285.47	24.975	5.349	45.38	0.37	10.081	7.007	-141.50		-0.83	0.000
285.74	24.999	4.567	45.35	0.37	10.151	7.094	-141.40		-0.83	0.000
286.02	25.018	3.774	45.33	0.37	10.199	7.167	-128.60		-0.83	0.000
286.29	25.027	2.981	45.32	0.37	10.254	7.230	-80.03		-0.83	0.000
286.56	25.041	2.163	45.31	0.37	10.284	7.278	-45.58		-0.83	0.000
286.83	25.046	1.358	45.30	0.37	10.312	7.318	23.47		-0.83	0.000
287.10	25.053	0.553	45.30	0.37	10.336	7.349	47.65		-0.83	0.000
287.37	25.053	-0.240	45.30	0.37	10.329	7.370	47.47		-0.83	0.000
287.63	25.053	-1.034	45.30	0.37	10.331	7.380	29.45		-0.83	0.000
287.90	25.053	-1.839	45.30	0.37	10.331	7.382	-9.90		-0.83	0.000
288.17	25.053	-2.632	45.30	0.37	10.330	7.383	-32.35		-0.83	0.000
288.44	25.035	-3.413	45.32	0.37	10.328	7.380	-64.69		-0.83	0.000
288.72	25.016	-4.207	45.33	0.37	10.327	7.375	-90.33		-0.83	0.000
289.00	25.000	-4.976	45.35	0.37	10.302	7.372	-130.91		-0.83	0.000
289.27	24.972	-5.757	45.38	0.37	10.280	7.367	-154.44		-0.83	0.000
289.55	24.940	-6.514	45.41	0.37	10.238	7.356	-196.43		-0.83	0.000
289.83	24.907	-7.260	45.44	0.37	10.226	7.319	-214.80		-0.83	0.000
290.11	24.881	-7.993	45.47	0.37	10.213	7.284	-252.39		-0.83	0.000
290.39	24.837	-8.690	45.51	0.37	10.203	7.257	-262.97		-0.83	0.000
290.67	24.793	-9.375	45.56	0.37	10.194	7.240	-265.28		-0.83	0.000
290.95	24.744	-10.036	45.61	0.37	10.164	7.218	-245.26		-0.84	0.000
291.23	24.709	-10.673	45.64	0.37	10.091	7.183	-194.68		-0.84	0.000
291.50	24.654	-11.274	45.70	0.37	9.999	7.148	-180.88		-0.84	0.000
291.78	24.598	-11.851	45.75	0.37	9.887	7.065	-195.79		-0.84	0.000
292.05	24.536	-12.368	45.81	0.37	9.785	6.961	-237.54		-0.84	0.000
292.33	24.494	-12.873	45.86	0.37	9.672	6.843	-268.64		-0.84	0.000
292.60	24.429	-13.329	45.92	0.38	9.548	6.716	-335.47		-0.84	0.000
292.87	24.362	-13.762	45.99	0.38	9.411	6.587	-355.92		-0.84	0.000
293.15	24.291	-14.147	46.06	0.38	9.292	6.453	-360.50		-0.84	0.000
293.42	24.243	-14.495	46.11	0.38	9.153	6.319	-350.40		-0.84	0.000
293.69	24.171	-14.808	46.18	0.38	9.097	6.185	-339.25		-0.84	0.000
