Name           :	1mgmlAuDDT_O14	
User           :	Isaac	
Date           :	8/6/2014	

Probe1         :	Wilhelmy	
Perimeter      : 	39.240	

Probe2         :	Wilhelmy	
Perimeter      : 	39.240	

Trough         :	Extra Small	
Width          :	50.0	
Area           :	7035.0	
Symmetric comp :	True	

Subphase       :	Water	
Surface tension:	72.80	
pH             :	7.00	
Temperature    :	19.5	

Addition       :		
Concentration  :		
Unit           :	Unknown         	

Substance1     :	Au NP	
MW             :	197.0	
Concentration  :	1.000	
Unit           :	mg/ml           	
Volume         :	400.00	

Substance2     :		
MW             : 		
Concentration  : 		
Unit           :	Unknown         	
Volume         : 		

Substrate      :		
Height         : 		
Shape          : 	Rectangle       	
Width          :		
Thickness      :		


t[s]	Bpos	Bspd	A[cm²]	Mma[Å²]	P1[mN/m]	P2[mN/m]	T[°C]	SP[V]	pH	AD[V]
25.43	24.561	-12.464	45.79	0.37	11.688	8.758	8.15		-0.82	0.000
25.70	24.498	-12.945	45.85	0.37	11.569	8.644	14.42		-0.82	0.000
25.98	24.431	-13.401	45.92	0.38	11.447	8.518	38.29		-0.82	0.000
26.25	24.362	-13.822	45.99	0.38	11.322	8.389	39.02		-0.82	0.000
26.52	24.316	-14.207	46.03	0.38	11.190	8.254	18.93		-0.82	0.000
26.80	24.243	-14.543	46.11	0.38	11.127	8.112	7.78		-0.82	0.000
27.07	24.170	-14.844	46.18	0.38	10.987	8.041	-37.28		-0.82	0.000
27.34	24.121	-15.120	46.23	0.38	10.839	7.894	-70.86		-0.82	0.000
27.63	24.044	-15.337	46.31	0.38	10.709	7.741	-140.06		-0.82	0.000
27.90	23.967	-15.529	46.38	0.38	10.560	7.593	-172.56		-0.82	0.000
28.18	23.889	-15.673	46.46	0.38	10.420	7.441	-192.06		-0.82	0.000
28.46	23.838	-15.769	46.51	0.38	10.275	7.292	-190.18		-0.82	0.000
28.73	23.757	-15.829	46.59	0.38	10.082	7.136	-185.42		-0.82	0.000
29.00	23.679	-15.841	46.67	0.38	9.875	6.981	-166.14		-0.82	0.000
29.28	23.600	-15.817	46.75	0.38	9.665	6.805	-143.83		-0.82	0.000
29.55	23.546	-15.745	46.80	0.38	9.457	6.628	-83.27		-0.82	0.000
29.83	23.468	-15.637	46.88	0.38	9.363	6.453	-45.36		-0.82	0.000
30.10	23.390	-15.481	46.96	0.38	9.171	6.285	16.05		-0.82	0.000
30.37	23.313	-15.288	47.04	0.38	8.996	6.205	24.64		-0.82	0.000
30.64	23.263	-15.048	47.09	0.38	8.816	6.050	22.11		-0.82	0.000
30.91	23.189	-14.784	47.16	0.39	8.668	5.909	3.49		-0.82	0.000
31.18	23.116	-14.471	47.23	0.39	8.501	5.777	-51.40		-0.82	0.000
31.45	23.068	-14.123	47.28	0.39	8.373	5.656	-71.89		-0.82	0.000
31.73	23.000	-13.738	47.35	0.39	8.250	5.545	-92.79		-0.82	0.000
32.00	22.931	-13.317	47.42	0.39	8.184	5.451	-92.56		-0.82	0.000
32.27	22.888	-12.849	47.46	0.39	8.087	5.372	-96.23		-0.82	0.000
32.55	22.825	-12.356	47.53	0.39	7.986	5.303	-104.75		-0.82	0.000
32.82	22.764	-11.827	47.59	0.39	7.898	5.273	-132.54		-0.82	0.000
33.09	22.707	-11.274	47.64	0.39	7.814	5.218	-140.89		-0.82	0.000
33.37	22.668	-10.685	47.68	0.39	7.754	5.167	-147.88		-0.82	0.000
33.64	22.617	-10.072	47.73	0.39	7.689	5.129	-154.00		-0.82	0.000
33.91	22.570	-9.423	47.78	0.39	7.636	5.090	-160.57		-0.82	0.000
34.19	22.523	-8.750	47.83	0.39	7.592	5.062	-161.66		-0.82	0.000
34.46	22.495	-8.065	47.85	0.39	7.553	5.036	-161.25		-0.82	0.000
34.73	22.457	-7.332	47.89	0.39	7.540	5.015	-166.25		-0.82	0.000
35.02	22.423	-6.599	47.93	0.39	7.498	4.995	-191.96		-0.82	0.000
35.28	22.404	-5.865	47.95	0.39	7.475	4.979	-225.15		-0.82	0.000
35.56	22.376	-5.072	47.97	0.39	7.452	4.963	-306.43		-0.82	0.000
35.83	22.353	-4.303	48.00	0.39	7.434	4.958	-350.10		-0.82	0.000
36.11	22.334	-3.498	48.02	0.39	7.421	4.950	-383.03		-0.82	0.000
36.38	22.325	-2.716	48.03	0.39	7.404	4.944	-367.11		-0.82	0.000
36.65	22.313	-1.899	48.04	0.39	7.417	4.941	-291.76		-0.82	0.000
36.92	22.311	-1.082	48.04	0.39	7.407	4.940	-251.19		-0.82	0.000
37.19	22.308	-0.276	48.04	0.39	7.418	4.941	-215.08		-0.82	0.000
37.46	22.307	0.517	48.04	0.39	7.418	4.943	-220.56		-0.82	0.000
37.73	22.307	1.334	48.04	0.39	7.420	4.949	-248.36		-0.82	0.000
38.00	22.307	2.115	48.04	0.39	7.432	4.952	-258.42		-0.82	0.000
38.27	22.308	2.921	48.04	0.39	7.437	4.953	-231.09		-0.82	0.000
38.53	22.329	3.690	48.02	0.39	7.440	4.960	-203.48		-0.82	0.000
38.81	22.349	4.483	48.00	0.39	7.434	4.964	-133.60		-0.82	0.000
39.08	22.367	5.240	47.98	0.39	7.447	4.966	-115.85		-0.82	0.000
39.35	22.395	6.010	47.95	0.39	7.448	4.969	-118.66		-0.82	0.000
39.62	22.427	6.743	47.92	0.39	7.446	4.971	-129.76		-0.82	0.000
39.90	22.450	7.476	47.90	0.39	7.454	4.973	-123.95		-0.82	0.000
40.18	22.490	8.185	47.86	0.39	7.447	4.976	-96.40		-0.82	0.000
40.44	22.532	8.882	47.82	0.39	7.465	4.978	-21.54		-0.82	0.000
40.71	22.580	9.543	47.77	0.39	7.481	4.979	17.16		-0.82	0.000
40.99	22.613	10.168	47.74	0.39	7.501	4.987	87.86		-0.82	0.000
41.26	22.666	10.769	47.68	0.39	7.528	4.999	118.04		-0.82	0.000
41.53	22.721	11.358	47.63	0.39	7.542	5.011	171.25		-0.82	0.000
41.80	22.759	11.911	47.59	0.39	7.572	5.031	190.00		-0.82	0.000
42.07	22.821	12.428	47.53	0.39	7.587	5.045	190.83		-0.82	0.000
42.34	22.884	12.921	47.47	0.39	7.627	5.065	175.73		-0.82	0.000
42.61	22.927	13.365	47.42	0.39	7.657	5.085	113.01		-0.82	0.000
42.88	22.995	13.786	47.35	0.39	7.694	5.106	66.89		-0.82	0.000
43.16	23.064	14.159	47.29	0.39	7.732	5.118	-40.12		-0.82	0.000
43.43	23.113	14.507	47.24	0.39	7.773	5.144	-83.32		-0.82	0.000
43.70	23.185	14.820	47.17	0.39	7.809	5.172	-141.08		-0.82	0.000
43.97	23.261	15.084	47.09	0.38	7.855	5.202	-160.22		-0.82	0.000
44.24	23.336	15.312	47.01	0.38	7.913	5.239	-187.23		-0.82	0.000
44.52	23.388	15.505	46.96	0.38	7.979	5.278	-197.88		-0.82	0.000
44.80	23.467	15.649	46.88	0.38	8.047	5.321	-198.90		-0.82	0.000
45.06	23.544	15.757	46.81	0.38	8.126	5.376	-176.37		-0.82	0.000
45.34	23.596	15.817	46.75	0.38	8.258	5.435	-108.06		-0.82	0.000
45.61	23.676	15.841	46.67	0.38	8.397	5.520	-72.42		-0.82	0.000
45.88	23.755	15.829	46.59	0.38	8.533	5.570	-5.75		-0.82	0.000
46.15	23.835	15.769	46.52	0.38	8.614	5.675	28.29		-0.82	0.000
46.42	23.886	15.661	46.46	0.38	8.780	5.795	81.13		-0.82	0.000
46.69	23.966	15.529	46.38	0.38	8.914	5.924	105.29		-0.82	0.000
46.97	24.043	15.337	46.31	0.38	9.093	6.060	140.99		-0.82	0.000
47.23	24.094	15.120	46.26	0.38	9.269	6.208	138.52		-0.82	0.000
47.51	24.167	14.856	46.18	0.38	9.457	6.364	109.17		-0.82	0.000
47.78	24.241	14.555	46.11	0.38	9.637	6.524	85.79		-0.82	0.000
48.05	24.290	14.207	46.06	0.38	9.827	6.696	32.23		-0.82	0.000
48.32	24.362	13.834	45.99	0.38	9.927	6.783	18.47		-0.82	0.000
48.59	24.427	13.425	45.92	0.38	10.125	6.955	3.08		-0.82	0.000
48.85	24.494	12.981	45.86	0.37	10.306	7.140	5.05		-0.82	0.000
49.12	24.537	12.512	45.81	0.37	10.491	7.316	8.34		-0.82	0.000
49.39	24.598	11.995	45.75	0.37	10.675	7.490	2.50		-0.82	0.000
49.67	24.657	11.454	45.69	0.37	10.831	7.659	-9.33		-0.82	0.000
49.94	24.694	10.889	45.66	0.37	10.990	7.818	-14.78		-0.82	0.000
50.21	24.746	10.276	45.60	0.37	11.137	7.967	13.67		-0.82	0.000
50.48	24.796	9.651	45.55	0.37	11.201	8.042	35.52		-0.82	0.000
50.75	24.828	8.990	45.52	0.37	11.347	8.180	38.25		-0.82	0.000
51.02	24.871	8.317	45.48	0.37	11.455	8.309	32.35		-0.82	0.000
51.30	24.911	7.608	45.44	0.37	11.556	8.425	13.14		-0.82	0.000
51.56	24.934	6.887	45.42	0.37	11.660	8.527	0.91		-0.82	0.000
51.84	24.968	6.154	45.38	0.37	11.746	8.621	-41.84		-0.82	0.000
52.11	24.995	5.421	45.35	0.37	11.804	8.704	-60.31		-0.82	0.000
52.38	25.021	4.639	45.33	0.37	11.867	8.776	-70.65		-0.82	0.000
52.65	25.034	3.858	45.32	0.37	11.889	8.833	-71.05		-0.82	0.000
52.92	25.050	3.053	45.30	0.37	11.929	8.857	-72.62		-0.82	0.000
53.19	25.061	2.260	45.29	0.37	11.958	8.899	-81.84		-0.82	0.000
53.47	25.067	1.454	45.28	0.37	11.980	8.925	-92.90		-0.82	0.000
53.74	25.071	0.649	45.28	0.37	11.968	8.945	-93.81		-0.82	0.000
54.01	25.072	-0.168	45.28	0.37	11.981	8.949	-90.16		-0.82	0.000
54.27	25.072	-0.962	45.28	0.37	11.966	8.949	-86.87		-0.82	0.000
54.55	25.072	-1.767	45.28	0.37	11.950	8.941	-83.78		-0.82	0.000
54.82	25.072	-2.548	45.28	0.37	11.944	8.931	-82.93		-0.82	0.000
55.10	25.057	-3.377	45.29	0.37	11.943	8.916	-115.68		-0.82	0.000
55.37	25.044	-4.159	45.31	0.37	11.919	8.905	-140.81		-0.82	0.000
55.65	25.020	-4.940	45.33	0.37	11.898	8.899	-178.32		-0.82	0.000
55.93	24.993	-5.721	45.36	0.37	11.877	8.885	-187.95		-0.82	0.000
56.21	24.962	-6.490	45.39	0.37	11.834	8.867	-199.99		-0.82	0.000
56.48	24.939	-7.236	45.41	0.37	11.804	8.838	-214.53		-0.82	0.000
56.76	24.900	-7.957	45.45	0.37	11.789	8.796	-224.34		-0.82	0.000
57.04	24.859	-8.666	45.49	0.37	11.775	8.765	-218.14		-0.82	0.000
57.32	24.813	-9.351	45.54	0.37	11.752	8.741	-202.10		-0.82	0.000
57.60	24.781	-10.012	45.57	0.37	11.703	8.718	-161.91		-0.82	0.000
57.87	24.730	-10.637	45.62	0.37	11.624	8.684	-146.33		-0.82	0.000
58.15	24.676	-11.238	45.67	0.37	11.538	8.617	-125.13		-0.82	0.000
58.43	24.617	-11.803	45.73	0.37	11.491	8.533	-129.98		-0.82	0.000
58.71	24.555	-12.344	45.79	0.37	11.380	8.431	-166.90		-0.82	0.000
58.99	24.516	-12.849	45.83	0.37	11.265	8.313	-184.93		-0.82	0.000
59.27	24.449	-13.329	45.90	0.38	11.151	8.190	-178.56		-0.82	0.000
59.54	24.381	-13.750	45.97	0.38	11.028	8.058	-156.62		-0.82	0.000
59.83	24.311	-14.159	46.04	0.38	10.900	7.990	-96.28		-0.82	0.000
60.10	24.264	-14.495	46.09	0.38	10.766	7.851	-79.61		-0.82	0.000
60.37	24.190	-14.820	46.16	0.38	10.627	7.709	-75.89		-0.82	0.000
60.65	24.116	-15.084	46.23	0.38	10.496	7.563	-99.32		-0.82	0.000
60.93	24.039	-15.312	46.31	0.38	10.355	7.417	-106.66		-0.82	0.000
61.20	23.988	-15.505	46.36	0.38	10.215	7.272	-118.82		-0.82	0.000
61.48	23.909	-15.661	46.44	0.38	10.072	7.123	-111.55		-0.82	0.000
61.76	23.832	-15.757	46.52	0.38	9.939	6.979	-100.87		-0.82	0.000
62.03	23.752	-15.829	46.60	0.38	9.843	6.840	-95.47		-0.82	0.000
62.30	23.700	-15.841	46.65	0.38	9.620	6.695	-106.54		-0.82	0.000
62.58	23.622	-15.817	46.73	0.38	9.415	6.524	-120.22		-0.82	0.000
62.86	23.541	-15.757	46.81	0.38	9.227	6.352	-155.40		-0.82	0.000
63.13	23.463	-15.649	46.89	0.38	9.028	6.187	-182.03		-0.82	0.000
63.40	23.412	-15.493	46.94	0.38	8.846	6.107	-232.22		-0.82	0.000
63.68	23.334	-15.312	47.02	0.38	8.689	5.957	-254.89		-0.82	0.000
63.96	23.259	-15.072	47.09	0.39	8.521	5.816	-285.45		-0.82	0.000
64.23	23.209	-14.808	47.14	0.39	8.379	5.683	-293.25		-0.82	0.000
64.51	23.135	-14.495	47.22	0.39	8.239	5.567	-313.64		-0.82	0.000
64.78	23.064	-14.147	47.29	0.39	8.173	5.460	-331.65		-0.82	0.000
65.05	22.994	-13.750	47.36	0.39	8.058	5.365	-376.24		-0.82	0.000
65.33	22.948	-13.329	47.40	0.39	7.964	5.283	-394.25		-0.82	0.000
65.60	22.882	-12.861	47.47	0.39	7.865	5.210	-394.21		-0.82	0.000
65.88	22.821	-12.368	47.53	0.39	7.786	5.148	-372.02		-0.82	0.000
66.15	22.762	-11.839	47.59	0.39	7.714	5.094	-278.84		-0.82	0.000
66.43	22.721	-11.274	47.63	0.39	7.650	5.069	-217.63		-0.82	0.000
66.70	22.666	-10.685	47.68	0.39	7.589	5.027	-95.84		-0.82	0.000
66.98	22.614	-10.072	47.74	0.39	7.548	4.988	-51.14		-0.82	0.000
67.25	22.567	-9.411	47.78	0.39	7.501	4.961	0.88		-0.82	0.000
67.52	22.536	-8.750	47.81	0.39	7.488	4.936	19.86		-0.82	0.000
67.79	22.495	-8.053	47.85	0.39	7.462	4.914	50.79		-0.82	0.000
68.06	22.457	-7.356	47.89	0.39	7.422	4.896	73.61		-0.82	0.000
68.33	22.434	-6.623	47.92	0.39	7.406	4.883	59.96		-0.82	0.000
68.61	22.403	-5.877	47.95	0.39	7.379	4.872	-19.74		-0.82	0.000
68.88	22.375	-5.108	47.98	0.39	7.359	4.862	-73.42		-0.82	0.000
69.15	22.364	-4.339	47.99	0.39	7.353	4.856	-160.03		-0.82	0.000
69.42	22.343	-3.546	48.01	0.39	7.340	4.850	-187.23		-0.82	0.000
69.69	22.326	-2.764	48.02	0.39	7.339	4.846	-210.30		-0.82	0.000
69.96	22.314	-1.971	48.04	0.39	7.330	4.845	-213.73		-0.82	0.000
70.23	22.312	-1.166	48.04	0.39	7.330	4.843	-199.46		-0.82	0.000
70.50	22.309	-0.349	48.04	0.39	7.335	4.845	-177.96		-0.82	0.000
70.77	22.308	0.445	48.04	0.39	7.340	4.847	-162.67		-0.82	0.000
71.04	22.308	1.250	48.04	0.39	7.344	4.852	-136.36		-0.82	0.000
71.30	22.308	2.043	48.04	0.39	7.349	4.855	-119.41		-0.82	0.000
71.58	22.313	2.849	48.04	0.39	7.362	4.859	-83.27		-0.82	0.000
71.85	22.322	3.618	48.03	0.39	7.349	4.862	-66.61		-0.82	0.000
72.12	22.347	4.411	48.00	0.39	7.353	4.864	-82.47		-0.82	0.000
72.39	22.371	5.180	47.98	0.39	7.363	4.865	-107.79		-0.82	0.000
72.66	22.388	5.950	47.96	0.39	7.357	4.866	-184.11		-0.82	0.000
72.93	22.421	6.683	47.93	0.39	7.367	4.870	-212.22		-0.82	0.000
73.21	22.457	7.404	47.89	0.39	7.376	4.874	-264.69		-0.82	0.000
73.48	22.497	8.113	47.85	0.39	7.387	4.877	-289.51		-0.82	0.000
73.75	22.523	8.822	47.83	0.39	7.374	4.878	-342.21		-0.82	0.000
74.02	22.571	9.471	47.78	0.39	7.398	4.880	-365.76		-0.82	0.000
74.30	22.621	10.108	47.73	0.39	7.395	4.885	-401.17		-0.82	0.000
74.57	22.654	10.721	47.70	0.39	7.405	4.890	-407.23		-0.82	0.000
74.85	22.708	11.310	47.64	0.39	7.441	4.902	-399.98		-0.82	0.000
75.12	22.768	11.875	47.58	0.39	7.455	4.913	-389.94		-0.82	0.000
75.39	22.829	12.404	47.52	0.39	7.479	4.930	-382.66		-0.82	0.000
75.67	22.870	12.885	47.48	0.39	7.501	4.945	-374.79		-0.82	0.000
75.94	22.935	13.353	47.42	0.39	7.537	4.958	-359.25		-0.82	0.000
76.21	23.005	13.762	47.34	0.39	7.558	4.973	-313.37		-0.82	0.000
76.49	23.050	14.147	47.30	0.39	7.578	4.984	-278.78		-0.82	0.000
76.76	23.122	14.507	47.23	0.39	7.613	5.005	-197.26		-0.82	0.000
77.03	23.195	14.808	47.15	0.39	7.647	5.024	-156.46		-0.82	0.000
77.31	23.271	15.084	47.08	0.38	7.701	5.050	-91.59		-0.82	0.000
77.58	23.320	15.312	47.03	0.38	7.739	5.079	-73.40		-0.82	0.000
77.85	23.399	15.505	46.95	0.38	7.789	5.110	-49.40		-0.82	0.000
78.12	23.477	15.649	46.87	0.38	7.852	5.146	-38.75		-0.82	0.000
78.38	23.527	15.757	46.82	0.38	7.953	5.187	-0.21		-0.82	0.000
78.65	23.607	15.817	46.74	0.38	8.002	5.244	15.25		-0.82	0.000
78.92	23.686	15.841	46.66	0.38	8.110	5.277	14.12		-0.82	0.000
79.19	23.739	15.829	46.61	0.38	8.231	5.352	1.93		-0.82	0.000
79.46	23.817	15.769	46.53	0.38	8.352	5.438	-31.54		-0.82	0.000
79.73	23.896	15.673	46.45	0.38	8.481	5.535	-46.94		-0.82	0.000
80.00	23.949	15.541	46.40	0.38	8.622	5.642	-61.27		-0.82	0.000
80.27	24.025	15.361	46.33	0.38	8.778	5.756	-69.31		-0.82	0.000
80.54	24.102	15.144	46.25	0.38	8.942	5.883	-38.79		-0.82	0.000
80.82	24.177	14.880	46.17	0.38	9.025	6.021	-13.11		-0.82	0.000
81.08	24.225	14.579	46.13	0.38	9.206	6.169	15.43		-0.82	0.000
81.35	24.298	14.243	46.05	0.38	9.382	6.249	42.22		-0.82	0.000
81.62	24.368	13.882	45.98	0.38	9.564	6.406	48.35		-0.82	0.000
81.89	24.414	13.474	45.94	0.38	9.750	6.573	27.86		-0.82	0.000
82.15	24.480	13.029	45.87	0.38	9.928	6.742	9.85		-0.82	0.000
82.43	24.544	12.572	45.81	0.37	10.114	6.912	-32.40		-0.82	0.000
82.69	24.585	12.067	45.77	0.37	10.278	7.082	-49.90		-0.82	0.000
82.97	24.644	11.526	45.71	0.37	10.363	7.245	-62.01		-0.82	0.000
83.24	24.700	10.962	45.65	0.37	10.523	7.404	-63.66		-0.82	0.000
83.52	24.736	10.349	45.61	0.37	10.674	7.481	-65.99		-0.82	0.000
83.79	24.787	9.724	45.56	0.37	10.821	7.631	-65.96		-0.82	0.000
84.06	24.834	9.050	45.52	0.37	10.953	7.772	-64.67		-0.82	0.000
84.34	24.875	8.377	45.48	0.37	11.081	7.904	-62.72		-0.82	0.000
84.61	24.903	7.668	45.45	0.37	11.190	8.028	-78.14		-0.82	0.000
84.88	24.940	6.947	45.41	0.37	11.287	8.140	-83.66		-0.82	0.000
85.16	24.971	6.214	45.38	0.37	11.379	8.241	-86.65		-0.82	0.000
85.43	24.990	5.457	45.36	0.37	11.411	8.330	-76.75		-0.82	0.000
85.70	25.016	4.675	45.33	0.37	11.487	8.408	-84.62		-0.82	0.000
85.97	25.036	3.894	45.31	0.37	11.537	8.473	-145.38		-0.82	0.000
86.25	25.052	3.101	45.30	0.37	11.583	8.501	-187.07		-0.82	0.000
86.52	25.059	2.296	45.29	0.37	11.622	8.552	-251.50		-0.82	0.000
86.80	25.067	1.478	45.28	0.37	11.637	8.589	-267.81		-0.82	0.000
87.07	25.075	0.661	45.28	0.37	11.662	8.618	-271.58		-0.82	0.000
87.33	25.075	-0.144	45.28	0.37	11.646	8.635	-259.06		-0.82	0.000
87.60	25.075	-0.950	45.28	0.37	11.657	8.641	-225.27		-0.82	0.000
87.87	25.075	-1.743	45.28	0.37	11.652	8.639	-214.62		-0.82	0.000
88.14	25.075	-2.548	45.28	0.37	11.639	8.630	-230.91		-0.82	0.000
88.42	25.061	-3.329	45.29	0.37	11.636	8.622	-236.47		-0.82	0.000
88.70	25.041	-4.111	45.31	0.37	11.616	8.613	-207.19		-0.82	0.000
88.98	25.020	-4.916	45.33	0.37	11.598	8.609	-172.30		-0.82	0.000
89.25	24.990	-5.697	45.36	0.37	11.570	8.596	-108.71		-0.82	0.000
89.53	24.972	-6.466	45.38	0.37	11.532	8.582	-93.37		-0.82	0.000
89.80	24.936	-7.212	45.41	0.37	11.499	8.552	-85.64		-0.82	0.000
90.08	24.898	-7.933	45.45	0.37	11.490	8.509	-81.80		-0.82	0.000
90.36	24.857	-8.630	45.49	0.37	11.474	8.477	-53.52		-0.82	0.000
90.63	24.826	-9.327	45.52	0.37	11.459	8.454	-23.73		-0.82	0.000
90.90	24.776	-9.988	45.57	0.37	11.439	8.432	58.60		-0.82	0.000
91.18	24.726	-10.601	45.62	0.37	11.352	8.398	104.56		-0.82	0.000
91.45	24.690	-11.178	45.66	0.37	11.279	8.337	168.08		-0.82	0.000
91.73	24.634	-11.755	45.72	0.37	11.184	8.253	187.24		-0.82	0.000
92.00	24.572	-12.284	45.78	0.37	11.074	8.150	218.52		-0.82	0.000
92.28	24.509	-12.788	45.84	0.37	10.955	8.094	241.81		-0.82	0.000
92.55	24.467	-13.257	45.88	0.38	10.838	7.970	298.72		-0.82	0.000
92.83	24.398	-13.690	45.95	0.38	10.712	7.841	321.68		-0.82	0.000
93.11	24.329	-14.087	46.02	0.38	10.574	7.704	307.35		-0.82	0.000
93.37	24.258	-14.435	46.09	0.38	10.516	7.564	280.88		-0.82	0.000
93.65	24.208	-14.760	46.14	0.38	10.370	7.420	223.09		-0.82	0.000
93.92	24.136	-15.036	46.21	0.38	10.236	7.274	195.20		-0.82	0.000
94.20	24.059	-15.276	46.29	0.38	10.092	7.127	153.89		-0.82	0.000
94.47	24.009	-15.469	46.34	0.38	9.954	6.981	98.60		-0.82	0.000
94.75	23.931	-15.625	46.42	0.38	9.822	6.840	69.74		-0.82	0.000
95.01	23.852	-15.745	46.50	0.38	9.676	6.700	16.02		-0.82	0.000
95.29	23.772	-15.817	46.58	0.38	9.522	6.631	-4.18		-0.82	0.000
95.56	23.721	-15.841	46.63	0.38	9.294	6.499	-47.84		-0.82	0.000
95.84	23.640	-15.829	46.71	0.38	9.207	6.349	-60.07		-0.82	0.000
96.11	23.563	-15.781	46.79	0.38	9.027	6.187	-64.72		-0.82	0.000
96.38	23.509	-15.685	46.84	0.38	8.828	6.031	-64.16		-0.82	0.000
96.66	23.431	-15.553	46.92	0.38	8.671	5.881	-66.88		-0.82	0.000
