Name           :	.2mgmlPOPG_Osc1	
User           :	Isaac	
Date           :	7/31/2014	

Probe1         :	Wilhelmy	
Perimeter      : 	39.240	

Probe2         :	Wilhelmy	
Perimeter      : 	39.240	

Trough         :	Extra Small	
Width          :	50.0	
Area           :	7035.0	
Symmetric comp :	True	

Subphase       :	Water	
Surface tension:	72.80	
pH             :	7.00	
Temperature    :	19.5	

Addition       :		
Concentration  :		
Unit           :	Unknown         	

Substance1     :	POPG	
MW             :	771.0	
Concentration  :	0.200	
Unit           :	mg/ml           	
Volume         :	45.00	

Substance2     :		
MW             : 		
Concentration  : 		
Unit           :	Unknown         	
Volume         : 		

Substrate      :		
Height         : 		
Shape          : 	Rectangle       	
Width          :		
Thickness      :		


t[s]	Bpos	Bspd	A[cm²]	Mma[Å²]	P1[mN/m]	P2[mN/m]	T[°C]	SP[V]	pH	AD[V]
249.66	3.913	-19.459	66.44	94.49	5.684	2.130	-151.56		-1.07	0.000
249.93	3.818	-18.882	66.53	94.63	5.671	2.108	-159.40		-1.07	0.000
250.21	3.725	-18.245	66.62	94.76	5.646	2.079	-207.49		-1.07	0.000
250.48	3.634	-17.560	66.72	94.89	5.621	2.053	-230.79		-1.07	0.000
250.75	3.578	-16.839	66.77	94.97	5.597	2.029	-255.60		-1.07	0.000
251.02	3.495	-16.070	66.86	95.09	5.575	2.006	-259.29		-1.07	0.000
251.30	3.417	-15.252	66.93	95.20	5.554	1.983	-268.16		-1.07	0.000
251.57	3.368	-14.399	66.98	95.27	5.549	1.958	-279.95		-1.07	0.000
251.84	3.297	-13.498	67.05	95.37	5.529	1.945	-337.95		-1.07	0.000
252.11	3.234	-12.596	67.12	95.46	5.515	1.937	-355.81		-1.07	0.000
252.39	3.173	-11.623	67.18	95.55	5.508	1.923	-363.45		-1.07	0.000
252.66	3.137	-10.637	67.21	95.60	5.493	1.910	-356.21		-1.07	0.000
252.94	3.086	-9.615	67.26	95.67	5.481	1.894	-304.65		-1.07	0.000
253.22	3.042	-8.558	67.31	95.73	5.472	1.884	-262.60		-1.07	0.000
253.49	3.014	-7.488	67.34	95.77	5.463	1.874	-182.72		-1.07	0.000
253.76	2.978	-6.382	67.37	95.82	5.455	1.861	-152.28		-1.07	0.000
254.03	2.950	-5.264	67.40	95.86	5.449	1.853	-121.26		-1.07	0.000
254.30	2.928	-4.171	67.42	95.89	5.443	1.845	-127.37		-1.07	0.000
254.57	2.915	-3.029	67.43	95.91	5.441	1.840	-161.52		-1.07	0.000
254.84	2.908	-1.911	67.44	95.92	5.439	1.836	-163.98		-1.07	0.000
255.11	2.901	-0.781	67.45	95.93	5.438	1.833	-153.59		-1.07	0.000
255.38	2.901	0.337	67.45	95.93	5.439	1.833	-136.17		-1.07	0.000
255.64	2.901	1.454	67.45	95.93	5.441	1.832	-110.43		-1.07	0.000
255.90	2.901	2.572	67.45	95.93	5.441	1.832	-114.08		-1.07	0.000
256.18	2.902	3.678	67.45	95.93	5.442	1.832	-139.17		-1.07	0.000
256.44	2.927	4.760	67.42	95.90	5.444	1.832	-168.88		-1.07	0.000
256.72	2.956	5.865	67.39	95.85	5.443	1.833	-245.44		-1.07	0.000
256.99	2.977	6.947	67.37	95.83	5.445	1.833	-268.14		-1.07	0.000
257.26	3.017	8.041	67.33	95.77	5.450	1.834	-280.05		-1.07	0.000
257.53	3.060	9.062	67.29	95.71	5.458	1.839	-268.88		-1.07	0.000
257.80	3.092	10.108	67.26	95.66	5.467	1.842	-265.38		-1.07	0.000
258.07	3.145	11.106	67.21	95.59	5.474	1.847	-273.05		-1.07	0.000
258.34	3.202	12.079	67.15	95.50	5.484	1.855	-313.30		-1.07	0.000
258.61	3.265	13.005	67.08	95.42	5.496	1.861	-325.60		-1.07	0.000
258.88	3.309	13.906	67.04	95.35	5.502	1.869	-338.58		-1.07	0.000
259.15	3.381	14.784	66.97	95.25	5.515	1.877	-341.91		-1.07	0.000
259.43	3.459	15.601	66.89	95.14	5.519	1.887	-326.13		-1.07	0.000
259.69	3.510	16.394	66.84	95.07	5.520	1.895	-313.79		-1.07	0.000
259.97	3.593	17.139	66.76	94.95	5.535	1.902	-290.90		-1.07	0.000
260.24	3.683	17.837	66.67	94.82	5.561	1.908	-295.47		-1.07	0.000
260.51	3.742	18.498	66.61	94.74	5.587	1.922	-330.78		-1.07	0.000
260.78	3.838	19.111	66.51	94.60	5.616	1.949	-351.58		-1.07	0.000
261.05	3.933	19.663	66.42	94.47	5.629	1.976	-364.93		-1.07	0.000
261.32	3.999	20.168	66.35	94.37	5.657	2.001	-359.81		-1.07	0.000
261.59	4.102	20.613	66.25	94.22	5.686	2.015	-356.11		-1.07	0.000
261.86	4.206	21.022	66.14	94.08	5.716	2.041	-364.62		-1.07	0.000
262.14	4.314	21.358	66.04	93.92	5.746	2.069	-404.64		-1.07	0.000
262.41	4.383	21.659	65.97	93.83	5.775	2.101	-417.28		-1.07	0.000
262.68	4.493	21.887	65.86	93.67	5.806	2.131	-421.87		-1.07	0.000
262.95	4.602	22.055	65.75	93.51	5.834	2.158	-403.08		-1.07	0.000
263.22	4.675	22.175	65.67	93.41	5.850	2.186	-323.47		-1.07	0.000
263.49	4.788	22.236	65.56	93.25	5.883	2.216	-270.51		-1.07	0.000
263.76	4.897	22.236	65.45	93.09	5.914	2.247	-201.96		-1.07	0.000
264.03	4.973	22.188	65.38	92.99	5.946	2.261	-190.27		-1.07	0.000
264.30	5.082	22.067	65.27	92.83	5.979	2.292	-197.03		-1.07	0.000
264.58	5.193	21.899	65.16	92.67	6.011	2.323	-209.26		-1.07	0.000
264.85	5.301	21.671	65.05	92.52	6.043	2.354	-226.87		-1.07	0.000
265.12	5.374	21.382	64.98	92.42	6.075	2.387	-221.90		-1.07	0.000
265.40	5.481	21.034	64.87	92.26	6.090	2.416	-198.81		-1.07	0.000
265.67	5.583	20.637	64.77	92.12	6.117	2.446	-193.27		-1.07	0.000
265.94	5.651	20.180	64.70	92.02	6.146	2.475	-219.04		-1.07	0.000
266.21	5.751	19.675	64.60	91.88	6.175	2.504	-247.05		-1.07	0.000
266.49	5.848	19.111	64.50	91.74	6.204	2.516	-283.02		-1.07	0.000
266.76	5.942	18.510	64.41	91.61	6.230	2.544	-280.08		-1.07	0.000
267.03	6.004	17.849	64.35	91.52	6.258	2.569	-255.53		-1.07	0.000
267.30	6.091	17.139	64.26	91.40	6.281	2.598	-239.05		-1.07	0.000
267.59	6.174	16.382	64.18	91.28	6.305	2.623	-179.12		-1.07	0.000
267.86	6.228	15.589	64.12	91.20	6.328	2.649	-143.61		-1.07	0.000
268.13	6.305	14.724	64.05	91.09	6.338	2.670	-110.93		-1.07	0.000
268.40	6.375	13.858	63.97	90.99	6.362	2.693	-112.10		-1.07	0.000
268.68	6.442	12.945	63.91	90.90	6.381	2.714	-136.51		-1.07	0.000
268.95	6.484	11.995	63.87	90.84	6.400	2.735	-142.73		-1.07	0.000
269.22	6.541	10.998	63.81	90.76	6.416	2.754	-146.78		-1.07	0.000
269.50	6.595	10.000	63.76	90.68	6.430	2.763	-150.61		-1.07	0.000
269.77	6.641	8.966	63.71	90.61	6.444	2.777	-167.94		-1.07	0.000
270.04	6.669	7.909	63.68	90.57	6.456	2.792	-183.44		-1.07	0.000
270.32	6.706	6.827	63.64	90.52	6.465	2.806	-209.63		-1.07	0.000
270.59	6.737	5.721	63.61	90.48	6.469	2.819	-236.87		-1.07	0.000
270.87	6.754	4.603	63.60	90.45	6.477	2.828	-310.15		-1.07	0.000
271.15	6.773	3.486	63.58	90.43	6.481	2.835	-383.80		-1.07	0.000
271.41	6.783	2.332	63.57	90.41	6.484	2.842	-398.74		-1.07	0.000
271.69	6.791	1.166	63.56	90.40	6.486	2.847	-393.01		-1.07	0.000
271.95	6.792	0.048	63.56	90.40	6.485	2.848	-381.58		-1.07	0.000
272.22	6.792	-1.082	63.56	90.40	6.484	2.849	-360.26		-1.07	0.000
272.49	6.792	-2.187	63.56	90.40	6.484	2.851	-310.15		-1.07	0.000
272.76	6.792	-3.305	63.56	90.40	6.483	2.852	-283.41		-1.07	0.000
273.03	6.770	-4.423	63.58	90.43	6.483	2.852	-229.24		-1.07	0.000
273.31	6.743	-5.529	63.61	90.47	6.482	2.850	-210.85		-1.07	0.000
273.58	6.714	-6.623	63.64	90.51	6.480	2.849	-184.69		-1.07	0.000
273.85	6.688	-7.716	63.66	90.55	6.475	2.848	-157.65		-1.07	0.000
274.13	6.647	-8.786	63.70	90.60	6.472	2.846	-150.48		-1.07	0.000
274.40	6.601	-9.820	63.75	90.67	6.469	2.843	-146.56		-1.07	0.000
274.68	6.568	-10.841	63.78	90.72	6.469	2.841	-162.32		-1.07	0.000
274.95	6.510	-11.827	63.84	90.80	6.464	2.840	-220.56		-1.07	0.000
275.23	6.447	-12.800	63.90	90.89	6.455	2.837	-263.16		-1.07	0.000
275.51	6.381	-13.714	63.97	90.98	6.441	2.832	-355.18		-1.07	0.000
275.78	6.334	-14.603	64.02	91.05	6.432	2.825	-400.17		-1.07	0.000
276.06	6.260	-15.481	64.09	91.16	6.413	2.813	-473.75		-1.07	0.000
276.33	6.179	-16.286	64.17	91.27	6.386	2.794	-498.64		-1.07	0.000
276.61	6.095	-17.043	64.26	91.39	6.360	2.774	-518.84		-1.07	0.000
276.88	6.038	-17.764	64.31	91.47	6.333	2.753	-502.43		-1.07	0.000
277.16	5.948	-18.438	64.40	91.60	6.306	2.728	-442.17		-1.07	0.000
277.42	5.854	-19.063	64.50	91.73	6.277	2.701	-413.96		-1.07	0.000
277.70	5.790	-19.627	64.56	91.82	6.247	2.674	-363.21		-1.07	0.000
277.97	5.690	-20.132	64.66	91.97	6.215	2.660	-333.49		-1.07	0.000
278.25	5.587	-20.589	64.76	92.11	6.200	2.631	-257.17		-1.07	0.000
278.52	5.483	-20.998	64.87	92.26	6.169	2.601	-209.84		-1.07	0.000
278.80	5.413	-21.346	64.94	92.36	6.139	2.569	-117.09		-1.07	0.000
279.07	5.305	-21.647	65.05	92.51	6.108	2.542	-76.12		-1.07	0.000
279.34	5.196	-21.887	65.15	92.67	6.078	2.512	-4.19		-1.07	0.000
279.61	5.124	-22.055	65.23	92.77	6.046	2.483	19.11		-1.07	0.000
279.87	5.011	-22.175	65.34	92.93	6.014	2.452	14.61		-1.07	0.000
280.15	4.901	-22.236	65.45	93.09	5.982	2.422	-12.64		-1.07	0.000
280.42	4.828	-22.236	65.52	93.19	5.952	2.406	-79.02		-1.07	0.000
280.69	4.716	-22.188	65.63	93.35	5.934	2.377	-109.79		-1.07	0.000
280.97	4.606	-22.067	65.74	93.51	5.902	2.349	-171.72		-1.07	0.000
281.24	4.496	-21.899	65.85	93.66	5.870	2.316	-208.70		-1.07	0.000
281.51	4.424	-21.671	65.93	93.77	5.838	2.282	-277.51		-1.07	0.000
281.79	4.315	-21.382	66.03	93.92	5.808	2.253	-291.72		-1.07	0.000
282.06	4.209	-21.034	66.14	94.07	5.781	2.226	-294.01		-1.07	0.000
282.33	4.105	-20.637	66.25	94.22	5.755	2.197	-288.63		-1.07	0.000
282.61	4.037	-20.192	66.31	94.32	5.727	2.166	-264.73		-1.07	0.000
282.88	3.938	-19.675	66.41	94.46	5.701	2.143	-237.52		-1.07	0.000
283.16	3.842	-19.111	66.51	94.59	5.686	2.116	-160.43		-1.07	0.000
283.42	3.778	-18.510	66.57	94.69	5.660	2.103	-129.81		-1.07	0.000
283.70	3.688	-17.837	66.66	94.81	5.635	2.078	-76.55		-1.07	0.000
283.97	3.601	-17.151	66.75	94.94	5.610	2.050	-43.95		-1.07	0.000
284.24	3.517	-16.382	66.83	95.06	5.591	2.024	38.69		-1.07	0.000
284.51	3.464	-15.601	66.89	95.13	5.568	2.002	73.75		-1.07	0.000
284.78	3.388	-14.772	66.96	95.24	5.557	1.980	84.50		-1.07	0.000
285.05	3.318	-13.918	67.03	95.34	5.540	1.962	77.67		-1.07	0.000
285.31	3.272	-13.017	67.08	95.41	5.534	1.948	43.75		-1.07	0.000
285.58	3.209	-12.067	67.14	95.50	5.518	1.941	22.82		-1.07	0.000
285.85	3.152	-11.130	67.20	95.58	5.504	1.927	-19.22		-1.07	0.000
286.12	3.117	-10.144	67.23	95.63	5.491	1.911	-39.43		-1.07	0.000
286.39	3.068	-9.123	67.28	95.70	5.480	1.896	-29.13		-1.07	0.000
286.66	3.026	-8.089	67.32	95.76	5.472	1.883	-11.21		-1.07	0.000
286.93	3.000	-7.031	67.35	95.79	5.463	1.872	-2.58		-1.07	0.000
287.20	2.969	-5.913	67.38	95.84	5.456	1.860	-21.97		-1.07	0.000
287.47	2.943	-4.820	67.41	95.87	5.453	1.855	-66.95		-1.07	0.000
287.74	2.928	-3.726	67.42	95.89	5.449	1.849	-81.95		-1.07	0.000
288.02	2.915	-2.584	67.43	95.91	5.445	1.843	-104.03		-1.07	0.000
288.28	2.908	-1.454	67.44	95.92	5.443	1.838	-118.25		-1.07	0.000
288.56	2.901	-0.313	67.45	95.93	5.444	1.834	-157.80		-1.07	0.000
288.82	2.901	0.781	67.45	95.93	5.444	1.831	-183.30		-1.07	0.000
289.08	2.901	1.935	67.45	95.93	5.445	1.831	-234.07		-1.07	0.000
289.35	2.901	3.017	67.45	95.93	5.445	1.834	-257.47		-1.07	0.000
289.62	2.919	4.135	67.43	95.91	5.446	1.834	-295.04		-1.07	0.000
289.89	2.942	5.216	67.41	95.87	5.447	1.835	-290.45		-1.07	0.000
290.16	2.963	6.310	67.39	95.85	5.451	1.836	-239.37		-1.07	0.000
290.44	2.996	7.392	67.35	95.80	5.453	1.837	-199.56		-1.07	0.000
290.70	3.037	8.450	67.31	95.74	5.459	1.840	-148.09		-1.07	0.000
290.98	3.082	9.507	67.27	95.68	5.467	1.845	-131.61		-1.07	0.000
291.25	3.114	10.517	67.24	95.63	5.477	1.850	-87.40		-1.07	0.000
291.52	3.168	11.514	67.18	95.55	5.480	1.857	-55.19		-1.07	0.000
291.78	3.231	12.464	67.12	95.46	5.490	1.865	29.93		-1.07	0.000
292.06	3.272	13.401	67.08	95.41	5.501	1.874	68.40		-1.07	0.000
292.32	3.342	14.255	67.01	95.31	5.516	1.880	109.97		-1.07	0.000
292.58	3.417	15.120	66.93	95.20	5.522	1.889	91.96		-1.07	0.000
292.85	3.468	15.913	66.88	95.13	5.524	1.900	12.29		-1.07	0.000
293.12	3.549	16.659	66.80	95.01	5.524	1.908	-33.02		-1.07	0.000
293.39	3.633	17.392	66.72	94.89	5.545	1.913	-96.43		-1.07	0.000
293.66	3.693	18.065	66.66	94.81	5.570	1.923	-101.04		-1.07	0.000
293.94	3.786	18.702	66.56	94.67	5.595	1.942	-109.07		-1.07	0.000
294.21	3.881	19.303	66.47	94.54	5.623	1.954	-109.39		-1.07	0.000
294.48	3.945	19.844	66.41	94.45	5.652	1.980	-122.31		-1.07	0.000
294.75	4.046	20.337	66.30	94.30	5.680	2.004	-127.42		-1.07	0.000
295.02	4.150	20.769	66.20	94.16	5.710	2.029	-130.26		-1.07	0.000
295.30	4.254	21.142	66.10	94.01	5.742	2.056	-109.45		-1.07	0.000
295.57	4.324	21.478	66.03	93.91	5.754	2.086	-19.34		-1.07	0.000
295.84	4.432	21.743	65.92	93.76	5.784	2.115	35.05		-1.07	0.000
296.10	4.542	21.959	65.81	93.60	5.814	2.141	132.37		-1.07	0.000
296.37	4.615	22.103	65.73	93.50	5.843	2.170	174.39		-1.07	0.000
296.64	4.727	22.212	65.62	93.34	5.875	2.183	209.37		-1.07	0.000
296.91	4.837	22.248	65.51	93.18	5.909	2.212	287.05		-1.07	0.000
297.17	4.911	22.224	65.44	93.07	5.939	2.243	302.44		-1.07	0.000
297.45	5.023	22.151	65.33	92.92	5.955	2.276	302.62		-1.07	0.000
297.71	5.133	22.031	65.22	92.76	5.988	2.304	295.46		-1.07	0.000
297.98	5.206	21.839	65.14	92.65	6.021	2.334	273.53		-1.07	0.000
298.25	5.314	21.599	65.04	92.50	6.053	2.367	256.72		-1.07	0.000
298.53	5.422	21.298	64.93	92.35	6.086	2.397	186.69		-1.07	0.000
298.79	5.492	20.938	64.86	92.25	6.111	2.412	134.70		-1.07	0.000
299.06	5.596	20.529	64.75	92.10	6.141	2.441	8.59		-1.07	0.000
299.33	5.697	20.072	64.65	91.96	6.156	2.470	-58.79		-1.07	0.000
299.60	5.764	19.555	64.59	91.86	6.184	2.501	-188.98		-1.07	0.000
299.88	5.857	18.990	64.49	91.73	6.214	2.527	-240.76		-1.07	0.000
300.15	5.952	18.365	64.40	91.59	6.240	2.555	-284.65		-1.07	0.000
300.42	6.043	17.704	64.31	91.46	6.266	2.584	-288.96		-1.07	0.000
300.70	6.101	16.983	64.25	91.38	6.290	2.612	-292.16		-1.07	0.000
300.97	6.182	16.226	64.17	91.27	6.314	2.635	-295.73		-1.07	0.000
301.24	6.263	15.421	64.09	91.15	6.339	2.648	-283.25		-1.07	0.000
301.51	6.311	14.579	64.04	91.08	6.359	2.673	-262.04		-1.07	0.000
301.79	6.383	13.678	63.97	90.98	6.369	2.696	-192.92		-1.07	0.000
302.06	6.448	12.776	63.90	90.89	6.388	2.716	-145.07		-1.07	0.000
302.33	6.510	11.803	63.84	90.80	6.406	2.736	-36.02		-1.07	0.000
302.59	6.547	10.829	63.80	90.75	6.423	2.755	18.38		-1.07	0.000
302.87	6.600	9.820	63.75	90.67	6.438	2.773	97.48		-1.07	0.000
303.14	6.647	8.834	63.70	90.60	6.451	2.789	127.35		-1.07	0.000
303.40	6.672	7.752	63.68	90.57	6.462	2.802	149.84		-1.07	0.000
303.68	6.709	6.683	63.64	90.52	6.472	2.809	153.44		-1.07	0.000
303.95	6.739	5.613	63.61	90.47	6.475	2.823	170.71		-1.07	0.000
304.21	6.754	4.495	63.60	90.45	6.481	2.831	175.76		-1.07	0.000
304.48	6.775	3.389	63.57	90.42	6.488	2.839	183.95		-1.07	0.000
304.75	6.788	2.284	63.56	90.40	6.490	2.845	179.49		-1.07	0.000
305.02	6.789	1.154	63.56	90.40	6.492	2.850	135.94		-1.07	0.000
305.28	6.792	0.024	63.56	90.40	6.491	2.852	109.29		-1.07	0.000
305.55	6.792	-1.094	63.56	90.40	6.489	2.854	37.25		-1.07	0.000
305.81	6.792	-2.187	63.56	90.40	6.490	2.854	7.21		-1.07	0.000
306.08	6.792	-3.305	63.56	90.40	6.488	2.854	-32.81		-1.07	0.000
306.35	6.768	-4.387	63.58	90.43	6.486	2.852	-41.46		-1.07	0.000
306.63	6.754	-5.493	63.60	90.45	6.486	2.851	-64.18		-1.07	0.000
306.90	6.722	-6.587	63.63	90.50	6.483	2.851	-78.12		-1.07	0.000
307.18	6.683	-7.680	63.67	90.55	6.480	2.848	-104.87		-1.07	0.000
307.46	6.642	-8.750	63.71	90.61	6.477	2.844	-109.23		-1.07	0.000
307.73	6.611	-9.796	63.74	90.66	6.474	2.842	-122.54		-1.07	0.000
308.01	6.560	-10.829	63.79	90.73	6.474	2.839	-122.92		-1.07	0.000
308.28	6.502	-11.827	63.85	90.81	6.472	2.838	-129.36		-1.07	0.000
308.56	6.442	-12.788	63.91	90.90	6.465	2.837	-117.69		-1.07	0.000
308.84	6.398	-13.702	63.95	90.96	6.451	2.835	-101.56		-1.07	0.000
309.11	6.327	-14.603	64.02	91.06	6.436	2.825	-95.82		-1.07	0.000
309.39	6.251	-15.469	64.10	91.17	6.414	2.815	-104.17		-1.07	0.000
309.66	6.172	-16.262	64.18	91.28	6.388	2.802	-112.42		-1.07	0.000
309.94	6.116	-17.031	64.23	91.36	6.362	2.784	-127.80		-1.07	0.000
310.22	6.029	-17.752	64.32	91.48	6.334	2.758	-117.91		-1.07	0.000
310.50	5.938	-18.425	64.41	91.61	6.308	2.734	-93.47		-1.07	0.000
310.77	5.845	-19.075	64.51	91.75	6.279	2.708	-22.50		-1.07	0.000
311.04	5.781	-19.639	64.57	91.84	6.248	2.678	20.44		-1.07	0.000
311.31	5.682	-20.156	64.67	91.98	6.234	2.654	86.87		-1.07	0.000
311.58	5.578	-20.601	64.77	92.13	6.202	2.638	107.90		-1.07	0.000
311.86	5.510	-21.010	64.84	92.22	6.172	2.609	141.61		-1.07	0.000
312.13	5.404	-21.358	64.95	92.37	6.141	2.582	156.24		-1.07	0.000
312.41	5.295	-21.647	65.06	92.53	6.111	2.554	199.02		-1.07	0.000
312.68	5.186	-21.887	65.16	92.68	6.080	2.526	202.90		-1.07	0.000
312.95	5.114	-22.055	65.24	92.79	6.049	2.494	181.75		-1.07	0.000
313.22	5.004	-22.175	65.35	92.94	6.016	2.463	149.41		-1.07	0.000
313.49	4.891	-22.236	65.46	93.10	5.985	2.430	59.97		-1.07	0.000
313.76	4.818	-22.236	65.53	93.21	5.969	2.400	18.44		-1.07	0.000
314.03	4.708	-22.188	65.64	93.36	5.937	2.385	-66.73		-1.07	0.000
314.31	4.596	-22.067	65.75	93.52	5.907	2.353	-106.93		-1.07	0.000
314.59	4.523	-21.899	65.83	93.63	5.874	2.322	-159.24		-1.07	0.000
314.86	4.413	-21.671	65.94	93.78	5.842	2.291	-179.48		-1.07	0.000
315.13	4.306	-21.370	66.04	93.93	5.813	2.260	-214.28		-1.07	0.000
315.41	4.200	-21.022	66.15	94.09	5.784	2.228	-223.63		-1.07	0.000
315.69	4.129	-20.625	66.22	94.19	5.758	2.199	-206.36		-1.07	0.000
315.96	4.029	-20.156	66.32	94.33	5.731	2.173	-183.50		-1.07	0.000
316.23	3.931	-19.639	66.42	94.47	5.718	2.146	-110.70		-1.07	0.000
316.51	3.832	-19.075	66.52	94.61	5.691	2.121	-70.44		-1.07	0.000
316.77	3.770	-18.462	66.58	94.70	5.664	2.092	-39.38		-1.07	0.000
317.04	3.679	-17.800	66.67	94.83	5.639	2.081	-45.64		-1.07	0.000
317.32	3.593	-17.103	66.76	94.95	5.615	2.055	-68.98		-1.07	0.000
317.59	3.537	-16.358	66.81	95.03	5.594	2.029	-91.50		-1.07	0.000
317.86	3.458	-15.553	66.89	95.14	5.572	2.005	-133.43		-1.07	0.000
318.13	3.382	-14.724	66.97	95.25	5.564	1.984	-147.19		-1.07	0.000
318.41	3.311	-13.834	67.04	95.35	5.546	1.963	-164.13		-1.07	0.000
318.68	3.268	-12.933	67.08	95.41	5.537	1.950	-169.33		-1.07	0.000
318.96	3.205	-11.959	67.14	95.50	5.525	1.935	-207.11		-1.07	0.000
319.23	3.147	-10.998	67.20	95.58	5.510	1.921	-235.70		-1.07	0.000
319.50	3.113	-9.976	67.24	95.63	5.497	1.904	-273.86		-1.07	0.000
319.77	3.065	-8.954	67.28	95.70	5.485	1.897	-274.82		-1.07	0.000
320.05	3.024	-7.873	67.33	95.76	5.477	1.887	-256.94		-1.07	0.000
320.32	2.986	-6.827	67.36	95.81	5.468	1.876	-247.02		-1.07	0.000
320.59	2.968	-5.709	67.38	95.84	5.462	1.868	-217.06		-1.07	0.000
320.87	2.942	-4.603	67.41	95.87	5.457	1.860	-207.73		-1.07	0.000
321.14	2.923	-3.474	67.43	95.90	5.454	1.852	-194.08		-1.07	0.000
321.41	2.917	-2.332	67.43	95.91	5.452	1.848	-183.85		-1.07	0.000
321.68	2.909	-1.178	67.44	95.92	5.450	1.843	-149.97		-1.07	0.000
321.94	2.904	-0.084	67.45	95.93	5.451	1.841	-130.47		-1.07	0.000
322.21	2.904	1.058	67.45	95.93	5.450	1.840	-82.48		-1.07	0.000
322.47	2.904	2.139	67.45	95.93	5.452	1.839	-58.17		-1.07	0.000
322.74	2.909	3.257	67.44	95.92	5.453	1.838	-32.19		-1.07	0.000
323.00	2.924	4.339	67.43	95.90	5.453	1.837	-26.14		-1.07	0.000
323.27	2.949	5.433	67.40	95.87	5.454	1.839	11.60		-1.07	0.000
323.54	2.979	6.514	67.37	95.82	5.458	1.840	38.17		-1.07	0.000
323.81	3.002	7.584	67.35	95.79	5.461	1.840	47.97		-1.07	0.000
324.07	3.043	8.630	67.31	95.73	5.468	1.841	33.64		-1.07	0.000
324.34	3.091	9.651	67.26	95.66	5.476	1.845	-17.43		-1.07	0.000
324.60	3.124	10.649	67.23	95.62	5.480	1.850	-39.67		-1.07	0.000
324.88	3.178	11.623	67.17	95.54	5.488	1.857	-80.24		-1.07	0.000
325.14	3.240	12.524	67.11	95.45	5.497	1.865	-87.07		-1.07	0.000
325.42	3.282	13.474	67.07	95.39	5.510	1.871	-74.68		-1.07	0.000
325.69	3.352	14.351	67.00	95.29	5.523	1.881	-56.36		-1.07	0.000
325.95	3.426	15.192	66.92	95.19	5.529	1.886	-13.30		-1.07	0.000
326.21	3.479	16.010	66.87	95.11	5.532	1.897	4.00		-1.07	0.000
326.48	3.561	16.743	66.79	94.99	5.532	1.903	20.22		-1.07	0.000
326.75	3.645	17.464	66.71	94.88	5.554	1.907	37.75		-1.07	0.000
327.01	3.706	18.125	66.64	94.79	5.581	1.919	49.44		-1.07	0.000
327.28	3.797	18.750	66.55	94.66	5.606	1.939	57.00		-1.07	0.000
327.55	3.893	19.327	66.46	94.52	5.636	1.959	49.82		-1.07	0.000
327.82	3.959	19.868	66.39	94.43	5.663	1.975	8.66		-1.07	0.000
328.08	4.059	20.337	66.29	94.29	5.692	1.998	-23.91		-1.07	0.000
328.36	4.163	20.781	66.19	94.14	5.706	2.025	-79.09		-1.07	0.000
328.63	4.232	21.142	66.12	94.04	5.736	2.054	-98.73		-1.07	0.000
328.90	4.337	21.478	66.01	93.89	5.766	2.084	-133.74		-1.07	0.000
329.17	4.447	21.743	65.90	93.73	5.795	2.113	-147.51		-1.07	0.000
329.44	4.518	21.959	65.83	93.63	5.824	2.143	-154.95		-1.07	0.000
329.71	4.629	22.115	65.72	93.48	5.854	2.171	-139.82		-1.07	0.000
329.99	4.740	22.212	65.61	93.32	5.887	2.198	-77.12		-1.07	0.000
330.25	4.814	22.248	65.54	93.21	5.920	2.216	-36.68		-1.07	0.000
330.52	4.924	22.224	65.43	93.06	5.934	2.247	28.22		-1.07	0.000
330.79	5.036	22.151	65.31	92.90	5.966	2.277	61.91		-1.07	0.000
331.06	5.109	22.019	65.24	92.79	6.001	2.310	125.65		-1.07	0.000
331.32	5.219	21.827	65.13	92.64	6.030	2.343	154.61		-1.07	0.000
331.59	5.329	21.587	65.02	92.48	6.064	2.372	191.44		-1.07	0.000
331.86	5.400	21.286	64.95	92.38	6.094	2.404	203.28		-1.07	0.000
332.13	5.504	20.925	64.85	92.23	6.124	2.434	207.32		-1.07	0.000
332.41	5.609	20.517	64.74	92.08	6.136	2.451	201.11		-1.07	0.000
332.68	5.709	20.048	64.64	91.94	6.167	2.480	163.39		-1.07	0.000
332.95	5.775	19.531	64.57	91.84	6.196	2.509	130.06		-1.07	0.000
333.22	5.872	18.966	64.48	91.71	6.223	2.533	75.79		-1.07	0.000
333.49	5.965	18.353	64.38	91.58	6.253	2.561	69.11		-1.07	0.000
333.75	6.024	17.692	64.33	91.49	6.278	2.589	83.25		-1.07	0.000
334.02	6.113	16.983	64.24	91.37	6.302	2.617	90.05		-1.07	0.000
334.29	6.193	16.238	64.16	91.25	6.324	2.641	89.88		-1.07	0.000
334.56	6.247	15.433	64.10	91.17	6.336	2.651	81.56		-1.07	0.000
334.83	6.323	14.603	64.03	91.07	6.359	2.676	66.96		-1.07	0.000
335.10	6.392	13.738	63.96	90.97	6.379	2.698	64.03		-1.07	0.000
335.37	6.437	12.825	63.91	90.90	6.397	2.719	59.42		-1.07	0.000
335.64	6.500	11.875	63.85	90.81	6.416	2.739	57.14		-1.07	0.000
335.91	6.555	10.913	63.80	90.74	6.430	2.759	44.84		-1.07	0.000
336.18	6.591	9.916	63.76	90.69	6.447	2.777	31.24		-1.07	0.000
336.45	6.638	8.882	63.71	90.62	6.454	2.793	-27.88		-1.07	0.000
