  k = 0.59, E1 = 12, 1.4 x 1.5 mm
  _______________________________
                                 
              E               F  
        13.2917    8.07193E+011  
        13.3542    8.31402E+011  
        13.4375    8.47538E+011  
        13.5000    7.61853E+011  
        13.5833    7.67946E+011  
        13.6667    8.14150E+011  
        13.7500    7.72905E+011  
        13.8333    7.79694E+011  
        13.9167    7.75187E+011  
        14.0000    8.49544E+011  
        14.0833    8.35430E+011  
        14.1667    7.93492E+011  
        14.2500    8.89336E+011  
        14.3333    1.00494E+012  
        14.4167    8.23581E+011  
        14.5208    9.53666E+011  
        14.6042    1.18439E+012  
        14.6875    9.60574E+011  
        14.7917    1.05956E+012  
        14.8750    1.34975E+012  
        14.9792    1.20248E+012  
        15.0625    1.20888E+012  
        15.1667    1.54761E+012  
        15.2500    1.53727E+012  
        15.3542    1.38766E+012  
        15.4583    1.74676E+012  
        15.5417    1.94622E+012  
        15.6458    1.64648E+012  
        15.7500    1.98132E+012  
        15.8333    2.37702E+012  
        15.9375    2.02151E+012  
        16.0417    2.26984E+012  
        16.1458    2.85073E+012  
        16.2500    2.56290E+012  
        16.3333    2.60426E+012  
        16.4375    3.30563E+012  
        16.5417    3.20409E+012  
        16.6458    3.09406E+012  
        16.7500    3.84360E+012  
        16.8542    3.89320E+012  
        16.9583    3.78990E+012  
        17.0625    4.35382E+012  
        17.1667    4.79772E+012  
        17.2708    4.41844E+012  
        17.3750    5.12607E+012  
        17.4792    5.70780E+012  
        17.5833    5.13827E+012  
        17.6875    6.11200E+012  
        17.7917    6.47290E+012  
        17.8958    6.39959E+012  
        18.0000    6.60193E+012  
        18.1042    8.00859E+012  
        18.2083    7.14946E+012  
        18.3125    7.71317E+012  
        18.4167    9.27903E+012  
        18.5208    8.11293E+012  
        18.6250    9.26020E+012  
        18.7292    9.78906E+012  
        18.8333    1.04874E+013  
        18.9375    9.33252E+012  
        19.0417    1.20824E+013  
        19.1458    1.12111E+013  
        19.2500    1.11516E+013  
        19.3542    1.30813E+013  
        19.4583    1.28459E+013  
        19.5625    1.28359E+013  
        19.6667    1.36409E+013  
        19.7500    1.59330E+013  
        19.8542    1.27998E+013  
        19.9583    1.58993E+013  
        20.0625    1.59679E+013  
        20.1667    1.54926E+013  
        20.2500    1.60817E+013  
        20.3542    1.78288E+013  
        20.4583    1.65502E+013  
        20.5417    1.59244E+013  
        20.6458    2.00408E+013  
        20.7500    1.64200E+013  
        20.8333    1.80490E+013  
        20.9375    1.91890E+013  
        21.0208    1.90761E+013  
        21.1250    1.71082E+013  
        21.2083    2.01032E+013  
        21.3125    1.85350E+013  
        21.3958    1.71286E+013  
        21.4792    2.05129E+013  
        21.5833    1.83174E+013  
        21.6667    1.76441E+013  
        21.7500    1.88375E+013  
        21.8333    1.96706E+013  
        21.9167    1.62059E+013  
        22.0000    1.87603E+013  
        22.0833    1.84056E+013  
        22.1667    1.59425E+013  
        22.2500    1.75588E+013  
        22.3333    1.76307E+013  
        22.4167    1.50059E+013  
        22.5000    1.67011E+013  
        22.5625    1.65062E+013  
        22.6458    1.37427E+013  
        22.7083    1.52381E+013  
        22.7917    1.45811E+013  
        22.8542    1.29325E+013  
        22.9375    1.37664E+013  
        23.0000    1.26595E+013  
        23.0625    1.14820E+013  
        23.1458    1.18742E+013  
        23.2083    1.08000E+013  
        23.2708    1.01381E+013  
        23.3333    9.99611E+012  
        23.3958    8.90876E+012  
        23.4583    7.91788E+012  
        23.5000    7.69737E+012  
        23.5625    7.22572E+012  
        23.6250    6.13729E+012  
        23.6667    5.70180E+012  
        23.7292    5.23310E+012  
        23.7708    4.69118E+012  
        23.8333    3.63712E+012  
        23.8750    2.78224E+012  
        23.9167    2.10308E+012  
        23.9583    1.83832E+012  
        24.0000    1.66021E+012  
        24.0417    1.21086E+012  
        24.0833    8.90300E+011  
        24.1250    1.06371E+012  
        24.1667    1.34437E+012  
        24.2292    1.42987E+012  
        24.2708    1.26439E+012  
        24.3333    8.83914E+011  
        24.3750    9.37508E+011  
        24.4375    1.12040E+012  
        24.5000    8.89242E+011  
        24.5417    8.28861E+011  
        24.6042    1.29422E+012  
        24.6667    1.37162E+012  
        24.7292    1.29771E+012  
        24.7917    1.21366E+012  
        24.8542    1.06494E+012  
        24.9375    9.46536E+011  
        25.0000    9.74827E+011  
