       app. 2x1 mm.,28m,k=2.25    
       _______________________    
                                  
          energy              flux
        32.04813      1.106768E+13
        32.07586      1.118299E+13
        32.11747      1.037763E+13
        32.14520      1.036657E+13
        32.18680      1.066918E+13
        32.22841      1.210184E+13
        32.28387      1.180694E+13
        32.32548      1.248865E+13
        32.36708      1.386251E+13
        32.42255      1.546217E+13
        32.47802      1.539480E+13
        32.53349      1.530059E+13
        32.58897      1.571235E+13
        32.64444      1.762742E+13
        32.69991      1.854166E+13
        32.75538      1.884695E+13
        32.81085      1.925326E+13
        32.88019      1.988145E+13
        32.93566      2.019979E+13
        33.00500      2.078258E+13
        33.06046      2.134942E+13
        33.12981      2.240469E+13
        33.19914      2.209575E+13
        33.25462      2.238359E+13
        33.32395      2.236816E+13
        33.39329      2.154215E+13
        33.46263      2.115673E+13
        33.53196      2.078715E+13
        33.60130      1.976275E+13
        33.67064      1.893201E+13
        33.73998      1.830526E+13
        33.80932      1.739496E+13
        33.87866      1.659753E+13
        33.94799      1.611864E+13
        34.01733      1.565175E+13
        34.08667      1.542153E+13
        34.15601      1.560739E+13
        34.22535      1.611563E+13
        34.29469      1.703721E+13
        34.36403      1.849201E+13
        34.43336      2.041486E+13
        34.50270      2.290505E+13
        34.57204      2.587342E+13
        34.64138      2.942356E+13
        34.69685      3.251365E+13
        34.76618      3.681332E+13
        34.83553      4.152828E+13
        34.89099      4.509688E+13
        34.96033      4.967244E+13
        35.01580      5.299864E+13
        35.08514      5.639758E+13
        35.14061      5.951680E+13
        35.19608      6.088281E+13
        35.25156      6.240300E+13
        35.30702      6.135112E+13
        35.36250      5.981289E+13
        35.41796      5.776634E+13
        35.47343      5.595045E+13
        35.52890      5.258304E+13
        35.57051      4.912863E+13
        35.61211      4.504253E+13
        35.66758      4.237559E+13
        35.70919      4.252148E+13
        35.75079      4.673297E+13
        35.77852      5.127770E+13
        35.82013      6.344611E+13
        35.84786      6.926778E+13
        35.88946      7.582220E+13
        35.91720      8.372202E+13
        35.94493      5.892315E+13
        35.97267      2.651454E+13
        36.00041      1.584764E+13
        36.04201      1.607147E+13
        36.06974      1.852824E+13
        36.11135      1.863210E+13
        36.13908      1.339299E+13
        36.18068      1.023224E+13
        36.22229      1.027471E+13
        36.27776      1.193140E+13
        36.31936      1.431305E+13
        36.36097      1.432482E+13
        36.41644      1.230282E+13
        36.47191      1.050115E+13
        36.52737      1.057018E+13
        36.58285      1.104555E+13
        36.63832      1.068902E+13
        36.69379      1.005073E+13
        36.74926      9.520105E+12
        36.80473      1.035140E+13
        36.87407      9.794092E+12
        36.92954      9.586953E+12
        36.99888      9.464202E+12
        37.05435      9.197644E+12
        37.12369      9.148692E+12
        37.19302      9.441839E+12
        37.24850      9.770339E+12
        37.31783      1.027533E+13
        37.38717      1.095524E+13
        37.45651      1.192445E+13
        37.52584      1.315615E+13
        37.59518      1.460067E+13
        37.66452      1.618045E+13
        37.73386      1.796117E+13
        37.80320      1.999241E+13
        37.87254      2.223229E+13
        37.94188      2.444376E+13
        38.01121      2.658462E+13
        38.08055      2.885106E+13
        38.14989      3.112779E+13
        38.21923      3.326549E+13
        38.28857      3.512935E+13
        38.35791      3.659045E+13
        38.42724      3.774228E+13
        38.49658      3.876332E+13
        38.56592      3.934752E+13
        38.63526      3.916668E+13
        38.69073      3.874249E+13
        38.76007      3.791632E+13
        38.82941      3.672082E+13
        38.88487      3.569802E+13
        38.95422      3.402640E+13
        39.00968      3.285261E+13
        39.07903      3.174069E+13
        39.13449      3.092790E+13
        39.18996      3.061927E+13
        39.24544      3.086809E+13
        39.30090      3.276957E+13
        39.35638      3.580430E+13
        39.41185      3.939049E+13
        39.46732      4.308570E+13
        39.52279      4.759065E+13
        39.56439      5.230428E+13
        39.60600      5.717159E+13
        39.66146      6.384395E+13
        39.70307      6.783200E+13
        39.74467      6.733133E+13
        39.77240      6.507467E+13
        39.81401      5.889680E+13
        39.84174      5.271668E+13
        39.88335      3.918322E+13
        39.91108      2.587630E+13
        39.93882      1.364087E+13
        39.96655      9.830971E+12
        39.99429      1.046238E+13
        40.03589      7.706256E+12
        40.06363      6.688961E+12
        40.10523      5.611592E+12
        40.13296      5.161952E+12
        40.17457      5.654650E+12
        40.21617      6.288817E+12
        40.27164      6.351012E+12
        40.31324      6.917964E+12
        40.35485      7.581608E+12
        40.41032      8.311235E+12
        40.46579      8.645886E+12
        40.52126      8.915965E+12
        40.57673      9.250966E+12
        40.63220      1.015428E+13
        40.68767      1.139305E+13
        40.74314      1.245703E+13
        40.79861      1.324358E+13
        40.86795      1.428927E+13
        40.92342      1.525583E+13
        40.99276      1.658925E+13
        41.04823      1.755212E+13
        41.11757      1.869583E+13
        41.18690      1.998300E+13
        41.24238      2.094478E+13
        41.31171      2.185231E+13
        41.38105      2.272350E+13
        41.45039      2.354011E+13
        41.51973      2.399096E+13
        41.58907      2.424695E+13
        41.65841      2.459219E+13
        41.72775      2.472830E+13
        41.79708      2.437719E+13
        41.86642      2.383325E+13
        41.93576      2.334823E+13
        42.00509      2.280555E+13
        42.07444      2.207787E+13
        42.14377      2.123972E+13
        42.21311      2.042221E+13
        42.28245      1.972612E+13
        42.35179      1.926796E+13
        42.42112      1.909001E+13
        42.49047      1.908347E+13
        42.55980      1.938916E+13
        42.62914      2.027575E+13
        42.68461      2.136325E+13
        42.75395      2.318351E+13
        42.82329      2.546815E+13
        42.87876      2.764856E+13
        42.94810      3.073517E+13
        43.00356      3.338707E+13
        43.07291      3.684877E+13
        43.12837      3.937895E+13
        43.18385      4.164541E+13
        43.23932      4.417474E+13
        43.29479      4.564636E+13
        43.35026      4.658566E+13
        43.40573      4.659396E+13
        43.46120      4.431579E+13
        43.51667      4.233324E+13
        43.55827      3.912067E+13
        43.59988      3.792165E+13
        43.65535      3.384023E+13
        43.69695      3.329743E+13
        43.73855      3.379925E+13
        43.76628      3.579047E+13
        43.80789      3.959585E+13
        43.83562      4.532285E+13
        43.87723      5.572580E+13
        43.90496      5.776020E+13
        43.93270      4.274995E+13
        43.96043      2.277838E+13
        43.98817      1.415219E+13
        44.02977      1.371681E+13
        44.05751      1.155452E+13
        44.09911      1.093471E+13
        44.12684      1.284913E+13
        44.16845      1.547901E+13
        44.21005      1.720212E+13
        44.26552      1.704015E+13
        44.30713      1.530298E+13
        44.34873      1.417708E+13
        44.40420      1.400839E+13
        44.45967      1.539639E+13
        44.51514      1.680704E+13
        44.57061      1.684283E+13
        44.62608      1.660764E+13
        44.68155      1.640182E+13
        44.73702      1.628219E+13
        44.79249      1.596969E+13
        44.86183      1.554605E+13
        44.91730      1.547177E+13
        44.98664      1.528389E+13
        45.04211      1.473752E+13
        45.11145      1.399769E+13
        45.18079      1.359059E+13
        45.23626      1.330739E+13
        45.30560      1.277422E+13
        45.37493      1.220222E+13
        45.44427      1.188864E+13
        45.51361      1.180895E+13
        45.58295      1.181276E+13
        45.65229      1.192139E+13
        45.72163      1.221101E+13
        45.79096      1.277120E+13
        45.86030      1.360509E+13
        45.92964      1.465948E+13
        45.99898      1.592787E+13
        46.06832      1.738079E+13
        46.13765      1.899773E+13
        46.20699      2.075513E+13
        46.27633      2.262966E+13
        46.34567      2.460073E+13
        46.41501      2.653795E+13
        46.48435      2.832413E+13
        46.55368      2.994702E+13
        46.62302      3.136958E+13
        46.67849      3.229607E+13
        46.74783      3.309275E+13
        46.81717      3.344251E+13
        46.87264      3.338830E+13
        46.94198      3.282801E+13
        46.99745      3.229942E+13
        47.06679      3.155723E+13
        47.12226      3.075424E+13
        47.17773      3.026329E+13
        47.23320      2.975159E+13
        47.28867      2.932728E+13
        47.34414      2.933766E+13
        47.39961      2.977785E+13
        47.45508      3.198316E+13
        47.51055      3.606711E+13
