 flux tru 2x1 mm ap., at 28m, k=2 
 ________________________________ 
                                  
          energy              flux
        32.08547      6.351024E+12
        32.11862      6.434543E+12
        32.15177      6.751400E+12
        32.19596      7.160656E+12
        32.24016      7.492058E+12
        32.28435      7.888261E+12
        32.32854      8.566503E+12
        32.37274      9.646522E+12
        32.41693      1.067536E+13
        32.46113      1.165494E+13
        32.50533      1.279197E+13
        32.56057      1.435947E+13
        32.60476      1.568743E+13
        32.66001      1.749156E+13
        32.70420      1.899011E+13
        32.75945      2.097908E+13
        32.81469      2.279946E+13
        32.85889      2.439078E+13
        32.91413      2.614070E+13
        32.96937      2.749220E+13
        33.02462      2.892751E+13
        33.07986      3.036121E+13
        33.13510      3.135483E+13
        33.19035      3.192541E+13
        33.24559      3.226368E+13
        33.30083      3.243298E+13
        33.35608      3.237567E+13
        33.41132      3.191954E+13
        33.46656      3.109950E+13
        33.52181      3.012761E+13
        33.57705      2.914753E+13
        33.63229      2.817674E+13
        33.68754      2.705013E+13
        33.74278      2.598886E+13
        33.79802      2.538014E+13
        33.85327      2.521890E+13
        33.90851      2.553918E+13
        33.96375      2.636348E+13
        34.00795      2.755636E+13
        34.06319      2.996866E+13
        34.11844      3.323958E+13
        34.16263      3.639919E+13
        34.21788      4.101191E+13
        34.26207      4.516787E+13
        34.31731      5.073671E+13
        34.36151      5.518980E+13
        34.40570      5.925188E+13
        34.44990      6.290896E+13
        34.49409      6.602964E+13
        34.53829      6.781442E+13
        34.58248      6.842518E+13
        34.62668      6.636796E+13
        34.67087      6.313595E+13
        34.70402      5.876380E+13
        34.73717      5.589037E+13
        34.78136      5.031533E+13
        34.81451      4.754384E+13
        34.84765      4.758139E+13
        34.86975      5.011598E+13
        34.90290      5.850282E+13
        34.92500      6.439512E+13
        34.95814      8.034204E+13
        34.98024      8.927866E+13
        35.00233      6.566598E+13
        35.02443      2.641452E+13
        35.04653      1.425194E+13
        35.07967      1.593565E+13
        35.10177      1.553471E+13
