 flux tru 1.5x0.5 mm ap., at 28m, 
 ________________________________ 
                                  
          energy              flux
        31.74296      4.605288E+13
        31.77611      3.393467E+13
        31.79821      2.183842E+13
        31.82030      1.081898E+13
        31.84240      5.942278E+12
        31.86450      4.596037E+12
        31.89764      2.309701E+12
        31.91974      1.876186E+12
        31.95289      1.719277E+12
        31.97499      1.638729E+12
        32.00813      1.671268E+12
        32.04128      1.809718E+12
        32.08547      1.684517E+12
        32.11862      1.603121E+12
        32.15177      1.621622E+12
        32.19596      1.698110E+12
        32.24016      1.738222E+12
        32.28435      1.821867E+12
        32.32854      2.007083E+12
        32.37274      2.339225E+12
        32.41693      2.696578E+12
        32.46113      3.030026E+12
        32.50533      3.431088E+12
        32.56057      4.028274E+12
        32.60476      4.540822E+12
        32.66001      5.268745E+12
        32.70420      5.901732E+12
        32.75945      6.668529E+12
        32.81469      7.467905E+12
        32.85889      8.197604E+12
        32.91413      9.030063E+12
        32.96937      9.693450E+12
        33.02462      1.041307E+13
        33.07986      1.114599E+13
        33.13510      1.168570E+13
        33.19035      1.204242E+13
        33.24559      1.228910E+13
        33.30083      1.243914E+13
        33.35608      1.246521E+13
        33.41132      1.228724E+13
        33.46656      1.191260E+13
        33.52181      1.142357E+13
        33.57705      1.088473E+13
        33.63229      1.031166E+13
        33.68754      9.626025E+12
        33.74278      8.930727E+12
        33.79802      8.408285E+12
        33.85327      8.284012E+12
        33.90851      8.210360E+12
        33.96375      8.395254E+12
        34.00795      8.822432E+12
        34.06319      9.846642E+12
        34.11844      1.137201E+13
        34.16263      1.293007E+13
        34.21788      1.532706E+13
        34.26207      1.756959E+13
        34.31731      2.069302E+13
        34.36151      2.330572E+13
        34.40570      2.579861E+13
        34.44990      2.817115E+13
        34.49409      3.024164E+13
        34.53829      3.165201E+13
        34.58248      3.243735E+13
        34.62668      3.176949E+13
        34.67087      3.041035E+13
        34.70402      2.828769E+13
        34.73717      2.671347E+13
        34.78136      2.371216E+13
        34.81451      2.220558E+13
        34.84765      2.241665E+13
        34.86975      2.372665E+13
        34.90290      2.875482E+13
        34.92500      3.354301E+13
        34.95814      4.491722E+13
        34.98024      5.016721E+13
        35.00233      3.561514E+13
        35.02443      1.318240E+13
        35.04653      5.850165E+12
        35.07967      5.125326E+12
        35.10177      4.926128E+12
        35.13492      5.383317E+12
        35.15702      6.303054E+12
        35.19016      7.005717E+12
        35.22331      6.064842E+12
        35.26750      5.063679E+12
        35.30065      5.219015E+12
        35.33380      6.025080E+12
        35.37799      7.008912E+12
        35.42219      7.346525E+12
        35.46638      7.396408E+12
        35.51057      7.551781E+12
        35.55477      7.749805E+12
        35.59896      7.734300E+12
        35.64316      7.871642E+12
        35.68736      8.140835E+12
        35.74260      8.134765E+12
        35.78679      7.864877E+12
        35.84204      7.708758E+12
        35.88623      7.674636E+12
        35.94148      7.360805E+12
        35.99672      6.834983E+12
        36.04092      6.497347E+12
        36.09616      6.144499E+12
        36.15140      5.705064E+12
        36.20665      5.214645E+12
        36.26189      4.784970E+12
        36.31713      4.449290E+12
        36.37238      4.202357E+12
        36.42762      4.065393E+12
        36.48286      4.080354E+12
        36.53811      4.257290E+12
        36.59335      4.608149E+12
        36.64859      5.162358E+12
        36.70384      5.929527E+12
        36.75908      6.889168E+12
        36.81432      8.029184E+12
        36.86957      9.342522E+12
        36.92481      1.141097E+13
