      0.0598710         3.85006
      0.0627916         3.83864
      0.0657121         3.83703
      0.0686326         3.84341
      0.0715532         3.86065
      0.0744737         3.87605
      0.0773942         3.88469
      0.0803148         3.89619
      0.0832353         3.89789
      0.0861559         3.90343
      0.0890764         3.90270
      0.0919969         3.89646
      0.0949175         3.88889
      0.0978380         3.87160
       0.100759         3.84884
       0.103679         3.81014
       0.106600         3.77624
       0.109520         3.74177
       0.112441         3.71059
       0.115361         3.68734
       0.118282         3.66134
       0.121202         3.63851
       0.124123         3.62478
       0.127043         3.61218
       0.129964         3.60410
       0.132884         3.59008
       0.135805         3.58505
       0.138726         3.57476
       0.141646         3.56585
       0.144567         3.55915
       0.147487         3.55499
       0.150408         3.55813
       0.153328         3.56318
       0.156249         3.57416
       0.159169         3.58851
       0.162090         3.59347
       0.165010         3.57439
       0.167931         3.56210
       0.170851         3.55353
       0.173772         3.54172
       0.176693         3.53608
       0.179613         3.53566
       0.182534         3.53144
       0.185454         3.52465
       0.188375         3.52529
       0.191295         3.52565
       0.194216         3.52251
       0.197136         3.51913
       0.200057         3.51744
       0.202977         3.51270
       0.205898         3.51068
       0.208818         3.50637
       0.211739         3.50281
       0.214660         3.49761
       0.217580         3.49426
       0.220501         3.48673
       0.223421         3.48466
       0.226342         3.47527
       0.229262         3.47041
       0.232183         3.46610
