Time,secs	AreaA,cm²	AreaA,A²	Unused    	Unused    	PiA,mN/m	PiB,mN/m	Unused    	Unused    	Unused    	Unused    
137.300000	58.572099	6.044564	699.318679	699.318679	4.656987	7.608486	0.000000		0.000000	12799.679664
137.860000	58.498266	6.036945	699.490802	699.490802	4.673922	7.618380	0.000000		0.000000	12799.679664
138.410000	58.427274	6.029619	699.490802	699.490802	4.690856	7.638168	0.000000		0.000000	12799.679664
138.960000	58.373319	6.024051	699.490802	699.490802	4.704404	7.657956	0.000000		0.000000	12799.679664
139.510000	58.333563	6.019948	699.490802	699.490802	4.728112	7.677744	0.000000		0.000000	12799.679664
140.060000	58.288128	6.015259	699.490802	699.490802	4.748434	7.702479	0.000000		0.000000	12799.679664
140.620000	58.228494	6.009105	699.490802	699.490802	4.761981	7.712373	0.000000		0.000000	12800.174586
141.170000	58.157501	6.001779	699.490802	699.490802	4.775529	7.727214	0.000000		0.000000	12800.174586
141.720000	58.112066	5.997090	699.490802	699.490802	4.795850	7.751949	0.000000		0.000000	12799.679664
142.270000	58.077990	5.993573	699.490802	699.490802	4.812785	7.766790	0.000000		0.000000	12799.679664
142.820000	58.009837	5.986540	699.490802	699.490802	4.829719	7.791525	0.000000		0.000000	12799.679664
143.370000	57.910447	5.976283	699.490802	699.490802	4.850041	7.811313	0.000000		0.000000	12799.679664
143.920000	57.879210	5.973059	699.318679	699.318679	4.856815	7.821207	0.000000		0.000000	12799.679664
144.470000	57.813897	5.966319	699.490802	699.490802	4.877136	7.840995	0.000000		0.000000	12799.679664
145.030000	57.748584	5.959579	699.490802	699.490802	4.890684	7.860783	0.000000		0.000000	12799.679664
145.580000	57.711667	5.955769	699.146556	699.146556	4.911005	7.870677	0.000000		0.000000	12799.679664
146.140000	57.629316	5.947270	699.318679	699.318679	4.927939	7.900359	0.000000		0.000000	12799.679664
146.690000	57.549804	5.939065	699.490802	699.490802	4.944874	7.915200	0.000000		0.000000	12799.679664
147.250000	57.507209	5.934669	699.318679	699.318679	4.951648	7.930041	0.000000		0.000000	12799.679664
147.800000	57.456094	5.929394	699.318679	699.318679	4.971969	7.954776	0.000000		0.000000	12799.679664
148.350000	57.419178	5.925584	699.662925	699.662925	4.988904	7.964670	0.000000		0.000000	12799.679664
148.910000	57.356704	5.919137	699.490802	699.490802	5.012612	7.989405	0.000000		0.000000	12800.174586
