Time,secs	AreaA,cm²	AreaA,A²	Unused    	Unused    	PiA,mN/m	PiB,mN/m	Unused    	Unused    	Unused    	Unused    
17.926000	72.302757	37.307738	2326.625954	2326.625954	0.795151	-0.158790	0.000000		-3.563123	12808.588265
18.026000	72.302757	37.307738	2326.625954	2326.625954	0.795151	-0.158790	0.000000		-3.563123	12808.588265
18.126000	72.274198	37.293002	2326.625954	2326.625954	0.795151	-0.158790	0.000000		-3.563123	12808.588265
18.226000	72.259919	37.285634	2326.778626	2326.778626	0.798798	-0.163602	0.000000		-3.563123	12808.093343
18.326000	72.259919	37.285634	2326.778626	2326.778626	0.798798	-0.163602	0.000000		-3.563123	12808.093343
18.426000	72.257063	37.284160	2326.931298	2326.931298	0.798798	-0.158790	0.000000		-3.563123	12808.093343
18.526000	72.242784	37.276792	2326.625954	2326.625954	0.806093	-0.158790	0.000000		-3.563123	12808.093343
18.626000	72.242784	37.276792	2326.625954	2326.625954	0.806093	-0.158790	0.000000		-3.563123	12808.093343
18.726000	72.234216	37.272371	2326.625954	2326.625954	0.798798	-0.163602	0.000000		-3.563123	12808.588265
18.826000	72.219937	37.265003	2326.625954	2326.625954	0.798798	-0.153979	0.000000		-3.563123	12808.093343
18.926000	72.219937	37.265003	2326.625954	2326.625954	0.798798	-0.153979	0.000000		-3.563123	12808.093343
19.026000	72.208513	37.259109	2326.778626	2326.778626	0.795151	-0.153979	0.000000		-3.563123	12808.588265
19.126000	72.185666	37.247320	2326.625954	2326.625954	0.798798	-0.158790	0.000000		-3.563123	12808.588265
19.226000	72.185666	37.247320	2326.625954	2326.625954	0.798798	-0.158790	0.000000		-3.563123	12808.588265
19.326000	72.179955	37.244373	2326.625954	2326.625954	0.798798	-0.158790	0.000000		-3.563123	12808.093343
19.426000	72.165675	37.237005	2326.625954	2326.625954	0.798798	-0.158790	0.000000		-3.563123	12808.093343
19.526000	72.165675	37.237005	2326.625954	2326.625954	0.798798	-0.158790	0.000000		-3.563123	12808.093343
19.626000	72.157108	37.232584	2326.778626	2326.778626	0.798798	-0.158790	0.000000		-3.563123	12808.093343
19.726000	72.139972	37.223742	2326.778626	2326.778626	0.802446	-0.149167	0.000000		-3.563123	12808.093343
19.826000	72.139972	37.223742	2326.778626	2326.778626	0.802446	-0.149167	0.000000		-3.563123	12808.093343
19.926000	72.125693	37.216374	2326.625954	2326.625954	0.802446	-0.158790	0.000000		-3.563123	12808.093343
20.026000	72.119981	37.213427	2326.625954	2326.625954	0.802446	-0.153979	0.000000		-3.563123	12808.588265
20.126000	72.119981	37.213427	2326.625954	2326.625954	0.802446	-0.153979	0.000000		-3.563123	12808.588265
20.226000	72.108558	37.207533	2326.625954	2326.625954	0.802446	-0.153979	0.000000		-3.563123	12808.093343
20.326000	72.099990	37.203112	2326.625954	2326.625954	0.802446	-0.153979	0.000000		-3.563123	12808.093343
20.426000	72.099990	37.203112	2326.625954	2326.625954	0.802446	-0.153979	0.000000		-3.563123	12808.093343
20.526000	72.085711	37.195744	2326.625954	2326.625954	0.806093	-0.149167	0.000000		-3.563123	12808.588265
20.626000	72.074288	37.189850	2326.778626	2326.778626	0.806093	-0.149167	0.000000		-3.563123	12808.093343
20.726000	72.074288	37.189850	2326.778626	2326.778626	0.806093	-0.149167	0.000000		-3.563123	12808.093343
20.826000	72.060008	37.182481	2326.625954	2326.625954	0.806093	-0.153979	0.000000		-3.563123	12808.093343
20.926000	72.051441	37.178061	2326.625954	2326.625954	0.809741	-0.149167	0.000000		-3.563123	12808.588265
21.026000	72.051441	37.178061	2326.625954	2326.625954	0.809741	-0.149167	0.000000		-3.563123	12808.588265
21.126000	72.034305	37.169219	2326.778626	2326.778626	0.806093	-0.144355	0.000000		-3.563123	12808.588265
21.226000	72.017170	37.160377	2326.625954	2326.625954	0.806093	-0.149167	0.000000		-3.563123	12808.093343
21.326000	72.017170	37.160377	2326.625954	2326.625954	0.806093	-0.149167	0.000000		-3.563123	12808.093343
21.426000	72.005747	37.154483	2326.625954	2326.625954	0.806093	-0.149167	0.000000		-3.563123	12808.093343
21.526000	71.991468	37.147115	2326.778626	2326.778626	0.806093	-0.149167	0.000000		-3.563123	12808.588265
21.626000	71.991468	37.147115	2326.778626	2326.778626	0.806093	-0.149167	0.000000		-3.563123	12808.588265
21.726000	71.971476	37.136800	2326.625954	2326.625954	0.809741	-0.149167	0.000000		-3.563123	12808.588265
21.826000	71.965765	37.133852	2326.625954	2326.625954	0.813388	-0.149167	0.000000		-3.563123	12808.093343
21.926000	71.965765	37.133852	2326.625954	2326.625954	0.813388	-0.149167	0.000000		-3.563123	12808.093343
22.026000	71.960053	37.130905	2326.625954	2326.625954	0.813388	-0.149167	0.000000		-3.563123	12808.093343
22.126000	71.948630	37.125011	2326.778626	2326.778626	0.809741	-0.149167	0.000000		-3.563123	12808.093343
22.226000	71.948630	37.125011	2326.778626	2326.778626	0.809741	-0.149167	0.000000		-3.563123	12808.093343
22.326000	71.942918	37.122064	2326.931298	2326.931298	0.813388	-0.149167	0.000000		-3.563123	12808.093343
22.426000	71.922927	37.111748	2326.625954	2326.625954	0.813388	-0.149167	0.000000		-3.563123	12808.093343
22.526000	71.922927	37.111748	2326.625954	2326.625954	0.813388	-0.149167	0.000000		-3.563123	12808.093343
22.626000	71.902936	37.101433	2326.625954	2326.625954	0.809741	-0.149167	0.000000		-3.563123	12807.598420
22.726000	71.880089	37.089644	2326.625954	2326.625954	0.809741	-0.149167	0.000000		-3.563123	12808.093343
22.826000	71.880089	37.089644	2326.625954	2326.625954	0.809741	-0.149167	0.000000		-3.563123	12808.093343
22.926000	71.868665	37.083750	2326.625954	2326.625954	0.809741	-0.149167	0.000000		-3.563123	12808.093343
23.026000	71.845818	37.071961	2326.625954	2326.625954	0.809741	-0.149167	0.000000		-3.563123	12808.093343
23.126000	71.845818	37.071961	2326.625954	2326.625954	0.809741	-0.149167	0.000000		-3.563123	12808.093343
23.226000	71.825827	37.061646	2326.625954	2326.625954	0.809741	-0.144355	0.000000		-3.563123	12808.093343
23.326000	71.808692	37.052804	2326.625954	2326.625954	0.813388	-0.144355	0.000000		-3.563123	12808.093343
23.426000	71.808692	37.052804	2326.625954	2326.625954	0.813388	-0.144355	0.000000		-3.563123	12808.093343
23.526000	71.800125	37.048383	2326.778626	2326.778626	0.809741	-0.144355	0.000000		-3.563123	12808.093343
23.626000	71.788701	37.042489	2326.625954	2326.625954	0.813388	-0.144355	0.000000		-3.563123	12808.588265
23.726000	71.788701	37.042489	2326.625954	2326.625954	0.813388	-0.144355	0.000000		-3.563123	12808.588265
23.826000	71.782989	37.039542	2326.625954	2326.625954	0.809741	-0.149167	0.000000		-3.563123	12808.588265
23.926000	71.774422	37.035121	2326.778626	2326.778626	0.809741	-0.149167	0.000000		-3.563123	12808.093343
24.026000	71.774422	37.035121	2326.778626	2326.778626	0.809741	-0.149167	0.000000		-3.563123	12808.093343
24.126000	71.768710	37.032174	2326.625954	2326.625954	0.817036	-0.144355	0.000000		-3.563123	12808.093343
24.226000	71.760143	37.027753	2326.778626	2326.778626	0.817036	-0.144355	0.000000		-3.563123	12808.093343
